dataset_key,source_path,structural_status,boost_null_rms_rg,radial_response_rms_rg,director_response_rms_rg,linearity_ratio
D0030,..\..\KnotPlot\knots\final\link_7.2.6_final.txt,PASS,3.955768810843542e-16,6.542330903041167e-05,0.00013475117760168044,2.0000035048700733
D0031,..\..\KnotPlot\knots\final\link_7.2.8_final.txt,PASS,4.111137319686305e-15,8.147273489987341e-05,0.000164763614094674,1.9999968138939554
D0032,..\..\KnotPlot\knots\final\link_8.2.1_final.txt,PASS,2.9706567954577064e-16,0.0001087745516784331,0.00020610439237592868,1.9999998176347304
D0033,..\..\KnotPlot\knots\final\link_9.2.20_final.txt,PASS,5.181555271053721e-16,6.825077540184216e-05,0.00013206338699170642,1.9999838405033237
D0034,..\..\KnotPlot\knots\final\link_9.2.40_final.txt,PASS,3.7166761853992587e-16,6.379908621608973e-05,0.00013199533261587255,2.0000039493440265
D0035,..\..\KnotPlot\knots\final\torus_2.11_final.txt,PASS,4.569760110289053e-15,7.743016076291835e-05,0.00015247744144206065,1.9999794625952756
D0036,..\..\KnotPlot\knots\final\torus_2.3_final.txt,PASS,3.2714783495388033e-16,7.366961450915794e-05,0.00014729789977926434,1.999994953562161
D0037,..\..\KnotPlot\knots\final\torus_2.4_final.txt,PASS,5.792407759165059e-16,8.788660822694341e-05,0.00017053101852263164,1.9999896689360694
D0038,..\..\KnotPlot\knots\final\torus_2.5_final.txt,PASS,6.875687860376353e-16,9.228350687973608e-05,0.00017889780825176369,1.9999902654703936
D0039,..\..\KnotPlot\knots\final\torus_2.6_final.txt,PASS,2.5263785639915056e-16,9.468524270135488e-05,0.00018350677543207557,1.9999909047193147
D0040,..\..\KnotPlot\knots\final\torus_2.7_final.txt,PASS,5.3123302461049165e-15,0.00010780159383054533,0.0002067995237630628,1.9999993294799403
D0041,..\..\KnotPlot\knots\final\torus_2.8_final.txt,PASS,6.044479173091298e-16,7.722422206687755e-05,0.00015192534935558745,1.9999812753447443
D0042,..\..\KnotPlot\knots\final\torus_2.9_final.txt,PASS,3.615343477532175e-15,6.568140383859665e-05,0.00013633169731868186,2.0000010099370322
D0043,..\..\KnotPlot\knots\final\torus_3.3_final.txt,PASS,3.7036359225745077e-16,7.781640565856982e-05,0.00015605751124795947,1.9999998561695282
D0044,..\..\KnotPlot\knots\final\torus_3.6_final.txt,PASS,4.86814212371594e-16,0.0001034664383351682,0.00019929368673720298,1.9999978995004066
D0045,..\..\KnotPlot\knots\final\torus_3.9_final.txt,PASS,2.951463102141933e-16,7.745590084641624e-05,0.00015236140175389757,1.999990785095197
D0046,..\..\KnotPlot\knots\final\torus_6.15_final.txt,PASS,3.8467146114043006e-16,9.998845726698385e-05,0.00019303220406618207,1.999995622832055
D0047,..\..\KnotPlot\knots\final\torus_6.21_final.txt,PASS,5.245591857216355e-16,7.446466636145782e-05,0.00014761400686571268,1.9999868403921572
D0048,..\..\KnotPlot\knots\final\torus_6.9_final.txt,PASS,4.919908319758704e-16,8.547619349436407e-05,0.0001659123617949928,1.999992628380971
