axis,case,value,q,cell_over_core,backend,n_nodes,image_shell,fd_eps_over_core,growth_numerical_floor,max_m,symmetry_order,c4_acceleration_used,self_jacobian_cached,global_spectral_abscissa_reference,global_gap_after_neutral_reference,global_unstable_count_reference,low_mode_projection_leakage,c4_symmetry_leakage_projected,c4_symmetry_audit_self,c4_symmetry_audit_interaction,c4_symmetry_leakage,relative_shape_residual,equilibrium_gate_ok,fourier_quality_gate_ok
resolution,N48,48,2.41,11.133961145065307,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013931180803379881,0.00465747216055837,7,0.012241487160414921,7.60060643831856e-12,0.0,0.0,7.60060643831856e-12,0.03008412000266489,True,True
resolution,N48,48,2.42,11.245859314881844,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013511895378638871,0.0047763757342669634,7,0.011157838136909997,7.515933108371753e-12,0.0,0.0,7.515933108371753e-12,0.02737199748920606,True,True
resolution,N48,48,2.43,11.358882080001457,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013123593599197361,0.0048901137205036305,7,0.010174136637706605,7.571823539326826e-12,0.0,0.0,7.571823539326826e-12,0.024918525818550988,True,True
resolution,N48,48,2.44,11.473040742794833,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012763792287442878,0.0049979017562201775,7,0.009280858623297198,7.629461432835209e-12,0.0,0.0,7.629461432835209e-12,0.02269809734533266,True,True
resolution,N48,48,2.45,11.588346719223392,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012430229947796854,0.005099518430278808,7,0.0084694046423856,7.312614319278277e-12,0.0,0.0,7.312614319278277e-12,0.020687573759661237,True,True
resolution,N48,48,2.46,11.704811539980854,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012120842097345057,0.005195029978849289,7,0.007732008874689234,7.055285468577176e-12,0.0,0.0,7.055285468577176e-12,0.018866104533204666,True,True
resolution,N48,48,2.47,11.822446851646363,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011833740564809509,0.0052846508028503835,7,0.007061657957635207,6.9672952960729695e-12,0.0,0.0,6.9672952960729695e-12,0.0172149359439264,True,True
resolution,N48,48,2.48,11.941264417849103,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011567195863897513,0.0053686690012459855,7,0.006452018019251334,7.165962010536097e-12,0.0,0.0,7.165962010536097e-12,0.015717221256917678,True,True
resolution,N48,48,2.49,12.06127612044472,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011319621988833,0.005447405145454437,7,0.005897368818681813,6.9787326924543325e-12,0.0,0.0,6.9787326924543325e-12,0.014357838450956733,True,True
resolution,N48,48,2.5,12.182493960703473,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011089563146537251,0.005159993920653024,7,0.005392544171495087,7.265761352562247e-12,0.0,0.0,7.265761352562247e-12,0.013123219101637766,True,True
resolution,N48,48,2.51,12.30493006051041,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01087568206285493,0.0047092041318752016,7,0.0049328780140392115,7.0021098991294504e-12,0.0,0.0,7.0021098991294504e-12,0.012001190209928663,True,True
resolution,N48,48,2.52,12.428596663577544,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010676749587744436,0.004242169052160323,7,0.004514155572882055,7.2331469629139385e-12,0.0,0.0,7.2331469629139385e-12,0.010980829590905197,True,True
resolution,N48,48,2.53,12.55350613666823,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010491635390732564,0.0037510199212351853,7,0.004132569175231314,6.832456730682274e-12,0.0,0.0,6.832456730682274e-12,0.01005233470009199,True,True
resolution,N48,48,2.54,12.679670970833877,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010319299582443521,0.0032226611042448033,7,0.0037846782881999588,7.323200169517143e-12,0.0,0.0,7.323200169517143e-12,0.009206904330531144,True,True
resolution,N48,48,2.55,12.80710378266303,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010158785134070439,0.0026322767775306894,7,0.0034673734137895596,7.05911013300342e-12,0.0,0.0,7.05911013300342e-12,0.008436632363948074,True,True
resolution,N48,48,2.56,12.935817315543076,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010009210994825905,0.0019202070331393322,7,0.0031778434923529528,6.8360931533906424e-12,0.0,0.0,6.8360931533906424e-12,0.007734412637607573,True,True
resolution,N48,48,2.57,13.065824440934556,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009869765822678806,0.0008049490307150374,7,0.002913546497702335,6.983221062048473e-12,0.0,0.0,6.983221062048473e-12,0.0070938539489912985,True,True
resolution,N48,48,2.58,13.197138159658358,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009739702261034053,0.0014835558703904428,6,0.0026721829294615667,6.995780607671455e-12,0.0,0.0,6.995780607671455e-12,0.006509204232645494,True,True
resolution,N48,48,2.59,13.329771603195772,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009618331706236306,0.002207032016828019,6,0.0024516719321071253,6.764443537007094e-12,0.0,0.0,6.764443537007094e-12,0.0059752829869642275,True,True
resolution,N48,48,2.6,13.463738035001692,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009505019515872492,0.0027153661141068154,6,0.0022501297895633895,7.041903158954364e-12,0.0,0.0,7.041903158954364e-12,0.005487421089353473,True,True
resolution,N48,48,2.61,13.599050851830924,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009399180617936343,0.003117378999396259,6,0.002065850568256325,6.914791541753118e-12,0.0,0.0,6.914791541753118e-12,0.005041407207165592,True,True
resolution,N48,48,2.62,13.735723585077926,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009300275483926342,0.0032641351502665276,6,0.0018972886951468854,6.631857673602438e-12,0.0,0.0,6.631857673602438e-12,0.004633440083309975,True,True
resolution,N48,48,2.63,13.873769902129904,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009207806435128479,0.0030795079320260882,6,0.0017430432847885535,6.931683740011566e-12,0.0,0.0,6.931683740011566e-12,0.0042600860457243815,True,True
resolution,N48,48,2.64,14.013203607733615,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009121314252580308,0.00289520594855416,6,0.0016018440375180738,6.77665036176347e-12,0.0,0.0,6.77665036176347e-12,0.003918241156834482,True,True
resolution,N48,48,2.65,14.1540386453758,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.0090403750657525,0.002710463976480464,6,0.0014725385515382185,6.766153332778184e-12,0.0,0.0,6.766153332778184e-12,0.0036050974815071257,True,True
resolution,N48,48,2.66,14.296289098677603,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008964597497745167,0.0025243554161003988,6,0.001354080908766919,6.834660130232693e-12,0.0,0.0,6.834660130232693e-12,0.003318113009215588,True,True
resolution,N48,48,2.67,14.43996919280288,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008893620044139643,0.0023357197137156747,6,0.001245521402856664,6.824625261866684e-12,0.0,0.0,6.824625261866684e-12,0.00305498481815615,True,True
resolution,N48,48,2.68,14.585093295880792,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008827108667922873,0.0021430449249958926,6,0.0011459972927534482,6.7913011050516516e-12,0.0,0.0,6.7913011050516516e-12,0.0028136251157336594,True,True
resolution,N48,48,2.69,14.73167592044257,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00876475459228804,0.0019442661029995764,6,0.0010547244809885473,6.856430253528322e-12,0.0,0.0,6.856430253528322e-12,0.002592139831823023,True,True
resolution,N48,48,2.7,14.879731724872837,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008706272275260597,0.0017363918401090293,6,0.000970990017533323,6.886240994155725e-12,0.0,0.0,6.886240994155725e-12,0.0023888094783709015,True,True
resolution,N48,48,2.71,15.029275514875401,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008651397551156775,0.0015147383029571033,6,0.0008941453487144934,6.891777980301925e-12,0.0,0.0,6.891777980301925e-12,0.0022020720221948677,True,True
resolution,N48,48,2.72,15.1803222449539,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008599885925062596,0.0012711128773277662,6,0.00082360023272419,6.749203233146124e-12,0.0,0.0,6.749203233146124e-12,0.0020305075469802154,True,True
resolution,N48,48,2.73,15.332887019907195,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008551511008709656,0.0009884062563821714,6,0.0007588172553748125,6.743735800711141e-12,0.0,0.0,6.743735800711141e-12,0.0018728245065692654,True,True
resolution,N48,48,2.74,15.486985096339938,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00850606308444632,0.0006159909937575336,6,0.0006993068832543093,6.805972932016399e-12,0.0,0.0,6.805972932016399e-12,0.0017278473944398322,True,True
resolution,N48,48,2.75,15.642631884188171,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008463347788475205,0.00046632271713627644,6,0.0006446230015436711,6.730244076566251e-12,0.0,0.0,6.730244076566251e-12,0.0015945056745024578,True,True
resolution,N48,48,2.76,15.799842948260395,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008423184902015688,0.000358248715930179,4,0.0005943588854503702,6.758148387931251e-12,0.0,0.0,6.758148387931251e-12,0.0014718238361382562,True,True
resolution,N48,48,2.77,15.958634009794029,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008385407242333458,0.0008504045510225517,4,0.0005481435632935091,6.763513405055194e-12,0.0,0.0,6.763513405055194e-12,0.0013589124520967386,True,True
resolution,N48,48,2.78,16.119020948027543,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00834985964509322,0.001134378554157281,4,0.000505638529264598,6.7732798788607834e-12,0.0,0.0,6.7732798788607834e-12,0.0012549601317370955,True,True
resolution,N48,48,2.79,16.28101980178843,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008316398029890319,0.0013480987947385582,4,0.0004665347737755278,6.782991752074244e-12,0.0,0.0,6.782991752074244e-12,0.0011592262741975912,True,True
resolution,N48,48,2.8,16.444646771097048,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008284888542813607,0.0015223504434410686,4,0.00043055009702330544,6.720825504241142e-12,0.0,0.0,6.720825504241142e-12,0.0010710345369365848,True,True
resolution,N48,48,2.81,16.6099182187867,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008255206768881418,0.0016705474573715147,4,0.0003974266784059894,6.778333177215862e-12,0.0,0.0,6.778333177215862e-12,0.0009897669445027427,True,True
resolution,N48,48,2.82,16.776850672139872,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008227237008920625,0.001800852586338613,4,0.0003669288769448724,6.716434707070431e-12,0.0,0.0,6.716434707070431e-12,0.0009148585707626963,True,True
resolution,N48,48,2.83,16.94546082454102,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008200871615171867,0.001920042525517742,8,0.00033884123890931794,6.7604642338220065e-12,0.0,0.0,6.7604642338220065e-12,0.0008457927352177371,True,True
resolution,N48,48,2.84,17.115765537145876,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008176010380896829,0.002012879159598594,8,0.00031296669281395223,6.7265902067938485e-12,0.0,0.0,6.7265902067938485e-12,0.0007820966605618444,True,True
resolution,N48,48,2.85,17.28778184056764,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008152559979373263,0.0020966934854571816,8,0.0002891249125405511,6.734100511687736e-12,0.0,0.0,6.734100511687736e-12,0.0007233375443904928,True,True
resolution,N48,48,2.86,17.46152693657999,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008130433448012949,0.0021728381882942034,8,0.0002671508339701863,6.7376395410617e-12,0.0,0.0,6.7376395410617e-12,0.000669119003097863,True,True
resolution,N48,48,2.87,17.63701819983732,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008109549713983996,0.0022423676849243806,8,0.0002468933082816176,6.759102575856073e-12,0.0,0.0,6.759102575856073e-12,0.0006190778504825015,True,True
resolution,N48,48,2.88,17.814273179612197,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00808983315778865,0.0023061246042402903,8,0.00022821387904741535,6.784914491233345e-12,0.0,0.0,6.784914491233345e-12,0.0005728811776385777,True,True
resolution,N48,48,2.89,17.993309601550315,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008071213211513039,0.0023647960204595283,8,0.00021098567256847258,6.749030538972072e-12,0.0,0.0,6.749030538972072e-12,0.0005302237042119732,True,True
resolution,N48,48,2.9,18.17414536944306,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00805362398908025,0.002418951547106676,8,0.00019509238875212964,6.743889046166304e-12,0.0,0.0,6.743889046166304e-12,0.0004908253742671753,True,True
resolution,N48,48,2.91,18.356798567017925,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008037003945562511,0.0024690700302331513,8,0.0001804273840974213,6.727549963860198e-12,0.0,0.0,6.727549963860198e-12,0.00045442917282698456,True,True
resolution,N48,48,2.92,18.54128745974687,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008021295563462712,0.0025155587910840635,8,0.00016689283775255963,6.7045123078470325e-12,0.0,0.0,6.7045123078470325e-12,0.00042079914164211337,True,True
resolution,N48,48,2.93,18.72763049667292,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.008006445063209642,0.0025516475345003778,4,0.00015439899259396867,6.74002498844073e-12,0.0,0.0,6.74002498844073e-12,0.00038971857490275626,True,True
resolution,N48,48,2.94,18.915846312255038,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007992402136577587,0.0025877135518623065,4,0.00014286346426350204,6.729438855178721e-12,0.0,0.0,6.729438855178721e-12,0.00036098837766392213,True,True
resolution,N48,48,2.95,19.10595372823165,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007979119700431405,0.002622310590931542,4,0.00013221061227778203,6.7411166953776186e-12,0.0,0.0,6.7411166953776186e-12,0.0003344255714387598,True,True
resolution,N48,48,2.96,19.297971755502758,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007966553669591633,0.002655015813691118,4,0.00012237096675120799,6.74683515726083e-12,0.0,0.0,6.74683515726083e-12,0.0003098619330475337,True,True
resolution,N48,48,2.97,19.49191959603112,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007954662747030258,0.0026858206743226977,4,0.00011328070601147427,6.718506522942031e-12,0.0,0.0,6.718506522942031e-12,0.00028714275413694744,True,True
resolution,N48,48,2.98,19.6878166447624,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007943408230160822,0.002714804187903583,4,0.00010488118025531939,6.721893873039498e-12,0.0,0.0,6.721893873039498e-12,0.0002661257101258836,True,True
resolution,N48,48,2.99,19.88568249156473,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007932753831646745,0.002742069105656207,4,9.711847699412695e-05,6.731121596000616e-12,0.0,0.0,6.731121596000616e-12,0.00024667982834359025,True,True
resolution,N48,48,3.0,20.085536923187668,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007922665513828945,0.0027677224792835077,4,8.994302457770007e-05,6.746878628288596e-12,0.0,0.0,6.746878628288596e-12,0.00022868454624690607,True,True
resolution,N48,48,3.01,20.287399925240926,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007913111335455374,0.0027918686048299013,4,8.330923000073589e-05,6.7215699837364954e-12,0.0,0.0,6.7215699837364954e-12,0.00021202885140478046,True,True
resolution,N48,48,3.02,20.49129168419294,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007904061309935153,0.0028146063463903885,4,7.717514852283958e-05,6.695156215936437e-12,0.0,0.0,6.695156215936437e-12,0.00019661049577330604,True,True
resolution,N48,48,3.03,20.6972325893895,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007895487273986958,0.0028360282332555793,4,7.15021812904615e-05,6.724851743837618e-12,0.0,0.0,6.724851743837618e-12,0.0001823352775417495,True,True
resolution,N48,48,3.04,20.905243235092758,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007887362765992504,0.002856220328958371,4,6.625479954396814e-05,6.727410600591385e-12,0.0,0.0,6.727410600591385e-12,0.00016911638442552556,True,True
resolution,N48,48,3.05,21.11534442254061,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007879662913188949,0.00287526244548113,4,6.140029184322805e-05,6.696448204586163e-12,0.0,0.0,6.696448204586163e-12,0.0001568737928751057,True,True
resolution,N48,48,3.06,21.327557162026903,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007872364327142405,0.0028932285057507927,4,5.690853346797954e-05,6.727360671214109e-12,0.0,0.0,6.727360671214109e-12,0.00014553371821909714,True,True
resolution,N48,48,3.07,21.54190267500241,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007865445006668142,0.0029101869605977783,4,5.2751774936240507e-05,6.719840758774363e-12,0.0,0.0,6.719840758774363e-12,0.0001350281112362177,True,True
resolution,N48,48,3.08,21.75840239619708,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00785888424780354,0.00292620121314922,4,4.8904448739011456e-05,6.7254206584251385e-12,0.0,0.0,6.7254206584251385e-12,0.00012529419697511268,True,True
resolution,N48,48,3.09,21.977077975763418,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007852662560112177,0.002941330028101029,4,4.5342992206319385e-05,6.719134935761774e-12,0.0,0.0,6.719134935761774e-12,0.0001162740522136994,True,True
resolution,N48,48,3.1,22.197951281441636,cpp,48,2,0.0001,2.220446049250313e-12,12,4,False,True,0.007846761588982488,0.00295562791611254,4,4.2045685347894824e-05,6.719677847354441e-12,0.0,0.0,6.719677847354441e-12,0.00010791421806447308,True,True
resolution,N64,64,2.31,10.074424655013587,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.019678690678346072,0.004536493663587935,8,0.033473688769633365,1.0250157577939386e-11,0.0,0.0,1.0250157577939386e-11,0.07757002000682191,False,False
resolution,N64,64,2.32,10.175674306073333,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.018751617478146982,0.004595376905454764,8,0.03039362259154759,9.604182573693317e-12,0.0,0.0,9.604182573693317e-12,0.07054119762116466,False,False
resolution,N64,64,2.33,10.277941533043448,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.017906695161390394,0.004628449329429404,8,0.027612089551553476,1.0213390925066618e-11,0.0,0.0,1.0213390925066618e-11,0.0640906101306036,False,False
resolution,N64,64,2.34,10.381236562731843,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01713391398514478,0.004607285293053678,8,0.025096667901434996,9.442857738619918e-12,0.0,0.0,9.442857738619918e-12,0.05819971263383761,False,False
resolution,N64,64,2.35,10.485569724727576,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01642513830544493,0.0044506201762532956,8,0.022819677161244434,8.58073485117697e-12,0.0,0.0,8.58073485117697e-12,0.05283859854825578,False,False
resolution,N64,64,2.36,10.59095145243378,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.015773615985991814,0.0035731764736047244,8,0.020757081761737368,9.060187406517835e-12,0.0,0.0,9.060187406517835e-12,0.04797142377093032,True,True
resolution,N64,64,2.37,10.697392284111054,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.015173639479550633,0.005279953221720552,9,0.018887737125661698,8.597118700905905e-12,0.0,0.0,8.597118700905905e-12,0.04355993660902033,True,True
resolution,N64,64,2.38,10.804902863931257,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.014620307991577536,0.006395556748339084,9,0.017192863098443017,9.49695381009936e-12,0.0,0.0,9.49695381009936e-12,0.03956572068714127,True,True
resolution,N64,64,2.39,10.913493943041976,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.014109357710427074,0.007085475701838207,9,0.015655667098834983,9.371316559566321e-12,0.0,0.0,9.371316559566321e-12,0.03595157103237432,True,True
resolution,N64,64,2.4,11.023176380641601,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013637038433653255,0.007590908736081968,9,0.01426106564788625,8.881764477646777e-12,0.0,0.0,8.881764477646777e-12,0.03268229195413309,True,True
resolution,N64,64,2.41,11.133961145065307,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.013200022238074873,0.006928195813259796,7,0.012995470823702624,8.430313612298373e-12,0.0,0.0,8.430313612298373e-12,0.029725113793212198,True,True
resolution,N64,64,2.42,11.245859314881844,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012795334581995109,0.006724421866188628,7,0.011846620104789618,8.750812307134269e-12,0.0,0.0,8.750812307134269e-12,0.027049862405504797,True,True
resolution,N64,64,2.43,11.358882080001457,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012420301328338271,0.006418870148910007,7,0.010803435838828326,8.355685730949447e-12,0.0,0.0,8.355685730949447e-12,0.024628971824296898,True,True
resolution,N64,64,2.44,11.473040742794833,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.012072507223100132,0.006028993796721936,7,0.00985590562123376,8.577658404057847e-12,0.0,0.0,8.577658404057847e-12,0.022437400827299833,True,True
resolution,N64,64,2.45,11.588346719223392,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011749762733176624,0.005641723132141149,7,0.00899497803856286,7.779859009824538e-12,0.0,0.0,7.779859009824538e-12,0.020452493856160957,True,True
resolution,N64,64,2.46,11.704811539980854,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.011450077074469043,0.005255985430621382,7,0.00821247026395734,8.49624038383461e-12,0.0,0.0,8.49624038383461e-12,0.018653812937984668,True,True
resolution,N64,64,2.47,11.822446851646363,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01117163589682057,0.004870288058051487,7,0.0075009852172963866,8.492446827521268e-12,0.0,0.0,8.492446827521268e-12,0.017022957899030168,True,True
resolution,N64,64,2.48,11.941264417849103,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.01091278251854256,0.004482594877048416,7,0.0068538367836663335,8.038334173292468e-12,0.0,0.0,8.038334173292468e-12,0.015543385837791116,True,True
resolution,N64,64,2.49,12.06127612044472,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010672001921813879,0.004090117965467379,7,0.006264982038696555,7.622453320916604e-12,0.0,0.0,7.622453320916604e-12,0.01420023657575131,True,True
resolution,N64,64,2.5,12.182493960703473,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010447906924303366,0.003688950065849818,7,0.005728959714284673,8.144097506120484e-12,0.0,0.0,8.144097506120484e-12,0.012980167970932377,True,True
resolution,N64,64,2.51,12.30493006051041,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010239226099901893,0.0032733766104219367,7,0.005240834304431953,7.982132424461745e-12,0.0,0.0,7.982132424461745e-12,0.01187120310992673,True,True
resolution,N64,64,2.52,12.428596663577544,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.010044793124832186,0.0028344787271868347,7,0.004796145311075041,8.013883378596472e-12,0.0,0.0,8.013883378596472e-12,0.010862590179958163,True,True
resolution,N64,64,2.53,12.55350613666823,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009863537312214397,0.0020610270206200747,7,0.004390861192558358,8.010526707635488e-12,0.0,0.0,8.010526707635488e-12,0.009944675051812535,True,True
resolution,N64,64,2.54,12.679670970833877,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00969447514263171,0.0006150689303533011,7,0.004021337628525367,8.414565295648413e-12,0.0,0.0,8.414565295648413e-12,0.009108786132579583,True,True
resolution,N64,64,2.55,12.80710378266303,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.009536702651461691,0.0011361674860848583,6,0.003684279731602825,7.759332650614022e-12,0.0,0.0,7.759332650614022e-12,0.00834713077469845,True,True
resolution,N64,64,2.56,12.935817315543076,cpp,64,2,0.0001,2.220446049250313e-12,12,4,False,True,0.00938938855557675,0.0011382441487959888,6,0.003376707874009506,7.994997626101952e-12,0.0,0.0,7.994997626101952e-12,0.007652702387408492,True,True
