source,topology_class,canonical_id,classification,growth_verdict,final_kmax,final_growth,tail_ratio,last_relative_step,kmax_boundary_weight,high_k_fraction_within_kelvin,spectral_nyquist_fraction,g_inf,fit_p,threshold_crosses,reasons,g_k16,g_k24,g_k32,g_k48,g_k64
fremlin:4_1:knot.4_1d,knot,4_1,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.31871395555260573,0.44776310302573774,0.1300437443248417,0.0029363526464971784,0.10279749440701313,0.17777777777777778,0.2281220000215798,1.31,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.4863043468099869,0.5014530156536036,0.4527247391268385,0.36016071170124775,0.31871395555260573
fremlin:4_1:knot.4_1p,knot,4_1,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.5636258443783617,1.9076111282047055,0.47596764043336953,0.0027965329259274268,0.115579157131484,0.17777777777777778,-1.4761129157535535,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.8675521806027812,0.9111937805929055,0.9725236702663129,0.8318935076143961,0.5636258443783617
fremlin:4_1:knot.4_1z,knot,4_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.037539210056755944,0.5463535416515778,0.0967030399583828,0.0055287474598903,0.01645644235688291,0.17777777777777778,-0.01063103733075557,0.75,,growth_last_step_too_large,0.2182647471168812,0.10945753596159524,0.0703832372870542,0.04914357485176188,0.037539210056755944
fremlin:5_1:knot.5_1,knot,5_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.07714913010586547,0.6243993718283025,0.2684130071311947,2.0855649416009753e-10,0.00014109704278723455,0.17777777777777778,-0.2139387402698289,0.365,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.2583734972831115,0.2031136583440263,0.1609435616533115,0.10935869096160883,0.07714913010586547
fremlin:5_1:knot.5_1p,knot,5_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06081391167231374,0.322572563324732,0.10211905770150456,6.340999343301568e-28,0.0022826558762092178,0.17777777777777778,0.04714031650513275,2.225,,growth_last_step_too_large,0.23060061856115752,0.14347305709196134,0.11105743983225377,0.07306819859649429,0.06081391167231374
fremlin:5_1:knot.5_1u,knot,5_1,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.16233957176005326,0.4128720706145788,0.493867303190869,5.858437847940505e-29,2.138565045588535e-08,0.17777777777777778,0.01855084499150188,1.54,,growth_last_step_too_large,0.85311498160005,0.6279541251106829,0.43670033679755715,0.24251377826635132,0.16233957176005326
fremlin:5_2:knot.5_2,knot,5_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.019259190540684177,0.48435439837107597,0.035804943450364175,3.477623609159891e-06,0.00010572538957146571,0.17777777777777778,0.0075937269134096945,1.0899999999999999,,growth_last_step_too_large,0.05919274217337164,0.043433148022294275,0.032426547039821396,0.023555783754727878,0.019259190540684177
fremlin:5_2:knot.5_2d,knot,5_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.23001445615324737,0.22376501180432418,0.06023961283059016,0.0003952934198535575,0.2579538179714815,0.17777777777777778,0.22097583327900527,3.23,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.35460579764806194,0.32385756495818946,0.30579245904505004,0.24387043793735774,0.23001445615324737
fremlin:5_2:knot.5_2r,knot,5_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.4253779334457156,0.24320652972861478,0.11187106417956098,0.0006069351931848264,0.21699409258754587,0.17777777777777778,0.39060944656791285,3.0,,growth_last_step_too_large;high_k_mode_tail_not_decayed,1.0,0.883748242530782,0.6686323745886801,0.4729654155387903,0.4253779334457156
fremlin:6_1:knot.6_1,knot,6_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04039211860417713,0.43554233029042283,0.08731262749087128,0.00037817674556082253,0.004575393869776188,0.17777777777777778,0.01908662858278539,1.3900000000000001,,growth_last_step_too_large,0.12432389668287362,0.09041110649560993,0.07492588416908469,0.05086963390308168,0.04039211860417713
fremlin:6_2:knot.6_2,knot,6_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.030989683271823967,0.8615058129197329,0.07545111195624152,0.00016839544209804085,0.0066612697642872785,0.17777777777777778,-0.07088657014361367,0.25,,growth_tail_not_contracting;growth_last_step_too_large,0.09449003017038644,0.06621966930560251,0.050553477000173964,0.04004381670657295,0.030989683271823967
fremlin:6_2:knot.6_2d,knot,6_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.34019563243165163,0.7264262125979368,0.2034333143687697,0.014420820909720312,0.37955323035881433,0.17777777777777778,0.30391124627902355,6.0,,growth_tail_not_quasi_monotone;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.3780180455280027,0.4071424853890558,0.3662591953701527,0.270988507392301,0.34019563243165163
fremlin:6_2:knot.6_2p,knot,6_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.5453680409198061,0.29277706324890257,0.026507929342872417,0.00331891533343706,0.1797349363380182,0.17777777777777778,0.5362308053911491,6.0,,growth_tail_not_quasi_monotone;high_k_mode_tail_not_decayed,0.5995017075511471,0.6409254623989903,0.5802888884671522,0.5309114634252431,0.5453680409198061
fremlin:6_3:knot.6_3d,knot,6_3,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.3127014037319753,0.3531574183064701,0.05084588130022287,1.9805688854524896e-05,0.02008421828053125,0.17777777777777778,0.291918311379821,1.975,,growth_last_step_too_large,0.36256527643630376,0.38441777260672544,0.37362220397913815,0.3286009821885444,0.3127014037319753
fremlin:6_3:knot.6_3z,knot,6_3,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.07600304699940101,0.34180663790020366,0.21972555087978868,1.6914882849809689e-28,0.003118676657085814,0.17777777777777778,0.04349490135015338,2.065,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.4549768076356597,0.312475059180674,0.17951041168885792,0.10237011310497565,0.07600304699940101
fremlin:7_1:knot.7_1,knot,7_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.07654922172295703,0.4562066027175058,0.2756279782769531,2.531901854929224e-11,3.668108922611998e-05,0.17777777777777778,0.0008710652290397159,1.26,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.2593181826345715,0.21765651393240487,0.18212540921424994,0.1096245791161914,0.07654922172295703
fremlin:7_1:knot.7_1p,knot,7_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.10301575769004731,0.4382386759925559,0.21075873447880325,4.228328843719791e-07,0.0011931833045964676,0.17777777777777778,0.05063222147805266,1.37,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.34314194130938186,0.24221116237476314,0.18601747702779273,0.1283068058275037,0.10301575769004731
fremlin:7_2:knot.7_2,knot,7_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.034557149769362236,0.5039704149769842,0.05905436614918452,1.336001400486502e-27,0.005189764109025729,0.17777777777777778,0.012813019806171047,0.98,,growth_last_step_too_large,0.10604515291067818,0.07035477219751628,0.055705062485861184,0.04164367370726438,0.034557149769362236
fremlin:7_2:knot.7_2d,knot,7_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.7156181819550154,1.7183015075573418,0.22042470282870102,0.0042899290999316355,0.12690374115466782,0.17777777777777778,-0.5359546062255628,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.8868742377192073,0.9183458029282567,0.9651580178367041,0.8733581070512649,0.7156181819550154
fremlin:7_2:knot.7_2r,knot,7_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.466479103237156,0.26469983331162267,0.11169959610386537,0.0009709918420730428,0.18522074528715055,0.17777777777777778,0.4237055748655282,2.77,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.8142850562901212,0.8762317017960686,0.7154322326040711,0.5185846306596397,0.466479103237156
fremlin:7_3:knot.7_3,knot,7_3,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.045134396407892255,0.44943861833252813,0.09943521312803348,0.0002827484508646245,0.003072743835275135,0.17777777777777778,0.01881702216938884,1.3,,growth_last_step_too_large,0.18296413005430992,0.11826811363426383,0.08361579930948165,0.05706662198325627,0.045134396407892255
fremlin:7_3:knot.7_3d,knot,7_3,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.5750047126024221,0.8049792709122199,0.03341724393555415,0.0023155474718934707,0.18250702716152722,0.17777777777777778,0.5849425030861044,6.0,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.7094405336225403,0.6371436354337738,0.5703495150940651,0.5942197853475505,0.5750047126024221
fremlin:7_4:knot.7_4,knot,7_4,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.7870956831660543,4.163144605728188,0.21148294743919305,0.0064773479813795614,0.16289102456166515,0.17777777777777778,-0.20756452545036136,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,1.0,0.846414824714595,0.9935365516397614,0.9535529981586767,0.7870956831660543
fremlin:7_5:knot.7_5,knot,7_5,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04903939334683777,0.622062539410487,0.11205158048593651,0.0017974762742993448,0.015707027108271796,0.17777777777777778,-0.06730753264717725,0.38,,growth_last_step_too_large,0.18086479600051475,0.11077912270415143,0.08410107792155357,0.06248558300515015,0.04903939334683777
fremlin:7_5:knot.7_5d,knot,7_5,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.2893440388800903,0.31413538078015885,0.0857358516775365,0.0005184323812945832,0.15229824388883312,0.17777777777777778,0.2629029879258328,2.3,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.46967696680414645,0.4949443783730856,0.39312083542993337,0.3141511964812931,0.2893440388800903
fremlin:7_6:knot.7_6d,knot,7_6,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.35824702325828933,0.25591234110593014,0.020588024240222234,9.56160689387392e-05,0.1202249028886726,0.17777777777777778,0.3524902184354062,2.865,,high_k_mode_tail_not_decayed,0.46445537348503063,0.4264004573483793,0.3944434216504104,0.36562262165711845,0.35824702325828933
fremlin:7_6:knot.7_6s,knot,7_6,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.054816260061971295,1.3487452284156194,0.3797606752521103,0.0021845382738547195,0.02113552972897592,0.17777777777777778,-0.34841661601046553,0.25,,growth_tail_not_contracting;growth_last_step_too_large;P2_verdict_changed_across_tail,0.4792728083140962,0.2474886292762481,0.13417545008359583,0.10038754109222453,0.054816260061971295
fremlin:7_7:knot.7_7d,knot,7_7,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.7289460754057505,1.1268304905414919,0.0745509418508267,0.04610852633700921,0.26853092547977575,0.17777777777777778,0.7560328203379282,6.0,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.38877860300506445,0.5710685726563152,0.7350627252424444,0.783289691885713,0.7289460754057505
fremlin:8_10:knot.8_10s,knot,8_10,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.05997151960570162,0.23605803344593373,0.10093887690538235,0.0032815792508729914,0.03263223119658992,0.17777777777777778,0.05150075446016994,3.085,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.2707782988032425,0.18296407996940547,0.12339641959216244,0.0720841848343475,0.05997151960570162
fremlin:8_11:knot.8_11,knot,8_11,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.10103198375392049,0.4223502700754793,0.29619455669829486,6.899317010261278e-05,0.004767928892544779,0.17777777777777778,0.03377632030696884,1.475,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.432502300959215,0.2934918703547469,0.22073141928815124,0.13657533055771587,0.10103198375392049
fremlin:8_11:knot.8_11d,knot,8_11,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.3144947135245879,0.2912907920597869,0.07645964186290036,0.0395623798406187,0.21224494164550528,0.17777777777777778,0.3371850864576776,2.5100000000000002,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.20043263696441618,0.18893877283352722,0.20789822296821744,0.2904485603607225,0.3144947135245879
fremlin:8_12:knot.8_12d,knot,8_12,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.6142203795488271,0.8492927641104883,0.20542462498027145,0.02363226031105517,0.26235188667105735,0.17777777777777778,2.0460126186736307,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.19906828509823432,0.27666895247153245,0.3394784327778859,0.4880443884247693,0.6142203795488271
fremlin:8_12:knot.8_12z,knot,8_12,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.11952485633555328,0.304855352865687,0.487483060437815,1.4310068009325138e-27,0.004363550242841092,0.17777777777777778,0.05996469427777454,2.38,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.7556237127548928,0.5515165001357583,0.36991044078965224,0.17802282358809107,0.11952485633555328
fremlin:8_13:knot.8_13d,knot,8_13,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.7976448089593507,0.2270588450425261,0.01262909983529724,0.023055653792492182,0.2445493476274959,0.17777777777777778,0.7907515531476144,6.0,,growth_tail_not_quasi_monotone;high_k_mode_tail_not_decayed,0.701460197336862,0.7315980082645865,0.831936582491749,0.7875712730338965,0.7976448089593507
fremlin:8_13:knot.8_13p,knot,8_13,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.9999999999999762,0.6553399903879622,0.14339007719718974,0.0036283295439375578,0.25051361087421997,0.17777777777777778,2.9135364077256143,0.25,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.6947260870470664,0.5757894206841254,0.6378073481082421,0.8566099228027899,0.9999999999999762
fremlin:8_14:knot.8_14d,knot,8_14,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.6449895891087474,0.7663293038943307,0.2387988018580166,0.0010686018094021139,0.1360375481832636,0.17777777777777778,-1.215331475477876,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,1.0,0.999999999999993,0.9999999999999665,0.7990123301988107,0.6449895891087474
fremlin:8_14:knot.8_14r,knot,8_14,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.5871544895387957,0.6353585982786284,0.2631448234664814,0.0035088213823575585,0.095280835790974,0.17777777777777778,-1.0142063166385369,0.32,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.9999999999999656,0.9999999999999413,0.9848414067560601,0.741661154036034,0.5871544895387957
fremlin:8_15:knot.8_15,knot,8_15,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.2083956651419392,0.23824159348677273,0.27735635587151086,0.00337544442844367,0.1678488585803182,0.17777777777777778,0.1674781211537962,3.06,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.8681248006087925,0.6980132151110078,0.508805818149329,0.2661955274051271,0.2083956651419392
fremlin:8_15:knot.8_15d,knot,8_15,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.48031932495930313,1.5881896107038158,0.4110085541084726,4.175017874953825e-05,0.10901669297241548,0.17777777777777778,-1.1400039233783343,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,1.0,0.97257961351227,0.8020368060999928,0.6777346762211839,0.48031932495930313
fremlin:8_15:knot.8_15p,knot,8_15,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.27409933194483277,0.46617563550119573,0.16007737544782283,0.005866492686387162,0.163288436192726,0.17777777777777778,0.1677475925749095,1.2000000000000002,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.41870855552088937,0.4654985257246147,0.41209782977581294,0.3179764336145632,0.27409933194483277
fremlin:8_16:knot.8_16,knot,8_16,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.2536488448094129,0.5495518766801611,0.0952201475398157,0.00993164739236416,0.09489519441101228,0.17777777777777778,0.26687722720267754,6.0,,growth_tail_not_quasi_monotone;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.24486247179520404,0.2202891462063192,0.23385191581490428,0.277801325235469,0.2536488448094129
fremlin:8_17:knot.8_17,knot,8_17,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.062123709532136896,0.48672940774438217,0.19438010363507688,0.0010965327956155477,0.02742271983192325,0.17777777777777778,-0.0022582505115854024,1.0750000000000002,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.23433509346340456,0.18206213019973103,0.13337248433551346,0.08544932196834612,0.062123709532136896
fremlin:8_18:knot.8_18,knot,8_18,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.20239319393140764,0.128325770225388,0.08528896106044818,0.0001818940648860148,0.05446602164373087,0.17777777777777778,0.18748964131593185,6.0,,growth_tail_not_quasi_monotone;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.39693554127721015,0.3534472223247147,0.3196475686739527,0.18513128869529208,0.20239319393140764
fremlin:8_18:knot.8_18z,knot,8_18,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.04346236279840621,0.5103880171608852,0.28997994949487504,1.3214789153325021e-27,0.05373948134944399,0.17777777777777778,-0.06865716524983,0.9400000000000001,,growth_last_step_too_large;P2_verdict_changed_across_tail;high_k_mode_tail_not_decayed,0.2353341523866617,0.19389955123915156,0.1464386615062773,0.07825995673779121,0.04346236279840621
fremlin:8_19:knot.8_19t,knot,8_19,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06902791375544244,0.545509340921827,0.16962918940876248,0.0002567151939453741,0.0020360944745319892,0.17777777777777778,-0.014833104346801533,0.755,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.20522040386264398,0.15735251410366644,0.12669808958368198,0.08938341648449394,0.06902791375544244
fremlin:8_19:knot.8_19u,knot,8_19,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.05973128987394406,0.3969332722188812,0.16839384896644474,2.1053563326728594e-28,0.0006374280414033852,0.17777777777777778,0.026475855135439035,1.6500000000000001,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.3331727614768754,0.1895995917729176,0.1308470124164006,0.07993855174991743,0.05973128987394406
fremlin:8_1:knot.8_1,knot,8_1,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06844282916749712,0.46943561253281624,0.18326525333885446,0.0006174644561759153,0.010780436030564512,0.17777777777777778,0.014063347521132752,1.1800000000000002,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.2730546813049546,0.2047032753915875,0.1372820435619021,0.09043465956815966,0.06844282916749712
fremlin:8_1:knot.8_1d,knot,8_1,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.32938782935457334,0.1677863371376607,0.04000674698572717,0.00630572442979979,0.14694889130111743,0.17777777777777778,0.3354523084474826,4.01,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.2986210507467887,0.2383929417124258,0.23767130588041296,0.31621009380540704,0.32938782935457334
fremlin:8_20:knot.8_20r,knot,8_20,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.9201982782673688,inf,0.08672231150321659,0.00028040671833988895,0.04398499754769656,0.17777777777777778,0.5532163886967794,0.25,,growth_tail_not_quasi_monotone;growth_tail_not_contracting;growth_last_step_too_large,0.9999999999999735,1.0,1.0,0.9999999999999951,0.9201982782673688
fremlin:8_21:knot.8_21d,knot,8_21,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.2540459979297234,0.023710516388850335,0.008460396939887425,0.015073282780588336,0.2509724171090919,0.17777777777777778,0.24828468256573763,6.0,,growth_tail_not_quasi_monotone;high_k_mode_tail_not_decayed,0.5795048688941009,0.38289321180050606,0.3425454732369664,0.2518966679462481,0.2540459979297234
fremlin:8_21:knot.8_21p,knot,8_21,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.4609595754329735,0.605849531125997,0.037519499698634225,0.018304854675895085,0.21926518951718238,0.17777777777777778,0.33732895132241486,0.455,,growth_last_step_too_large;high_k_mode_tail_not_decayed,0.5217397795761531,0.4435235514855644,0.5068011950042471,0.4782545480845135,0.4609595754329735
fremlin:8_21:knot.8_21r,knot,8_21,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.2229157592401045,2.2355461095823648,0.22829666871439677,0.001510451565607117,0.07896233493441022,0.17777777777777778,-0.1415960168697342,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.5714639327384866,0.3551335478930536,0.2965711110409652,0.2738066844785609,0.2229157592401045
fremlin:8_2:knot.8_2,knot,8_2,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.0333944369341972,0.49113465759977726,0.0826504330006226,0.005977819957062865,0.029305690553500206,0.17777777777777778,0.0052652079735300665,1.05,,growth_last_step_too_large,0.1297941989067369,0.09561379433111546,0.06350664910390809,0.04331248889427191,0.0333944369341972
fremlin:8_2:knot.8_2d,knot,8_2,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.34211771817229164,0.3585879205373291,0.014693773996032727,0.01248053918434079,0.36969240095883826,0.17777777777777778,0.33537468188262515,1.935,,high_k_mode_tail_not_decayed,0.6212530192074049,0.42405773412325,0.36116359693940475,0.3471447186031537,0.34211771817229164
fremlin:8_3:knot.8_3,knot,8_3,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.17040055398049417,0.38061992956197144,0.4587493970173378,0.00038791633278681165,0.006247795672698911,0.17777777777777778,0.05217530176229923,1.7650000000000001,,growth_last_step_too_large,0.8008064048880672,0.6596073704018526,0.4539502084875617,0.2485717053704662,0.17040055398049417
fremlin:8_3:knot.8_3d,knot,8_3,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.39027193103516616,1.811860252767269,0.017850672993094462,0.01791843423729733,0.29226197635603346,0.17777777777777778,0.3361959362852696,0.25,,growth_tail_not_contracting;high_k_mode_tail_not_decayed,0.26948406375848183,0.35434553221372017,0.4010835553522939,0.39723854765445843,0.39027193103516616
fremlin:8_3:knot.8_3z,knot,8_3,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.0531444459790126,0.5503490396884281,0.23769890668394322,0.0006171904615171756,0.009191531520970712,0.17777777777777778,-0.06884322945226104,0.73,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.34934462141797656,0.23374326862265965,0.1334970030226816,0.08166831478108579,0.0531444459790126
fremlin:8_4:knot.8_4,knot,8_4,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,1.0,2.9219323281651747e-07,7.649436639667329e-14,0.018549896247766075,0.25336114195774007,0.17777777777777778,1.0000000138358607,6.0,,high_k_mode_tail_not_decayed,0.9866280882294357,0.9999999999999917,0.999999738206159,0.9999999999999235,1.0
fremlin:8_4:knot.8_4d,knot,8_4,SPECTRAL_UNRESOLVED_AT_K64,FAIL,64,0.9436305051481495,2917995816203.977,0.05973682977001244,0.006537313624837043,0.10933736565731675,0.17777777777777778,0.684405725460066,0.25,,growth_tail_not_contracting;growth_last_step_too_large;high_k_mode_tail_not_decayed,0.999999999999972,0.99999999999999,0.9999999999999947,0.9999999999999754,0.9436305051481495
fremlin:8_5:knot.8_5,knot,8_5,SPECTRAL_UNRESOLVED_AT_K64,PASS,64,0.06033916128607388,0.3371864814980842,0.18290534363021657,0.0008243926229734669,0.024668306049420833,0.17777777777777778,0.03398341194445157,2.105,,growth_last_step_too_large;P2_verdict_changed_across_tail,0.35509904338246656,0.21148233359677493,0.1473812817682891,0.08228780252169987,0.06033916128607388
