axis,case,value,q,cell_over_core,backend,n_nodes,image_shell,fd_eps_over_core,max_m,symmetry_order,c4_acceleration_used,self_jacobian_cached,global_spectral_abscissa_reference,global_gap_after_neutral_reference,global_unstable_count_reference,low_mode_projection_leakage,c4_symmetry_leakage_projected,c4_symmetry_audit_self,c4_symmetry_audit_interaction,c4_symmetry_leakage,relative_shape_residual,equilibrium_gate_ok,fourier_quality_gate_ok
resolution,N32,32,2.91,18.356798567017925,cpp,32,2,0.0001,8,4,True,True,0.007559317309188528,0.003182382781557922,4,0.0003818456772271359,8.762612664065291e-16,2.1228614644819394e-12,1.2931583014935179e-10,1.2931583014935179e-10,0.00046778963030845997,True,True
resolution,N48,48,2.31,10.074424655013587,cpp,48,2,0.0001,8,4,True,True,0.020625901313359903,0.001312537397442361,8,0.07627203859172842,7.331286970112301e-16,2.2058329096062554e-12,3.5512398618152863e-11,3.5512398618152863e-11,0.07876192018334435,False,False
resolution,N48,48,2.36,10.59095145243378,cpp,48,2,0.0001,8,4,True,True,0.01659922969569051,0.004329957311580967,7,0.048227571247054735,7.294654466131445e-16,2.2058329096062554e-12,3.313493927048214e-11,3.313493927048214e-11,0.0486071540614307,True,True
resolution,N48,48,2.41,11.133961145065307,cpp,48,2,0.0001,8,4,True,True,0.01393118080319244,0.004657472160784599,7,0.03056491953615149,7.262083301484389e-16,2.2058329096062554e-12,5.168652197458676e-11,5.168652197458676e-11,0.03008412000266489,True,True
resolution,N48,48,2.46,11.704811539980854,cpp,48,2,0.0001,8,4,True,True,0.01212084209731452,0.0051950299789726645,7,0.019484960611653904,6.733230020517057e-16,2.2058329096062554e-12,5.828404313974779e-11,5.828404313974779e-11,0.018866104533204666,True,True
resolution,N48,48,2.51,12.30493006051041,cpp,48,2,0.0001,8,4,True,True,0.010875682062917147,0.0047092041317771385,7,0.012516209340369695,7.052737724661638e-16,2.2058329096062554e-12,6.858318736885422e-11,6.858318736885422e-11,0.012001190209928663,True,True
resolution,N48,48,2.56,12.935817315543076,cpp,48,2,0.0001,8,4,True,True,0.010009210994837552,0.0019202070331970408,7,0.008104392343469477,6.914022155880605e-16,2.2058329096062554e-12,7.414100440700592e-11,7.414100440700592e-11,0.007734412637607573,True,True
resolution,N48,48,2.61,13.599050851830924,cpp,48,2,0.0001,8,4,True,True,0.009399180617949669,0.0031173789992829876,6,0.0052886362227990815,6.997726589482921e-16,2.2058329096062554e-12,7.637040399540675e-11,7.637040399540675e-11,0.005041407207165592,True,True
resolution,N48,48,2.66,14.296289098677603,cpp,48,2,0.0001,8,4,True,True,0.008964597497753565,0.002524355416144773,6,0.0034763879798598366,6.925805691794428e-16,2.2058329096062554e-12,1.0666413249286239e-10,1.0666413249286239e-10,0.003318113009215588,True,True
resolution,N48,48,2.71,15.029275514875401,cpp,48,2,0.0001,8,4,True,True,0.008651397551165311,0.001514738302737218,6,0.002300485600889577,6.940288412763114e-16,2.2058329096062554e-12,1.0029313478489117e-10,1.0029313478489117e-10,0.0022020720221948677,True,True
resolution,N48,48,2.76,15.799842948260395,cpp,48,2,0.0001,8,4,True,True,0.00842318490201451,0.0003582487159121147,4,0.001531642260258253,6.731122167405869e-16,2.2058329096062554e-12,1.0926523223737799e-10,1.0926523223737799e-10,0.0014718238361382562,True,True
resolution,N48,48,2.81,16.6099182187867,cpp,48,2,0.0001,8,4,True,True,0.008255206768890824,0.0016705474573969381,4,0.0010253965436936143,6.867352637246327e-16,2.2058329096062554e-12,1.4125685537063413e-10,1.4125685537063413e-10,0.0009897669445027427,True,True
resolution,N48,48,2.86,17.46152693657999,cpp,48,2,0.0001,8,4,True,True,0.00813043344800544,0.0021728381883948916,8,0.000689906936244427,7.069454489347426e-16,2.2058329096062554e-12,1.6836864880476157e-10,1.6836864880476157e-10,0.000669119003097863,True,True
resolution,N48,48,2.91,18.356798567017925,cpp,48,2,0.0001,8,4,True,True,0.008037003945564582,0.0024690700303244763,8,0.00046627333716662303,6.865640766098649e-16,2.2058329096062554e-12,1.6286029030372505e-10,1.6286029030372505e-10,0.00045442917282698456,True,True
image_shell,S1,1,2.31,10.074424655013587,cpp,48,1,0.0001,8,4,True,True,0.020468129237323,0.002099047844245201,8,0.07644350097169687,7.42734835510263e-16,2.2058329096062554e-12,2.4770823927591633e-11,2.4770823927591633e-11,0.0778612235359854,False,False
image_shell,S1,1,2.36,10.59095145243378,cpp,48,1,0.0001,8,4,True,True,0.016482005826790668,0.004834373595739057,7,0.04829347095590466,7.189775196882955e-16,2.2058329096062554e-12,2.5973795184866222e-11,2.5973795184866222e-11,0.048210213633886397,True,True
image_shell,S1,1,2.41,11.133961145065307,cpp,48,1,0.0001,8,4,True,True,0.013842169293597033,0.004879108509239134,7,0.030586667342676337,6.880439416253296e-16,2.2058329096062554e-12,2.932237320592664e-11,2.932237320592664e-11,0.029900407459646228,True,True
image_shell,S1,1,2.46,11.704811539980854,cpp,48,1,0.0001,8,4,True,True,0.012052507103391221,0.005326151237118594,7,0.019489803006818688,7.119327039077096e-16,2.2058329096062554e-12,3.306003271271257e-11,3.306003271271257e-11,0.018776788189459888,True,True
image_shell,S1,1,2.51,12.30493006051041,cpp,48,1,0.0001,8,4,True,True,0.01082290650511206,0.0046274990110651785,7,0.012515230140295748,6.858125169103354e-16,2.2058329096062554e-12,5.4401560645609056e-11,5.4401560645609056e-11,0.011955809316630895,True,True
image_shell,S1,1,2.56,12.935817315543076,cpp,48,1,0.0001,8,4,True,True,0.009968311406679543,0.0017483362098841134,7,0.008101855358806273,6.982286255646777e-16,2.2058329096062554e-12,5.6699130376000477e-11,5.6699130376000477e-11,0.0077104330750470546,True,True
image_shell,S1,1,2.61,13.599050851830924,cpp,48,1,0.0001,8,4,True,True,0.009367418469754136,0.0031983643130340444,6,0.005286066515569914,6.835650742425403e-16,2.2058329096062554e-12,6.18442774330253e-11,6.18442774330253e-11,0.005028280300851894,True,True
image_shell,S1,1,2.66,14.296289098677603,cpp,48,1,0.0001,8,4,True,True,0.008939899260230305,0.0024432142780733313,6,0.0034742457975056287,7.054351119154948e-16,2.2058329096062554e-12,5.919614370012544e-11,5.919614370012544e-11,0.003310691268545832,True,True
image_shell,S1,1,2.71,15.029275514875401,cpp,48,1,0.0001,8,4,True,True,0.008632176326065883,0.0014101896177517149,6,0.0022988372104933417,6.849445155868291e-16,2.2058329096062554e-12,7.045518081445391e-11,7.045518081445391e-11,0.0021977497058898467,True,True
image_shell,S1,1,2.76,15.799842948260395,cpp,48,1,0.0001,8,4,True,True,0.0084082182490575,0.0006221647368350562,4,0.0015304243726109042,6.975148153708175e-16,2.2058329096062554e-12,7.69940586044508e-11,7.69940586044508e-11,0.0014692374788410959,True,True
image_shell,S1,1,2.81,16.6099182187867,cpp,48,1,0.0001,8,4,True,True,0.00824354908818817,0.0017313634030486284,4,0.0010245171257386256,6.906301594374027e-16,2.2058329096062554e-12,9.171760131264452e-11,9.171760131264452e-11,0.0009881809690610137,True,True
image_shell,S1,1,2.86,17.46152693657999,cpp,48,1,0.0001,8,4,True,True,0.008121351314204835,0.0022061953444460444,8,0.0006892805764034444,7.074479682121091e-16,2.2058329096062554e-12,1.0240906492352818e-10,1.0240906492352818e-10,0.0006681250148756347,True,True
image_shell,S1,1,2.91,18.356798567017925,cpp,48,1,0.0001,8,4,True,True,0.008029927496812994,0.002491767871784643,8,0.0004658309831788129,6.91002404374023e-16,2.2058329096062554e-12,1.1829383997936275e-10,1.1829383997936275e-10,0.0004537941763534272,True,True
image_shell,S2,2,2.31,10.074424655013587,cpp,48,2,0.0001,8,4,True,True,0.020625901313359903,0.001312537397442361,8,0.07627203859172842,7.331286970112301e-16,2.2058329096062554e-12,3.5512398618152863e-11,3.5512398618152863e-11,0.07876192018334435,False,False
image_shell,S2,2,2.36,10.59095145243378,cpp,48,2,0.0001,8,4,True,True,0.01659922969569051,0.004329957311580967,7,0.048227571247054735,7.294654466131445e-16,2.2058329096062554e-12,3.313493927048214e-11,3.313493927048214e-11,0.0486071540614307,True,True
image_shell,S2,2,2.41,11.133961145065307,cpp,48,2,0.0001,8,4,True,True,0.01393118080319244,0.004657472160784599,7,0.03056491953615149,7.262083301484389e-16,2.2058329096062554e-12,5.168652197458676e-11,5.168652197458676e-11,0.03008412000266489,True,True
image_shell,S2,2,2.46,11.704811539980854,cpp,48,2,0.0001,8,4,True,True,0.01212084209731452,0.0051950299789726645,7,0.019484960611653904,6.733230020517057e-16,2.2058329096062554e-12,5.828404313974779e-11,5.828404313974779e-11,0.018866104533204666,True,True
image_shell,S2,2,2.51,12.30493006051041,cpp,48,2,0.0001,8,4,True,True,0.010875682062917147,0.0047092041317771385,7,0.012516209340369695,7.052737724661638e-16,2.2058329096062554e-12,6.858318736885422e-11,6.858318736885422e-11,0.012001190209928663,True,True
image_shell,S2,2,2.56,12.935817315543076,cpp,48,2,0.0001,8,4,True,True,0.010009210994837552,0.0019202070331970408,7,0.008104392343469477,6.914022155880605e-16,2.2058329096062554e-12,7.414100440700592e-11,7.414100440700592e-11,0.007734412637607573,True,True
image_shell,S2,2,2.61,13.599050851830924,cpp,48,2,0.0001,8,4,True,True,0.009399180617949669,0.0031173789992829876,6,0.0052886362227990815,6.997726589482921e-16,2.2058329096062554e-12,7.637040399540675e-11,7.637040399540675e-11,0.005041407207165592,True,True
image_shell,S2,2,2.66,14.296289098677603,cpp,48,2,0.0001,8,4,True,True,0.008964597497753565,0.002524355416144773,6,0.0034763879798598366,6.925805691794428e-16,2.2058329096062554e-12,1.0666413249286239e-10,1.0666413249286239e-10,0.003318113009215588,True,True
image_shell,S2,2,2.71,15.029275514875401,cpp,48,2,0.0001,8,4,True,True,0.008651397551165311,0.001514738302737218,6,0.002300485600889577,6.940288412763114e-16,2.2058329096062554e-12,1.0029313478489117e-10,1.0029313478489117e-10,0.0022020720221948677,True,True
image_shell,S2,2,2.76,15.799842948260395,cpp,48,2,0.0001,8,4,True,True,0.00842318490201451,0.0003582487159121147,4,0.001531642260258253,6.731122167405869e-16,2.2058329096062554e-12,1.0926523223737799e-10,1.0926523223737799e-10,0.0014718238361382562,True,True
image_shell,S2,2,2.81,16.6099182187867,cpp,48,2,0.0001,8,4,True,True,0.008255206768890824,0.0016705474573969381,4,0.0010253965436936143,6.867352637246327e-16,2.2058329096062554e-12,1.4125685537063413e-10,1.4125685537063413e-10,0.0009897669445027427,True,True
image_shell,S2,2,2.86,17.46152693657999,cpp,48,2,0.0001,8,4,True,True,0.00813043344800544,0.0021728381883948916,8,0.000689906936244427,7.069454489347426e-16,2.2058329096062554e-12,1.6836864880476157e-10,1.6836864880476157e-10,0.000669119003097863,True,True
image_shell,S2,2,2.91,18.356798567017925,cpp,48,2,0.0001,8,4,True,True,0.008037003945564582,0.0024690700303244763,8,0.00046627333716662303,6.865640766098649e-16,2.2058329096062554e-12,1.6286029030372505e-10,1.6286029030372505e-10,0.00045442917282698456,True,True
fd_eps,H3e-4,0.0003,2.31,10.074424655013587,cpp,48,2,0.0003,8,4,True,True,0.020625899917158817,0.0013125611627965875,8,0.07627204018352114,7.49460500489084e-16,7.614837669450106e-13,1.4012322206336701e-11,1.4012322206336701e-11,0.07876192018334435,False,False
fd_eps,H3e-4,0.0003,2.36,10.59095145243378,cpp,48,2,0.0003,8,4,True,True,0.016599228611190002,0.004329975782460214,7,0.048227572972174816,7.089078446671966e-16,7.614837669450106e-13,1.2532620511491148e-11,1.2532620511491148e-11,0.0486071540614307,True,True
fd_eps,H3e-4,0.0003,2.41,11.133961145065307,cpp,48,2,0.0003,8,4,True,True,0.013931179921679157,0.004657481263955216,7,0.030564920924006714,7.146493684303626e-16,7.614837669450106e-13,2.208287342595931e-11,2.208287342595931e-11,0.03008412000266489,True,True
fd_eps,H3e-4,0.0003,2.46,11.704811539980854,cpp,48,2,0.0003,8,4,True,True,0.012120841347121304,0.005195037097462603,7,0.019484961612064537,6.98916130817963e-16,7.614837669450106e-13,2.376161922464009e-11,2.376161922464009e-11,0.018866104533204666,True,True
fd_eps,H3e-4,0.0003,2.51,12.30493006051041,cpp,48,2,0.0003,8,4,True,True,0.010875681395600065,0.004709199885128573,7,0.012516210028508253,6.834774638873675e-16,7.614837669450106e-13,2.6075107316212974e-11,2.6075107316212974e-11,0.012001190209928663,True,True
fd_eps,H3e-4,0.0003,2.56,12.935817315543076,cpp,48,2,0.0003,8,4,True,True,0.010009210377813956,0.0019201954145762288,7,0.008104392808262176,6.86842484221061e-16,7.614837669450106e-13,2.2912557318683824e-11,2.2912557318683824e-11,0.007734412637607573,True,True
fd_eps,H3e-4,0.0003,2.61,13.599050851830924,cpp,48,2,0.0003,8,4,True,True,0.009399180029407383,0.003117386684823761,6,0.005288636533792046,6.888729847094132e-16,7.614837669450106e-13,3.008639278589744e-11,3.008639278589744e-11,0.005041407207165592,True,True
fd_eps,H3e-4,0.0003,2.66,14.296289098677603,cpp,48,2,0.0003,8,4,True,True,0.008964596924207688,0.002524347815238753,6,0.003476388187677083,6.978974009476681e-16,7.614837669450106e-13,3.709167246321896e-11,3.709167246321896e-11,0.003318113009215588,True,True
fd_eps,H3e-4,0.0003,2.71,15.029275514875401,cpp,48,2,0.0003,8,4,True,True,0.008651396984274229,0.0015147240533588693,6,0.0023004857397262834,6.881610029492516e-16,7.614837669450106e-13,4.435184887798488e-11,4.435184887798488e-11,0.0022020720221948677,True,True
fd_eps,H3e-4,0.0003,2.76,15.799842948260395,cpp,48,2,0.0003,8,4,True,True,0.008423184337138253,0.0003581784080023147,4,0.0015316423535075715,6.901356808911632e-16,7.614837669450106e-13,4.065733117550225e-11,4.065733117550225e-11,0.0014718238361382562,True,True
fd_eps,H3e-4,0.0003,2.81,16.6099182187867,cpp,48,2,0.0003,8,4,True,True,0.008255206203469053,0.0016705245089992404,4,0.0010253966063201328,6.9741321603739e-16,7.614837669450106e-13,4.7444128612871885e-11,4.7444128612871885e-11,0.0009897669445027427,True,True
fd_eps,H3e-4,0.0003,2.86,17.46152693657999,cpp,48,2,0.0003,8,4,True,True,0.00813043288080591,0.002172837818168695,8,0.0006899069786647585,6.86055673947483e-16,7.614837669450106e-13,4.502885753140982e-11,4.502885753140982e-11,0.000669119003097863,True,True
fd_eps,H3e-4,0.0003,2.91,18.356798567017925,cpp,48,2,0.0003,8,4,True,True,0.008037003376120438,0.0024690698495939607,8,0.00046627336598380214,6.991571825950837e-16,7.614837669450106e-13,6.922320672981744e-11,6.922320672981744e-11,0.00045442917282698456,True,True
fd_eps,H1e-4,0.0001,2.31,10.074424655013587,cpp,48,2,0.0001,8,4,True,True,0.020625901313359903,0.001312537397442361,8,0.07627203859172842,7.331286970112301e-16,2.2058329096062554e-12,3.5512398618152863e-11,3.5512398618152863e-11,0.07876192018334435,False,False
fd_eps,H1e-4,0.0001,2.36,10.59095145243378,cpp,48,2,0.0001,8,4,True,True,0.01659922969569051,0.004329957311580967,7,0.048227571247054735,7.294654466131445e-16,2.2058329096062554e-12,3.313493927048214e-11,3.313493927048214e-11,0.0486071540614307,True,True
fd_eps,H1e-4,0.0001,2.41,11.133961145065307,cpp,48,2,0.0001,8,4,True,True,0.01393118080319244,0.004657472160784599,7,0.03056491953615149,7.262083301484389e-16,2.2058329096062554e-12,5.168652197458676e-11,5.168652197458676e-11,0.03008412000266489,True,True
fd_eps,H1e-4,0.0001,2.46,11.704811539980854,cpp,48,2,0.0001,8,4,True,True,0.01212084209731452,0.0051950299789726645,7,0.019484960611653904,6.733230020517057e-16,2.2058329096062554e-12,5.828404313974779e-11,5.828404313974779e-11,0.018866104533204666,True,True
fd_eps,H1e-4,0.0001,2.51,12.30493006051041,cpp,48,2,0.0001,8,4,True,True,0.010875682062917147,0.0047092041317771385,7,0.012516209340369695,7.052737724661638e-16,2.2058329096062554e-12,6.858318736885422e-11,6.858318736885422e-11,0.012001190209928663,True,True
fd_eps,H1e-4,0.0001,2.56,12.935817315543076,cpp,48,2,0.0001,8,4,True,True,0.010009210994837552,0.0019202070331970408,7,0.008104392343469477,6.914022155880605e-16,2.2058329096062554e-12,7.414100440700592e-11,7.414100440700592e-11,0.007734412637607573,True,True
fd_eps,H1e-4,0.0001,2.61,13.599050851830924,cpp,48,2,0.0001,8,4,True,True,0.009399180617949669,0.0031173789992829876,6,0.0052886362227990815,6.997726589482921e-16,2.2058329096062554e-12,7.637040399540675e-11,7.637040399540675e-11,0.005041407207165592,True,True
fd_eps,H1e-4,0.0001,2.66,14.296289098677603,cpp,48,2,0.0001,8,4,True,True,0.008964597497753565,0.002524355416144773,6,0.0034763879798598366,6.925805691794428e-16,2.2058329096062554e-12,1.0666413249286239e-10,1.0666413249286239e-10,0.003318113009215588,True,True
fd_eps,H1e-4,0.0001,2.71,15.029275514875401,cpp,48,2,0.0001,8,4,True,True,0.008651397551165311,0.001514738302737218,6,0.002300485600889577,6.940288412763114e-16,2.2058329096062554e-12,1.0029313478489117e-10,1.0029313478489117e-10,0.0022020720221948677,True,True
fd_eps,H1e-4,0.0001,2.76,15.799842948260395,cpp,48,2,0.0001,8,4,True,True,0.00842318490201451,0.0003582487159121147,4,0.001531642260258253,6.731122167405869e-16,2.2058329096062554e-12,1.0926523223737799e-10,1.0926523223737799e-10,0.0014718238361382562,True,True
fd_eps,H1e-4,0.0001,2.81,16.6099182187867,cpp,48,2,0.0001,8,4,True,True,0.008255206768890824,0.0016705474573969381,4,0.0010253965436936143,6.867352637246327e-16,2.2058329096062554e-12,1.4125685537063413e-10,1.4125685537063413e-10,0.0009897669445027427,True,True
fd_eps,H1e-4,0.0001,2.86,17.46152693657999,cpp,48,2,0.0001,8,4,True,True,0.00813043344800544,0.0021728381883948916,8,0.000689906936244427,7.069454489347426e-16,2.2058329096062554e-12,1.6836864880476157e-10,1.6836864880476157e-10,0.000669119003097863,True,True
fd_eps,H1e-4,0.0001,2.91,18.356798567017925,cpp,48,2,0.0001,8,4,True,True,0.008037003945564582,0.0024690700303244763,8,0.00046627333716662303,6.865640766098649e-16,2.2058329096062554e-12,1.6286029030372505e-10,1.6286029030372505e-10,0.00045442917282698456,True,True
