axis,case,value,q,cell_over_core,backend,n_nodes,image_shell,fd_eps_over_core,max_m,symmetry_order,c4_acceleration_used,self_jacobian_cached,global_spectral_abscissa_reference,global_gap_after_neutral_reference,global_unstable_count_reference,low_mode_projection_leakage,c4_symmetry_leakage_projected,c4_symmetry_audit_self,c4_symmetry_audit_interaction,c4_symmetry_leakage,relative_shape_residual,equilibrium_gate_ok,fourier_quality_gate_ok
resolution,N32,32,2.61,13.599050851830924,cpp,32,2,0.0001,12,4,True,True,0.009170816210305193,0.0015543089199927052,5,0.001840467461947127,2.082178139552373e-15,2.1228614644819394e-12,9.192186736327896e-11,9.192186736327896e-11,0.005193171938115075,True,True
resolution,N32,32,2.635,13.94331246316286,cpp,32,2,0.0001,12,4,True,True,0.008888547094769252,0.0019997034709701186,5,0.0014886899582482447,2.0883976712047935e-15,2.1228614644819394e-12,5.976066407444693e-11,5.976066407444693e-11,0.004207647801358198,True,True
resolution,N32,32,2.66,14.296289098677603,cpp,32,2,0.0001,12,4,True,True,0.008650096960058236,0.002318083998987827,5,0.0012065109217619067,2.0815873483200277e-15,2.1228614644819394e-12,7.68086826437741e-11,7.68086826437741e-11,0.0034169170766511657,True,True
resolution,N32,32,2.685,14.658201380262703,cpp,32,2,0.0001,12,4,True,True,0.008448253597681742,0.0021107568138144703,5,0.0009796330255106443,2.101312344378533e-15,2.1228614644819394e-12,7.916610732648386e-11,7.916610732648386e-11,0.002780618220697168,True,True
resolution,N32,32,2.71,15.029275514875401,cpp,32,2,0.0001,12,4,True,True,0.008277035597152716,0.0012884890925251068,5,0.000796813394649858,2.0872210394244607e-15,2.1228614644819394e-12,9.378546963094208e-11,9.378546963094208e-11,0.002267202845555466,True,True
resolution,N32,32,2.735,15.409743435929318,cpp,32,2,0.0001,12,4,True,True,0.008131480453071934,0.0008505525009734972,4,0.000649185353725852,2.09701893532107e-15,2.1228614644819394e-12,8.538968229986478e-11,8.538968229986478e-11,0.0018519018300000834,True,True
resolution,N32,32,2.76,15.799842948260395,cpp,32,2,0.0001,12,4,True,True,0.008007468637195866,0.0016610018045910778,4,0.0005297361642583296,2.0929485616835413e-15,2.1228614644819394e-12,1.0670504018468126e-10,1.0670504018468126e-10,0.0015151872988038984,True,True
resolution,N32,32,2.785,16.19981787676266,cpp,32,2,0.0001,12,4,True,True,0.007901577588210496,0.002121229931209913,4,0.0004329038722145667,2.0853566729894675e-15,2.1228614644819394e-12,1.1527173248531904e-10,1.1527173248531904e-10,0.0012416033159961136,True,True
resolution,N32,32,2.81,16.6099182187867,cpp,32,2,0.0001,12,4,True,True,0.00781096068799002,0.0024475378582696095,4,0.00035426523259852777,2.0853219774481136e-15,2.1228614644819394e-12,9.90558754074564e-11,9.90558754074564e-11,0.0010188721308501464,True,True
resolution,N32,32,2.835,17.03040030039619,cpp,32,2,0.0001,12,4,True,True,0.007733247120261815,0.0026961505186279735,4,0.0002902934168632166,2.0906877048704376e-15,2.1228614644819394e-12,1.3995067363889914e-10,1.3995067363889914e-10,0.0008372074668419474,True,True
resolution,N32,32,2.86,17.46152693657999,cpp,32,2,0.0001,12,4,True,True,0.007666459155383349,0.0028927188231466904,4,0.0002381693240351859,2.0853864317376377e-15,2.1228614644819394e-12,1.183762595888009e-10,1.183762595888009e-10,0.0006887842346267058,True,True
resolution,N32,32,2.885,17.90356759552007,cpp,32,2,0.0001,12,4,True,True,0.007608943938259156,0.0030517301780977396,4,0.00019563418540391813,2.089593194517161e-15,2.1228614644819394e-12,1.6940746840973613e-10,1.6940746840973613e-10,0.0005673270718148631,True,True
resolution,N32,32,2.91,18.356798567017925,cpp,32,2,0.0001,12,4,True,True,0.007559317309188528,0.003182382781557922,4,0.0001608740737565257,2.097449475724271e-15,2.1228614644819394e-12,1.2931583014935179e-10,1.2931583014935179e-10,0.00046778963030845997,True,True
resolution,N48,48,2.31,10.074424655013587,cpp,48,2,0.0001,12,4,True,True,0.020625901313359903,0.001312537397442361,8,0.03161697605702068,2.065858451538061e-15,2.2058329096062554e-12,3.5512398618152863e-11,3.5512398618152863e-11,0.07876192018334435,False,False
resolution,N48,48,2.335,10.329459929369532,cpp,48,2,0.0001,12,4,True,True,0.018397157262067823,0.0033959992884364082,9,0.02483802989439619,2.066564310223522e-15,2.2058329096062554e-12,4.449259413085923e-11,4.449259413085923e-11,0.06194080496365606,False,False
resolution,N48,48,2.36,10.59095145243378,cpp,48,2,0.0001,12,4,True,True,0.01659922969569051,0.004329957311580967,7,0.019571527230295944,2.0760607365564493e-15,2.2058329096062554e-12,3.313493927048214e-11,3.313493927048214e-11,0.0486071540614307,True,True
resolution,N48,48,2.385,10.859062664920515,cpp,48,2,0.0001,12,4,True,True,0.015133615041799067,0.004357290789568229,7,0.015459980226174919,2.0693967738816144e-15,2.2058329096062554e-12,5.0083028146806755e-11,5.0083028146806755e-11,0.03818801572029263,True,True
resolution,N48,48,2.41,11.133961145065307,cpp,48,2,0.0001,12,4,True,True,0.01393118080319244,0.004657472160784599,7,0.012241487160532439,2.074178891059797e-15,2.2058329096062554e-12,5.168652197458676e-11,5.168652197458676e-11,0.03008412000266489,True,True
resolution,N48,48,2.435,11.41581871336694,cpp,48,2,0.0001,12,4,True,True,0.012940276612987169,0.004944774365957628,7,0.009716752712013627,2.0864049779828472e-15,2.2058329096062554e-12,5.1610002183521475e-11,5.1610002183521475e-11,0.02378068315317236,True,True
resolution,N48,48,2.46,11.704811539980854,cpp,48,2,0.0001,12,4,True,True,0.01212084209731452,0.0051950299789726645,7,0.007732008874393929,2.073549209376153e-15,2.2058329096062554e-12,5.828404313974779e-11,5.828404313974779e-11,0.018866104533204666,True,True
resolution,N48,48,2.485,12.001120254831195,cpp,48,2,0.0001,12,4,True,True,0.011441131468022022,0.005408676745493468,7,0.0061681547907039775,2.081185865546562e-15,2.2058329096062554e-12,5.1048518762143464e-11,5.1048518762143464e-11,0.015021120888494057,True,True
resolution,N48,48,2.51,12.30493006051041,cpp,48,2,0.0001,12,4,True,True,0.010875682062917147,0.0047092041317771385,7,0.004932878014107682,2.087893421173446e-15,2.2058329096062554e-12,6.858318736885422e-11,6.858318736885422e-11,0.012001190209928663,True,True
resolution,N48,48,2.535,12.616430848036902,cpp,48,2,0.0001,12,4,True,True,0.010403931860549121,0.0034926394231455386,7,0.0039546134968035844,2.0938531299404332e-15,2.2058329096062554e-12,6.531083579538063e-11,6.531083579538063e-11,0.009619750394449195,True,True
resolution,N48,48,2.56,12.935817315543076,cpp,48,2,0.0001,12,4,True,True,0.010009210994837552,0.0019202070331970408,7,0.003177843492351949,2.082248487675786e-15,2.2058329096062554e-12,7.414100440700592e-11,7.414100440700592e-11,0.007734412637607573,True,True
resolution,N48,48,2.585,13.263289089968042,cpp,48,2,0.0001,12,4,True,True,0.009677971234260488,0.0018861647321973328,6,0.0025594429749545397,2.0893819605209737e-15,2.2058329096062554e-12,7.094308302932097e-11,7.094308302932097e-11,0.006236205698214491,True,True
resolution,N48,48,2.61,13.599050851830924,cpp,48,2,0.0001,12,4,True,True,0.009399180617949669,0.0031173789992829876,6,0.0020658505681309777,2.09360163649919e-15,2.2058329096062554e-12,7.637040399540675e-11,7.637040399540675e-11,0.005041407207165592,True,True
resolution,N48,48,2.635,13.94331246316286,cpp,48,2,0.0001,12,4,True,True,0.009163840521293294,0.0029873609749817825,6,0.0016708875393726607,2.0876205562842534e-15,2.2058329096062554e-12,9.456891094920192e-11,9.456891094920192e-11,0.0040854070219406334,True,True
resolution,N48,48,2.66,14.296289098677603,cpp,48,2,0.0001,12,4,True,True,0.008964597497753565,0.002524355416144773,6,0.0013540809086218237,2.0917626551792412e-15,2.2058329096062554e-12,1.0666413249286239e-10,1.0666413249286239e-10,0.003318113009215588,True,True
resolution,N48,48,2.685,14.658201380262703,cpp,48,2,0.0001,12,4,True,True,0.008795430335888366,0.00204457756201657,6,0.0010993756188171987,2.0824957586371294e-15,2.2058329096062554e-12,1.0600805322845188e-10,1.0600805322845188e-10,0.0027005095212713093,True,True
resolution,N48,48,2.71,15.029275514875401,cpp,48,2,0.0001,12,4,True,True,0.008651397551165311,0.001514738302737218,6,0.0008941453486049541,2.0764320434391406e-15,2.2058329096062554e-12,1.0029313478489117e-10,1.0029313478489117e-10,0.0022020720221948677,True,True
resolution,N48,48,2.735,15.409743435929318,cpp,48,2,0.0001,12,4,True,True,0.008528433665492333,0.0008200347582355914,6,0.0007284318441285094,2.087657427709703e-15,2.2058329096062554e-12,1.1718485038608683e-10,1.1718485038608683e-10,0.0017988169565005998,True,True
resolution,N48,48,2.76,15.799842948260395,cpp,48,2,0.0001,12,4,True,True,0.00842318490201451,0.0003582487159121147,4,0.000594358885345317,2.08454543105294e-15,2.2058329096062554e-12,1.0926523223737799e-10,1.0926523223737799e-10,0.0014718238361382562,True,True
resolution,N48,48,2.785,16.19981787676266,cpp,48,2,0.0001,12,4,True,True,0.008332876685759449,0.0012474253763124436,4,0.0004856797278515309,2.0829472534170285e-15,2.2058329096062554e-12,1.3375640787953986e-10,1.3375640787953986e-10,0.0012061096005881046,True,True
resolution,N48,48,2.81,16.6099182187867,cpp,48,2,0.0001,12,4,True,True,0.008255206768890824,0.0016705474573969381,4,0.00039742667827084844,2.0777308890715137e-15,2.2058329096062554e-12,1.4125685537063413e-10,1.4125685537063413e-10,0.0009897669445027427,True,True
resolution,N48,48,2.835,17.03040030039619,cpp,48,2,0.0001,12,4,True,True,0.008188258966006704,0.0019676881282149287,8,0.00032563897397906895,2.078224243335221e-15,2.2058329096062554e-12,1.5158952738335583e-10,1.5158952738335583e-10,0.0008133014214463324,True,True
resolution,N48,48,2.86,17.46152693657999,cpp,48,2,0.0001,12,4,True,True,0.00813043344800544,0.0021728381883948916,8,0.0002671508338675357,2.093822590300294e-15,2.2058329096062554e-12,1.6836864880476157e-10,1.6836864880476157e-10,0.000669119003097863,True,True
resolution,N48,48,2.885,17.90356759552007,cpp,48,2,0.0001,12,4,True,True,0.008080390331889394,0.0023360580033190614,8,0.00021942587830820897,2.075600582551432e-15,2.2058329096062554e-12,1.9244304845522255e-10,1.9244304845522255e-10,0.0005511281090827346,True,True
resolution,N48,48,2.91,18.356798567017925,cpp,48,2,0.0001,12,4,True,True,0.008037003945564582,0.0024690700303244763,8,0.00018042738393492282,2.0906835381508044e-15,2.2058329096062554e-12,1.6286029030372505e-10,1.6286029030372505e-10,0.00045442917282698456,True,True
image_shell,S1,1,2.31,10.074424655013587,cpp,48,1,0.0001,12,4,True,True,0.020468129237323,0.002099047844245201,8,0.03162316418164774,2.070511486489927e-15,2.2058329096062554e-12,2.4770823927591633e-11,2.4770823927591633e-11,0.0778612235359854,False,False
image_shell,S1,1,2.335,10.329459929369532,cpp,48,1,0.0001,12,4,True,True,0.018261676443725037,0.003981714355741145,9,0.024838113639711626,2.0685537382457877e-15,2.2058329096062554e-12,3.152240952545076e-11,3.152240952545076e-11,0.06134613268288711,False,False
image_shell,S1,1,2.36,10.59095145243378,cpp,48,1,0.0001,12,4,True,True,0.016482005826790668,0.004834373595739057,7,0.01956860823421333,2.078938586127168e-15,2.2058329096062554e-12,2.5973795184866222e-11,2.5973795184866222e-11,0.048210213633886397,True,True
image_shell,S1,1,2.385,10.859062664920515,cpp,48,1,0.0001,12,4,True,True,0.015031655355038618,0.004663939331083914,7,0.015455776605947269,2.084927739261675e-15,2.2058329096062554e-12,2.3991240966298337e-11,2.3991240966298337e-11,0.03791969602322365,True,True
image_shell,S1,1,2.41,11.133961145065307,cpp,48,1,0.0001,12,4,True,True,0.013842169293597033,0.004879108509239134,7,0.012236930184469749,2.0849755859122595e-15,2.2058329096062554e-12,2.932237320592664e-11,2.932237320592664e-11,0.029900407459646228,True,True
image_shell,S1,1,2.435,11.41581871336694,cpp,48,1,0.0001,12,4,True,True,0.012862361738943333,0.005112895478241127,7,0.009712326160180567,2.0738653713366238e-15,2.2058329096062554e-12,3.448134969118588e-11,3.448134969118588e-11,0.023653334803315117,True,True
image_shell,S1,1,2.46,11.704811539980854,cpp,48,1,0.0001,12,4,True,True,0.012052507103391221,0.005326151237118594,7,0.007727944005958545,2.085209520664269e-15,2.2058329096062554e-12,3.306003271271257e-11,3.306003271271257e-11,0.018776788189459888,True,True
image_shell,S1,1,2.485,12.001120254831195,cpp,48,1,0.0001,12,4,True,True,0.011381111096154929,0.00551292997811403,7,0.006164542645763106,2.0925071754571826e-15,2.2058329096062554e-12,3.128699637875834e-11,3.128699637875834e-11,0.014957784767164794,True,True
image_shell,S1,1,2.51,12.30493006051041,cpp,48,1,0.0001,12,4,True,True,0.01082290650511206,0.0046274990110651785,7,0.00492973397693572,2.0908460736693924e-15,2.2058329096062554e-12,5.4401560645609056e-11,5.4401560645609056e-11,0.011955809316630895,True,True
image_shell,S1,1,2.535,12.616430848036902,cpp,48,1,0.0001,12,4,True,True,0.010357487419034465,0.003391606059661057,7,0.003951914212806341,2.0847907869908218e-15,2.2058329096062554e-12,3.956088107010501e-11,3.956088107010501e-11,0.009586914906096537,True,True
image_shell,S1,1,2.56,12.935817315543076,cpp,48,1,0.0001,12,4,True,True,0.009968311406679543,0.0017483362098841134,7,0.003175547751753157,2.0796352550658917e-15,2.2058329096062554e-12,5.6699130376000477e-11,5.6699130376000477e-11,0.0077104330750470546,True,True
image_shell,S1,1,2.585,13.263289089968042,cpp,48,1,0.0001,12,4,True,True,0.009641936059683368,0.0020313939052430175,6,0.002557503304200463,2.092236986748694e-15,2.2058329096062554e-12,5.219904364958035e-11,5.219904364958035e-11,0.006218538330052394,True,True
image_shell,S1,1,2.61,13.599050851830924,cpp,48,1,0.0001,12,4,True,True,0.009367418469754136,0.0031983643130340444,6,0.002064219451935197,2.099792687476605e-15,2.2058329096062554e-12,6.18442774330253e-11,6.18442774330253e-11,0.005028280300851894,True,True
image_shell,S1,1,2.635,13.94331246316286,cpp,48,1,0.0001,12,4,True,True,0.00913583572513496,0.0029087576504134684,6,0.0016695205565206697,2.0858310381589146e-15,2.2058329096062554e-12,5.541398939230032e-11,5.541398939230032e-11,0.004075574705973552,True,True
image_shell,S1,1,2.66,14.296289098677603,cpp,48,1,0.0001,12,4,True,True,0.008939899260230305,0.0024432142780733313,6,0.0013529381167453087,2.0950945643681605e-15,2.2058329096062554e-12,5.919614370012544e-11,5.919614370012544e-11,0.003310691268545832,True,True
image_shell,S1,1,2.685,14.658201380262703,cpp,48,1,0.0001,12,4,True,True,0.008773643802666905,0.0019568590624847644,6,0.0010984219657063292,2.0737452132518715e-15,2.2058329096062554e-12,7.537854171921622e-11,7.537854171921622e-11,0.0026948657171731263,True,True
image_shell,S1,1,2.71,15.029275514875401,cpp,48,1,0.0001,12,4,True,True,0.008632176326065883,0.0014101896177517149,6,0.0008933505651731944,2.079978182679218e-15,2.2058329096062554e-12,7.045518081445391e-11,7.045518081445391e-11,0.0021977497058898467,True,True
image_shell,S1,1,2.735,15.409743435929318,cpp,48,1,0.0001,12,4,True,True,0.008511473486203134,0.000639916321342022,6,0.0007277700798371118,2.086960117380487e-15,2.2058329096062554e-12,9.105668680314495e-11,9.105668680314495e-11,0.0017954842131868323,True,True
image_shell,S1,1,2.76,15.799842948260395,cpp,48,1,0.0001,12,4,True,True,0.0084082182490575,0.0006221647368350562,4,0.0005938082354137716,2.089410958617689e-15,2.2058329096062554e-12,7.69940586044508e-11,7.69940586044508e-11,0.0014692374788410959,True,True
image_shell,S1,1,2.785,16.19981787676266,cpp,48,1,0.0001,12,4,True,True,0.008319668156692807,0.0013368660965218495,4,0.0004852217350706824,2.092463540526726e-15,2.2058329096062554e-12,8.248411955736189e-11,8.248411955736189e-11,0.0012040901428564267,True,True
image_shell,S1,1,2.81,16.6099182187867,cpp,48,1,0.0001,12,4,True,True,0.00824354908818817,0.0017313634030486284,4,0.000397045855200193,2.07970441316712e-15,2.2058329096062554e-12,9.171760131264452e-11,9.171760131264452e-11,0.0009881809690610137,True,True
image_shell,S1,1,2.835,17.03040030039619,cpp,48,1,0.0001,12,4,True,True,0.008177969528523935,0.0020095859437295905,8,0.00032532236395144083,2.088007923667781e-15,2.2058329096062554e-12,9.83827143262325e-11,9.83827143262325e-11,0.0008120490660650367,True,True
image_shell,S1,1,2.86,17.46152693657999,cpp,48,1,0.0001,12,4,True,True,0.008121351314204835,0.0022061953444460444,8,0.00026688762183691274,2.087930750998561e-15,2.2058329096062554e-12,1.0240906492352818e-10,1.0240906492352818e-10,0.0006681250148756347,True,True
image_shell,S1,1,2.885,17.90356759552007,cpp,48,1,0.0001,12,4,True,True,0.008072373608483431,0.002363337029940105,8,0.00021920705191874813,2.0710229966791836e-15,2.2058329096062554e-12,9.732909344999569e-11,9.732909344999569e-11,0.0005503354055276108,True,True
image_shell,S1,1,2.91,18.356798567017925,cpp,48,1,0.0001,12,4,True,True,0.008029927496812994,0.002491767871784643,8,0.0001802454422996161,2.0923089416282583e-15,2.2058329096062554e-12,1.1829383997936275e-10,1.1829383997936275e-10,0.0004537941763534272,True,True
image_shell,S2,2,2.31,10.074424655013587,cpp,48,2,0.0001,12,4,True,True,0.020625901313359903,0.001312537397442361,8,0.03161697605702068,2.065858451538061e-15,2.2058329096062554e-12,3.5512398618152863e-11,3.5512398618152863e-11,0.07876192018334435,False,False
image_shell,S2,2,2.335,10.329459929369532,cpp,48,2,0.0001,12,4,True,True,0.018397157262067823,0.0033959992884364082,9,0.02483802989439619,2.066564310223522e-15,2.2058329096062554e-12,4.449259413085923e-11,4.449259413085923e-11,0.06194080496365606,False,False
image_shell,S2,2,2.36,10.59095145243378,cpp,48,2,0.0001,12,4,True,True,0.01659922969569051,0.004329957311580967,7,0.019571527230295944,2.0760607365564493e-15,2.2058329096062554e-12,3.313493927048214e-11,3.313493927048214e-11,0.0486071540614307,True,True
image_shell,S2,2,2.385,10.859062664920515,cpp,48,2,0.0001,12,4,True,True,0.015133615041799067,0.004357290789568229,7,0.015459980226174919,2.0693967738816144e-15,2.2058329096062554e-12,5.0083028146806755e-11,5.0083028146806755e-11,0.03818801572029263,True,True
image_shell,S2,2,2.41,11.133961145065307,cpp,48,2,0.0001,12,4,True,True,0.01393118080319244,0.004657472160784599,7,0.012241487160532439,2.074178891059797e-15,2.2058329096062554e-12,5.168652197458676e-11,5.168652197458676e-11,0.03008412000266489,True,True
image_shell,S2,2,2.435,11.41581871336694,cpp,48,2,0.0001,12,4,True,True,0.012940276612987169,0.004944774365957628,7,0.009716752712013627,2.0864049779828472e-15,2.2058329096062554e-12,5.1610002183521475e-11,5.1610002183521475e-11,0.02378068315317236,True,True
image_shell,S2,2,2.46,11.704811539980854,cpp,48,2,0.0001,12,4,True,True,0.01212084209731452,0.0051950299789726645,7,0.007732008874393929,2.073549209376153e-15,2.2058329096062554e-12,5.828404313974779e-11,5.828404313974779e-11,0.018866104533204666,True,True
image_shell,S2,2,2.485,12.001120254831195,cpp,48,2,0.0001,12,4,True,True,0.011441131468022022,0.005408676745493468,7,0.0061681547907039775,2.081185865546562e-15,2.2058329096062554e-12,5.1048518762143464e-11,5.1048518762143464e-11,0.015021120888494057,True,True
image_shell,S2,2,2.51,12.30493006051041,cpp,48,2,0.0001,12,4,True,True,0.010875682062917147,0.0047092041317771385,7,0.004932878014107682,2.087893421173446e-15,2.2058329096062554e-12,6.858318736885422e-11,6.858318736885422e-11,0.012001190209928663,True,True
image_shell,S2,2,2.535,12.616430848036902,cpp,48,2,0.0001,12,4,True,True,0.010403931860549121,0.0034926394231455386,7,0.0039546134968035844,2.0938531299404332e-15,2.2058329096062554e-12,6.531083579538063e-11,6.531083579538063e-11,0.009619750394449195,True,True
image_shell,S2,2,2.56,12.935817315543076,cpp,48,2,0.0001,12,4,True,True,0.010009210994837552,0.0019202070331970408,7,0.003177843492351949,2.082248487675786e-15,2.2058329096062554e-12,7.414100440700592e-11,7.414100440700592e-11,0.007734412637607573,True,True
image_shell,S2,2,2.585,13.263289089968042,cpp,48,2,0.0001,12,4,True,True,0.009677971234260488,0.0018861647321973328,6,0.0025594429749545397,2.0893819605209737e-15,2.2058329096062554e-12,7.094308302932097e-11,7.094308302932097e-11,0.006236205698214491,True,True
image_shell,S2,2,2.61,13.599050851830924,cpp,48,2,0.0001,12,4,True,True,0.009399180617949669,0.0031173789992829876,6,0.0020658505681309777,2.09360163649919e-15,2.2058329096062554e-12,7.637040399540675e-11,7.637040399540675e-11,0.005041407207165592,True,True
image_shell,S2,2,2.635,13.94331246316286,cpp,48,2,0.0001,12,4,True,True,0.009163840521293294,0.0029873609749817825,6,0.0016708875393726607,2.0876205562842534e-15,2.2058329096062554e-12,9.456891094920192e-11,9.456891094920192e-11,0.0040854070219406334,True,True
image_shell,S2,2,2.66,14.296289098677603,cpp,48,2,0.0001,12,4,True,True,0.008964597497753565,0.002524355416144773,6,0.0013540809086218237,2.0917626551792412e-15,2.2058329096062554e-12,1.0666413249286239e-10,1.0666413249286239e-10,0.003318113009215588,True,True
image_shell,S2,2,2.685,14.658201380262703,cpp,48,2,0.0001,12,4,True,True,0.008795430335888366,0.00204457756201657,6,0.0010993756188171987,2.0824957586371294e-15,2.2058329096062554e-12,1.0600805322845188e-10,1.0600805322845188e-10,0.0027005095212713093,True,True
image_shell,S2,2,2.71,15.029275514875401,cpp,48,2,0.0001,12,4,True,True,0.008651397551165311,0.001514738302737218,6,0.0008941453486049541,2.0764320434391406e-15,2.2058329096062554e-12,1.0029313478489117e-10,1.0029313478489117e-10,0.0022020720221948677,True,True
image_shell,S2,2,2.735,15.409743435929318,cpp,48,2,0.0001,12,4,True,True,0.008528433665492333,0.0008200347582355914,6,0.0007284318441285094,2.087657427709703e-15,2.2058329096062554e-12,1.1718485038608683e-10,1.1718485038608683e-10,0.0017988169565005998,True,True
image_shell,S2,2,2.76,15.799842948260395,cpp,48,2,0.0001,12,4,True,True,0.00842318490201451,0.0003582487159121147,4,0.000594358885345317,2.08454543105294e-15,2.2058329096062554e-12,1.0926523223737799e-10,1.0926523223737799e-10,0.0014718238361382562,True,True
image_shell,S2,2,2.785,16.19981787676266,cpp,48,2,0.0001,12,4,True,True,0.008332876685759449,0.0012474253763124436,4,0.0004856797278515309,2.0829472534170285e-15,2.2058329096062554e-12,1.3375640787953986e-10,1.3375640787953986e-10,0.0012061096005881046,True,True
image_shell,S2,2,2.81,16.6099182187867,cpp,48,2,0.0001,12,4,True,True,0.008255206768890824,0.0016705474573969381,4,0.00039742667827084844,2.0777308890715137e-15,2.2058329096062554e-12,1.4125685537063413e-10,1.4125685537063413e-10,0.0009897669445027427,True,True
image_shell,S2,2,2.835,17.03040030039619,cpp,48,2,0.0001,12,4,True,True,0.008188258966006704,0.0019676881282149287,8,0.00032563897397906895,2.078224243335221e-15,2.2058329096062554e-12,1.5158952738335583e-10,1.5158952738335583e-10,0.0008133014214463324,True,True
image_shell,S2,2,2.86,17.46152693657999,cpp,48,2,0.0001,12,4,True,True,0.00813043344800544,0.0021728381883948916,8,0.0002671508338675357,2.093822590300294e-15,2.2058329096062554e-12,1.6836864880476157e-10,1.6836864880476157e-10,0.000669119003097863,True,True
image_shell,S2,2,2.885,17.90356759552007,cpp,48,2,0.0001,12,4,True,True,0.008080390331889394,0.0023360580033190614,8,0.00021942587830820897,2.075600582551432e-15,2.2058329096062554e-12,1.9244304845522255e-10,1.9244304845522255e-10,0.0005511281090827346,True,True
image_shell,S2,2,2.91,18.356798567017925,cpp,48,2,0.0001,12,4,True,True,0.008037003945564582,0.0024690700303244763,8,0.00018042738393492282,2.0906835381508044e-15,2.2058329096062554e-12,1.6286029030372505e-10,1.6286029030372505e-10,0.00045442917282698456,True,True
fd_eps,H3e-4,0.0003,2.31,10.074424655013587,cpp,48,2,0.0003,12,4,True,True,0.020625899917158817,0.0013125611627965875,8,0.0316169767829208,2.0434540034282733e-15,7.614837669450106e-13,1.4012322206336701e-11,1.4012322206336701e-11,0.07876192018334435,False,False
fd_eps,H3e-4,0.0003,2.335,10.329459929369532,cpp,48,2,0.0003,12,4,True,True,0.018397156038514294,0.003396004303985554,9,0.024838030610261227,2.0774770687275564e-15,7.614837669450106e-13,1.0632025761229073e-11,1.0632025761229073e-11,0.06194080496365606,False,False
