source,topology_class,canonical_id,classification,g_R0_N360_K8_LINEAR,g_R1_N540_K8_SPATIAL,g_R2_N720_K8_SPATIAL,g_R3_N720_K12_SPECTRAL,g_R4_N720_K16_SPECTRAL,g_R5_N720_K16_ROBUST_FULL,spatial_converged,spatial_tail_ratio,spatial_last_relative_step,spectral_converged,spectral_tail_ratio,spectral_last_relative_step,g_inf,fit_p,fit_tail_supported,kmax_boundary_weight,kmax_basis_present,epsilon_J_drift_max,R4_R5_repeatability_rel,cpu_fp64_confirmation_required,cpu_fp64_reasons
fremlin:4_1:knot.4_1z,knot,4_1,UNRESOLVED,0.5137889334311716,0.5129278944077615,0.5126335006509172,0.37207332598480414,0.2182647471168812,0.2182647471168812,True,0.34190524336336303,0.0005742772496736205,False,1.0942543236964537,0.7046881408913833,0.512270653597885,2.065,True,0.10022542140871331,True,0.04207266110966587,0.0,True,resolution_or_threshold_unresolved
fremlin:5_1:knot.5_1,knot,5_1,UNRESOLVED,0.3543253410523761,0.35056711811273206,0.34926348034444193,0.29084881807253576,0.2583734972831115,0.2583734972831115,True,0.34687611385118855,0.003732533865276957,False,0.5559446811189199,0.12569137752483803,0.3476146413176943,2.0250000000000004,True,1.3017479787428057e-14,True,0.032641890512521185,0.0,True,resolution_or_threshold_unresolved
fremlin:5_1:knot.5_1p,knot,5_1,UNRESOLVED,0.3503604255045945,0.3436191516460819,0.341272800490279,0.27730397060976664,0.23060061856115752,0.23060061856115752,True,0.34805753408757084,0.006875294932476546,False,0.7300954564253634,0.20252917073690738,0.33828506458738483,2.015,True,0.014936048029446114,True,0.18686883052003886,0.0,True,resolution_or_threshold_unresolved
fremlin:5_1:knot.5_1u,knot,5_1,UNRESOLVED,1.0,1.0,1.0,0.9980824527687002,0.85311498160005,0.85311498160005,True,0.0,0.0,False,75.60046960115113,0.16992723641631308,1.0,0.255,True,1.1220601279301698e-27,True,0.060679936257685606,0.0,True,resolution_or_threshold_unresolved
fremlin:5_2:knot.5_2,knot,5_2,UNRESOLVED,0.10246895923262413,0.10187353402512024,0.10166156486393481,0.07318280498411744,0.05919274217337164,0.05919274217337164,True,0.35599628385576726,0.0017664096765452701,False,0.4912455061170143,0.11658385675621502,0.10138101239030034,1.955,True,0.012328855110691954,True,0.08837170891316808,0.0,True,resolution_or_threshold_unresolved
fremlin:5_2:knot.5_2d,knot,5_2,UNRESOLVED,0.308180726321843,0.30670974508823245,0.2950741367560403,0.3530446485655048,0.35460579764806194,0.35460579764806194,False,7.910099779881155,0.03943283020365897,True,0.02693005519234058,0.004402491704623837,0.23313442829074515,0.25,False,0.0006097879304471718,True,0.5489647786891132,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:5_2:knot.5_2r,knot,5_2,UNRESOLVED,0.6459546537300597,0.610321828979374,0.614069414773088,0.7845880781539526,1.0,1.0,False,0.10517229043543105,0.006102869974559375,False,1.2632747499604235,0.2154119218460474,0.607646599644564,4.0,False,0.0656630060300893,True,0.17108703555761606,0.0,True,resolution_or_threshold_unresolved
fremlin:6_1:knot.6_1,knot,6_1,UNRESOLVED,0.19973386614975874,0.19951705984345625,0.19990279905992356,0.16344446769607182,0.12432389668287362,0.12432389668287362,False,1.7791881751313678,0.0019296338934788092,False,1.073021434326697,0.3146665448637542,0.20043399657413333,0.25,False,0.03455170972342119,True,0.08446622258295966,0.0,True,resolution_or_threshold_unresolved;near_growth_threshold
fremlin:6_2:knot.6_2,knot,6_2,UNRESOLVED,0.16980271394774368,0.16671903712596545,0.16563424956578138,0.15566089454029547,0.09449003017038644,0.09449003017038644,True,0.3517838031932655,0.006549294985957888,False,6.133428942777332,0.5097572030825752,0.16422518968773936,1.985,True,0.020728875511389595,True,0.12297863843507757,0.0,True,resolution_or_threshold_unresolved
fremlin:6_2:knot.6_2d,knot,6_2,UNRESOLVED,0.33428687690755665,0.3408495359884251,0.34345413951408316,0.3786093355432212,0.3780180455280027,0.3780180455280027,True,0.3968823450316093,0.007583555491114572,False,0.01681942022818974,0.0015641846261401778,0.3477411114283815,1.6500000000000001,True,0.004110419098898774,True,0.748501347533535,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:6_2:knot.6_2p,knot,6_2,UNRESOLVED,0.4158595146656718,0.42246060762380466,0.6326306271519132,0.6643145537344614,0.5995017075511471,0.5995017075511471,False,31.838669878018976,0.332216004897342,False,2.0456065006479944,0.10811119529260843,1.6369696135522858,0.25,False,0.031941191262104596,True,0.31570783529887975,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:6_3:knot.6_3d,knot,6_3,UNRESOLVED,0.553054506381316,0.5530987743352739,0.5534852368423735,0.4583003615036084,0.36256527643630376,0.36256527643630376,False,8.730073846820261,0.0006982345352233427,False,1.005780432306933,0.2640492382731627,0.5555161859458396,0.25,False,0.02186858398795239,True,0.3013974260168992,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:6_3:knot.6_3z,knot,6_3,CONVERGED_FAIL,0.7961552408744523,0.7905927580461293,0.7886252345999015,0.46173170449058604,0.4549768076356597,0.4549768076356597,True,0.3537131721485071,0.0024948776172828715,True,0.020663905011113183,0.01484668392226183,0.7860442186449316,1.97,True,3.1587206448947254e-27,True,0.03839000051535578,0.0,False,
fremlin:7_1:knot.7_1,knot,7_1,UNRESOLVED,0.36200834597230863,0.35740233520261144,0.35581533484548133,0.3079361337824104,0.2593181826345715,0.2593181826345715,True,0.3445498581051824,0.004460179766617674,False,1.0154294572249614,0.1874837724601472,0.353835004312734,2.045,True,0.06889434192555749,True,0.03737072777836365,0.0,True,resolution_or_threshold_unresolved
fremlin:7_1:knot.7_1p,knot,7_1,UNRESOLVED,0.5344629523512638,0.524968583505874,0.521690262718158,0.4353512716422971,0.34314194130938186,0.34314194130938186,True,0.34529107106555323,0.006284036758967008,False,1.0679917518597872,0.26872066405248296,0.517587690960125,2.04,True,4.204222294264084e-06,True,0.05998124356357306,0.0,True,resolution_or_threshold_unresolved
fremlin:7_2:knot.7_2,knot,7_2,UNRESOLVED,0.08629532791619283,0.08554388901634782,0.08533095064179659,0.13990260146149242,0.10604515291067818,0.10604515291067818,True,0.28337417000258164,0.0017744864545936093,False,0.6204219231461203,0.28214540459011866,0.08513812662310355,2.585,True,1.5043760597896892e-27,True,0.20709216831483376,0.0,True,resolution_or_threshold_unresolved;near_growth_threshold
fremlin:7_2:knot.7_2d,knot,7_2,UNRESOLVED,0.8474637024018281,0.7812052570837958,0.7727742221884852,0.9999999999999873,0.8868742377192073,0.8868742377192073,True,0.12724468337345818,0.010910088164475829,False,0.4978561999890036,0.12755558507563367,0.7665961170469752,4.0,True,0.19117001782249596,True,0.45598452512363136,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift;dominant_mode_hits_kmax_boundary
fremlin:7_2:knot.7_2r,knot,7_2,UNRESOLVED,0.551317522727738,0.6236840475582311,0.5595276622348027,0.7109919947606864,0.8142850562901212,0.8142850562901212,False,0.8865478268260699,0.11466168637164827,False,0.6819629400986729,0.1268512306980524,0.593740026411943,4.0,False,0.07867955880203616,True,0.29747662800032265,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:7_3:knot.7_3,knot,7_3,UNRESOLVED,0.23520221820907541,0.23188388868584137,0.23266932252420933,0.24818514417165835,0.18296413005430992,0.18296413005430992,False,0.23669555204465517,0.0033757516025183583,False,4.20351661673499,0.3564688559336119,0.23190780938081781,4.0,False,0.003955835109898856,True,0.08109854740944875,0.0,True,resolution_or_threshold_unresolved
fremlin:7_3:knot.7_3d,knot,7_3,UNRESOLVED,0.6277201848651447,0.6528217141734326,0.6518765874812928,0.6866661579357071,0.7094405336225403,0.7094405336225403,False,0.03765215579226463,0.0014498552491224045,True,0.6546322759769395,0.032101881140823615,0.6557666511819105,4.0,False,0.008222073243832916,True,0.3259676340684618,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:7_4:knot.7_4,knot,7_4,CONVERGED_FAIL,0.8267514150912275,0.7863791968755485,0.7686597506228884,0.9715110720464625,1.0,1.0,True,0.43890197357990407,0.023052392477036842,True,0.14044240754069212,0.028488927953537524,0.7320084168699952,1.37,True,0.04622893903216395,True,0.3115389920287699,0.0,True,large_epsilon_J_drift
fremlin:7_5:knot.7_5,knot,7_5,UNRESOLVED,0.12401511366229333,0.12421917680869721,0.12427712764745064,0.2633286525429767,0.18086479600051475,0.18086479600051475,True,0.2839848339823852,0.0004663033323221295,False,0.5930453233390984,0.45594199847618366,0.12432972679432544,2.58,True,0.023736950610054645,True,0.11356401242846756,0.0,True,resolution_or_threshold_unresolved
fremlin:7_5:knot.7_5d,knot,7_5,UNRESOLVED,0.4357959265022318,0.4380575827244018,0.43909172094170656,0.38981045343580834,0.46967696680414645,0.46967696680414645,True,0.4572481914658615,0.0023551758504734796,False,1.6206262016044795,0.1700456250000485,0.44148308633137834,1.25,True,0.007189121255256694,True,0.6563589882701036,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:7_6:knot.7_6d,knot,7_6,UNRESOLVED,0.5363728672712573,0.4931151021966732,0.5353555975375226,0.4461528947757631,0.46445537348503063,0.46445537348503063,False,0.9764835346444558,0.07890175340492035,False,0.2051785219798707,0.0394063235223985,0.5134484242432696,4.0,False,0.017991413257513383,True,0.3268386420550881,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:7_6:knot.7_6s,knot,7_6,UNRESOLVED,0.39385543113099547,0.3956008995354552,0.39978281139920013,0.3624745700453202,0.4792728083140962,0.4792728083140962,False,2.395867981946884,0.010460459390709347,False,3.1306283552984824,0.24369886261569657,0.4290187251681473,0.25,False,0.006161864559957246,True,0.043333652630521,0.0,True,resolution_or_threshold_unresolved
fremlin:7_7:knot.7_7d,knot,7_7,UNRESOLVED,0.8515181356828248,0.8346916850445899,0.8285997536573703,0.5024702696957917,0.38877860300506445,0.38877860300506445,True,0.36204494448620717,0.0073520796504348,False,0.3486089798128196,0.29243293178160373,0.8202500529382638,1.905,True,0.15620383193567136,True,0.35958143625861777,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift;dominant_mode_hits_kmax_boundary
fremlin:8_10:knot.8_10s,knot,8_10,UNRESOLVED,0.39644591879220786,0.4003164361526276,0.4027351040419337,0.2978422684251609,0.2707782988032425,0.2707782988032425,True,0.624895243731406,0.00600560483809794,False,0.25801542557965507,0.09994881325989903,0.4245815871102805,0.365,True,0.030922948009827336,True,0.17363490288508404,0.0,True,resolution_or_threshold_unresolved
fremlin:8_11:knot.8_11,knot,8_11,UNRESOLVED,0.3352967926386027,0.35360086468221386,0.3559720711488318,0.5268439312289341,0.432502300959215,0.432502300959215,True,0.12954529795164174,0.006661214906454066,False,0.5521191741313818,0.2181297765595369,0.35766302465878785,4.0,True,0.006315144963521524,True,0.0658591812052661,0.0,True,resolution_or_threshold_unresolved
fremlin:8_11:knot.8_11d,knot,8_11,UNRESOLVED,0.24966287602728116,0.251586659468621,0.25239665956113455,0.18159549709958867,0.20043263696441618,0.20043263696441618,True,0.421045360463954,0.0032092345989124895,False,0.26605692915082435,0.09398239802718242,0.2539160290239353,1.485,True,0.0038099354908794902,True,0.45843541482797473,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_12:knot.8_12d,knot,8_12,UNRESOLVED,0.17765325922890793,0.08622632203568391,0.182785797968306,0.19237344960353459,0.19906828509823432,0.19906828509823432,False,1.0561381459005985,0.5282657460584818,True,0.6982768825371609,0.03363084929071465,0.13375785168552468,4.0,False,0.07320201608219325,True,0.8830645663149768,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_12:knot.8_12z,knot,8_12,UNRESOLVED,0.9999999999997967,0.9999999999999575,0.9999999999999954,0.941330863335541,0.7556237127548928,0.7556237127548928,True,0.2361878453038674,3.7969627442180524e-14,False,3.1653295265406785,0.245766705631282,1.0000000000000224,3.075,True,2.9236094099432884e-26,True,0.0349232994035171,0.0,True,resolution_or_threshold_unresolved
fremlin:8_13:knot.8_13d,knot,8_13,UNRESOLVED,0.9999999999999927,0.7105696665386126,1.0,0.9999999999999997,0.701460197336862,0.701460197336862,False,1.0000000000000253,0.28943033346138736,False,inf,0.42559763732363265,0.8508748070560456,4.0,False,0.021869205126724012,True,0.6114591939176134,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_13:knot.8_13p,knot,8_13,UNRESOLVED,0.9766965888725949,0.5473910204580168,0.5307346067732637,0.5549289345718538,0.6947260870470664,0.6947260870470664,True,0.03879850370044144,0.03138369624325053,False,5.778096157040543,0.2012262891543637,0.4764904874641963,4.0,True,0.13342951215026025,True,0.7356717201036299,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_14:knot.8_14d,knot,8_14,UNRESOLVED,0.9999999999999868,0.9999999999999941,0.9999999999999668,1.0,1.0,1.0,False,inf,2.7311486405779757e-14,True,0.0,0.0,0.9999999999998863,0.255,False,0.031348932868338834,True,0.4271741567987528,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_14:knot.8_14r,knot,8_14,CONVERGED_FAIL,0.9442683496515136,1.0,1.0,0.9999999999999721,0.9999999999999656,0.9999999999999656,True,0.0,0.0,True,0.2350597609561753,6.550315845288649e-15,1.00785134924678,4.0,True,0.010611375123280755,True,0.576252421333745,0.0,True,large_epsilon_J_drift
fremlin:8_15:knot.8_15,knot,8_15,UNRESOLVED,1.0,1.0,1.0,0.9849856477952152,0.8681248006087925,0.8681248006087925,True,0.0,0.0,False,7.783276001023987,0.13461295784254915,1.0,0.255,True,0.015756693626535336,True,0.33616440662230307,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_15:knot.8_15d,knot,8_15,UNRESOLVED,1.0,1.0,1.0,0.9601548926739755,1.0,1.0,True,0.0,0.0,False,1.0,0.03984510732602453,1.0,0.255,True,0.10594758333008028,True,0.2064696996537308,0.0,True,resolution_or_threshold_unresolved
fremlin:8_15:knot.8_15p,knot,8_15,UNRESOLVED,0.5789257483112745,0.5824717910001449,0.5769095284761075,0.4860894473110814,0.41870855552088937,0.41870855552088937,False,1.5685830690913825,0.009641481461971921,False,0.7419162251986589,0.16092551943766142,0.5716557183489426,0.25,False,0.03374214201592061,True,0.4568162111440606,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_16:knot.8_16,knot,8_16,UNRESOLVED,0.3091156749341181,0.18849012851810318,0.23715332940155642,0.25215582833304406,0.24486247179520404,0.24486247179520404,False,0.4034236720936622,0.2051972072509047,False,0.4861427800226357,0.02978552198860419,0.2019423587757352,4.0,False,0.057291143070260286,True,0.5595240680754585,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_17:knot.8_17,knot,8_17,UNRESOLVED,0.3088566032340164,0.3133170887782036,0.3156871928173132,0.2671456390931567,0.23433509346340456,0.23433509346340456,True,0.5313556149057208,0.007507761141520913,False,0.675926976219224,0.14001550149754272,0.32446953122715244,0.83,True,0.08304975497565925,True,0.0875475891264628,0.0,True,resolution_or_threshold_unresolved
fremlin:8_18:knot.8_18,knot,8_18,UNRESOLVED,0.4937872616814027,0.4944577462132816,0.4932701577448882,0.37369357112232654,0.39693554127721015,0.39693554127721015,False,1.771239173952923,0.002407582234090065,False,0.1943689045769962,0.0585535124420919,0.4916519118657887,0.25,False,0.007200281667974,True,0.2604499811874643,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_18:knot.8_18z,knot,8_18,UNRESOLVED,0.24765225021968126,0.24331944765724167,0.2420691535200007,0.2203744879031577,0.2353341523866617,0.2353341523866617,True,0.28856476131167197,0.005165028749264731,False,0.689554969304981,0.06356775815065202,0.24090523512915585,2.535,True,0.1371394096273109,True,0.06925844890974452,0.0,True,resolution_or_threshold_unresolved
fremlin:8_19:knot.8_19t,knot,8_19,UNRESOLVED,0.3283098323971459,0.3215547974155987,0.31926585542013686,0.24723787057524663,0.20522040386264398,0.20522040386264398,True,0.33884976195010175,0.00716939176740257,False,0.583349191332866,0.2047431245712066,0.31648952766366906,2.09,True,0.04706041672512086,True,0.11862836630872885,0.0,True,resolution_or_threshold_unresolved
fremlin:8_19:knot.8_19u,knot,8_19,UNRESOLVED,0.8791565009611316,0.8738138031262664,0.8718897518412524,0.42398996294001434,0.3331727614768754,0.3331727614768754,True,0.3601272885878265,0.002206759835117741,False,0.2027623225407774,0.2725829118219867,0.8692795852793909,1.92,True,1.4448998618500111e-27,True,0.06337684376911272,0.0,True,resolution_or_threshold_unresolved
fremlin:8_1:knot.8_1,knot,8_1,UNRESOLVED,0.471327222466161,0.4712071566359866,0.4711122624643402,0.3400957899395678,0.2730546813049546,0.2730546813049546,True,0.7903511890819633,0.00020142581547347036,False,0.5116998446278362,0.24552264884900454,0.46998768204723507,0.25,True,0.025634689536993015,True,0.08040865809954348,0.0,True,resolution_or_threshold_unresolved
fremlin:8_1:knot.8_1d,knot,8_1,UNRESOLVED,0.4473233183351148,0.4640310077085031,0.459859552744019,0.3051187389383627,0.2986210507467887,0.2986210507467887,False,0.24967276271776312,0.009071149962184452,True,0.041990784666123576,0.02175897571629555,0.46377491678179744,4.0,False,0.00384245578134543,True,0.566163270232087,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_20:knot.8_20r,knot,8_20,UNRESOLVED,1.0,0.9999999999999885,1.0,0.942299738842307,0.9999999999999735,0.9999999999999735,False,1.0,1.1546319456101628e-14,False,0.9999999999995401,0.057700261157668,0.9999999999999943,3.935,False,0.0716720950417817,True,0.33239169212948283,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_21:knot.8_21d,knot,8_21,UNRESOLVED,0.9999999999999378,1.0,1.0,0.7859091416964133,0.5795048688941009,0.5795048688941009,True,0.0,0.0,False,0.9640966197147268,0.3561734920298502,1.0000000000000089,3.995,True,0.032974576050912544,True,0.22124482216628644,0.0,True,resolution_or_threshold_unresolved
fremlin:8_21:knot.8_21p,knot,8_21,UNRESOLVED,0.872530225510994,0.905156387715692,0.8289600835079662,0.6257287003629891,0.5217397795761531,0.5217397795761531,False,2.3354357073831373,0.09191794119359847,False,0.5116774741067153,0.19931185019343103,0.665564956707143,0.25,False,0.04173543633369169,True,0.4903206616589096,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_21:knot.8_21r,knot,8_21,UNRESOLVED,1.0,1.0,0.9999999999999674,0.553895963222008,0.5714639327384866,0.5714639327384866,False,inf,3.264055692398067e-14,False,0.03938087994756884,0.03074204426566691,0.9999999999998174,0.25,False,0.03804829302464923,True,0.09017886840884314,0.0,True,resolution_or_threshold_unresolved
fremlin:8_2:knot.8_2,knot,8_2,UNRESOLVED,0.25231937582485614,0.24389440683032532,0.24055452434745256,0.19938832442427723,0.1297941989067369,0.1297941989067369,True,0.3964266794383321,0.013884097553071555,False,1.6905647265819386,0.536188258826166,0.2350815901539707,1.655,True,0.10226607231863158,True,0.22880079964828728,0.0,True,resolution_or_threshold_unresolved;near_growth_threshold
fremlin:8_2:knot.8_2d,knot,8_2,UNRESOLVED,1.0,0.9999999999999938,0.9999999999999998,0.9498577480064567,0.6212530192074049,0.6212530192074049,True,0.0,5.995204332975847e-15,False,6.553449750150174,0.5289386427743819,0.9999999999999968,3.835,True,0.03250360689038308,True,0.3406165420980931,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_3:knot.8_3,knot,8_3,CONVERGED_FAIL,0.5676876565090648,0.5871808065039749,0.5944572490846624,0.7996030127450534,0.8008064048880672,0.8008064048880672,True,0.37328202894798873,0.012240480861982364,True,0.005866034577277211,0.001502725422359724,0.6050355807599931,1.82,True,0.01564309074978926,True,0.10268809414199091,0.0,False,
fremlin:8_3:knot.8_3d,knot,8_3,UNRESOLVED,0.44179021636344507,0.37476634485711335,0.32194539363007557,0.2803008684716745,0.26948406375848183,0.26948406375848183,False,0.7880916163138654,0.16406804468129946,True,0.2597413386765579,0.04013894017453651,-0.3051282188269011,0.25,False,0.01969659303554529,True,0.6939830411544194,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_3:knot.8_3z,knot,8_3,UNRESOLVED,0.4452572365590862,0.4483520667392378,0.4494059493241153,0.49856559474935064,0.34934462141797656,0.34934462141797656,True,0.3405300205602664,0.002345057039103575,False,3.0354363226300625,0.42714547235818834,0.45069717879211973,2.075,True,0.13622226197024873,True,0.043983105882522834,0.0,True,resolution_or_threshold_unresolved
fremlin:8_4:knot.8_4,knot,8_4,UNRESOLVED,0.9999999999999387,1.0,1.0,1.0,0.9866280882294357,0.9866280882294357,True,0.0,0.0,False,inf,0.013553143205725073,1.0000000000000089,3.98,True,0.04689084614970293,True,0.6047149659099117,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
fremlin:8_4:knot.8_4d,knot,8_4,UNRESOLVED,1.0,0.9999999999999561,0.9999999999999488,0.9999999999999607,0.999999999999972,0.999999999999972,True,0.1670886075949367,7.327471962526409e-15,False,0.9532710280373832,1.1324274851176914e-14,0.9999999999999452,3.92,True,0.1723563814252204,True,0.6562091387646145,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift;dominant_mode_hits_kmax_boundary
fremlin:8_5:knot.8_5,knot,8_5,UNRESOLVED,0.42945411899571284,0.42729199583546795,0.427669743083077,0.3866965315684546,0.35509904338246656,0.35509904338246656,False,0.17471125352833436,0.0008832685821677334,False,0.771174311652668,0.08898218335090065,0.4272237349000313,4.0,False,0.006140197836489167,True,0.1570257978745671,0.0,True,resolution_or_threshold_unresolved
fremlin:8_6:knot.8_6,knot,8_6,UNRESOLVED,0.21615840918873783,0.22101142480523964,0.2222319921547928,0.2644946526963429,0.2842522093864356,0.2842522093864356,True,0.2515069898812708,0.005492311605176088,False,0.4674943895372657,0.06950713499374293,0.22316420379704702,2.91,True,0.03426248531627511,True,0.08486157298426558,0.0,True,resolution_or_threshold_unresolved
fremlin:8_6:knot.8_6p,knot,8_6,UNRESOLVED,0.1843638357178346,0.2256445093489208,0.2963124454409222,0.3135030319098991,0.35591086656811166,0.35591086656811166,False,1.7118891208884075,0.23849128573335932,False,2.466921924667563,0.11915296396295016,0.8579036170025152,0.25,False,0.02452119119355692,True,0.7893467614937408,0.0,True,resolution_or_threshold_unresolved;large_epsilon_J_drift
