mode,sigma_s^-1,omega_rad_s,abs_omega_rad_s,circularity,omega_times_C_s^-1
29,-3072.0,7.813675768567405e+19,7.813675768567405e+19,0.9289241865454465,7.258312407246343e+19
26,22528.0,-8.259649483496392e+19,8.259649483496392e+19,-0.7053531613929548,5.825969875181866e+19
27,22528.0,8.259649483496392e+19,8.259649483496392e+19,0.7053531613929548,5.825969875181866e+19
19,-4096.0,-9.980060880400087e+19,9.980060880400087e+19,-0.9582699077127528,9.563592018828647e+19
20,-4096.0,9.980060880400087e+19,9.980060880400087e+19,0.9582699077127528,9.563592018828647e+19
16,-28672.0,-1.121533721776658e+20,1.121533721776658e+20,-0.9063136681945931,1.0164613413873372e+20
17,-28672.0,1.121533721776658e+20,1.121533721776658e+20,0.9063136681945931,1.0164613413873372e+20
14,6144.0,-1.172335631675595e+20,1.172335631675595e+20,-0.9458608165687221,1.108866337869287e+20
15,6144.0,1.172335631675595e+20,1.172335631675595e+20,0.9458608165687221,1.108866337869287e+20
12,26624.0,-1.1940591944402688e+20,1.1940591944402688e+20,-0.9127754129164307,1.0899078742518771e+20
13,26624.0,1.1940591944402688e+20,1.1940591944402688e+20,0.9127754129164307,1.0899078742518771e+20
10,100352.0,-1.6060420850705105e+20,1.6060420850705105e+20,-0.9377097450362896,1.5060013141090193e+20
11,100352.0,1.6060420850705105e+20,1.6060420850705105e+20,0.9377097450362896,1.5060013141090193e+20
8,73728.0,-1.6231328347282742e+20,1.6231328347282742e+20,-0.9495457777554851,1.5412389299525242e+20
9,73728.0,1.6231328347282742e+20,1.6231328347282742e+20,0.9495457777554851,1.5412389299525242e+20
6,73728.0,-1.6433540645281196e+20,1.6433540645281196e+20,-0.9446693286490855,1.5524261808705248e+20
7,73728.0,1.6433540645281196e+20,1.6433540645281196e+20,0.9446693286490855,1.5524261808705248e+20
0,53248.0,-2.4961844475252752e+20,2.4961844475252752e+20,-0.9853065187720687,2.4595068082041084e+20
1,53248.0,2.4961844475252752e+20,2.4961844475252752e+20,0.9853065187720687,2.4595068082041084e+20
2,8192.0,-2.4991950807733007e+20,2.4991950807733007e+20,-0.9853280679485072,2.46252706036477e+20
3,8192.0,2.4991950807733007e+20,2.4991950807733007e+20,0.9853280679485072,2.46252706036477e+20
4,10240.0,-2.5025190930344015e+20,2.5025190930344015e+20,-0.9858552541708709,2.4671215965308872e+20
5,10240.0,2.5025190930344015e+20,2.5025190930344015e+20,0.9858552541708709,2.4671215965308872e+20
