blind_id,n_input,G1,G1_metric,G2,G2_holonomy_rad,G2_physical_phase_lock,G3,G3_metric,G4,G4_rel_rmse,G4_a2,G4_a4,G4_quartic_gain,T_CONV,S_CONV
BAFC3FE787B93505B,300,PASS,0.01651185055201274,FAIL,0.9076132568276627,UNTESTED,PASS,1.0507342060583557e-16,FAIL,0.6029670395074295,0.3464633166373251,-1.2621611522675351,0.156298273958235,SKIP,SKIP
BB7AB5E82FD645595,600,FAIL,0.3989868614113045,FAIL,2.6706314746938564,UNTESTED,PASS,1.0196816801503114e-16,FAIL,0.5539779692444751,0.17066200547554175,-1423.2131129541876,0.32871887205796524,SKIP,SKIP
BCA684B35B0395CDD,300,PASS,0.03781661667267965,PASS,-1.356507122345492,UNTESTED,PASS,6.873841287096882e-17,FAIL,0.5588147533406609,0.10591746777077532,-0.24086362389754948,0.1033205876046396,SKIP,SKIP
BD2E8141137403924,899,FAIL,0.9959444077014629,PASS,1.0038566257797876,UNTESTED,PASS,1.1785529466176693e-16,FAIL,0.33185918899880484,0.06584645410252672,-84.45062868041711,0.33972083942924847,SKIP,SKIP
BD90CB1079CEE9EF8,300,PASS,0.048447277879512876,PASS,1.3334204742247908,UNTESTED,PASS,1.3938078266973505e-16,PASS,0.2778333886977541,-0.029357174368431643,0.4131921676335582,0.3664046517755554,SKIP,SKIP
BD92DAC89F5D9EF10,600,FAIL,0.8399963180885146,PASS,-0.5087953274531242,UNTESTED,PASS,7.366839146536999e-17,FAIL,0.4953248397706643,0.07340107287570623,-171.82245364399736,0.25109632342200916,SKIP,SKIP
BDCDB0B41FD7556EF,901,FAIL,0.4369794265718982,FAIL,-2.078934234073208,UNTESTED,PASS,2.393003219636251e-16,SKIP,,,,,SKIP,SKIP
BE94E2C4C47AF7F47,600,FAIL,0.6788235575694849,PASS,1.9688590231204062,UNTESTED,PASS,3.337927537509333e-17,FAIL,0.7413965074822058,0.09761471881638285,-230.23961818228224,0.11174544964431077,SKIP,SKIP
BECA9BC1688693D91,600,FAIL,0.41922616108668437,PASS,-1.980212413137392,UNTESTED,PASS,1.142053035359488e-16,FAIL,0.7061007433247787,0.3603951082303436,-820.9192502478177,0.12474044117059144,SKIP,SKIP
BF022EB079FC1072C,600,FAIL,0.7960667523673788,PASS,-2.788306767827597,UNTESTED,PASS,2.7480349027212773e-17,FAIL,0.6899974898628686,4.860396366177051,-1718.912968524625,0.0579914198373342,SKIP,SKIP
BF304323E4FEECAB6,300,PASS,0.03258461758050494,PASS,-1.9783864485572205,UNTESTED,PASS,1.0259807834330396e-16,SKIP,,,,,SKIP,SKIP
BF467A190573D1B51,300,PASS,0.031172224317107807,PASS,-1.2926850602236135,UNTESTED,PASS,2.4150942014903674e-16,SKIP,,,,,SKIP,SKIP
BF4FCCC3EEF7A3D87,300,PASS,0.04239335538721563,PASS,-2.702768896769809,UNTESTED,PASS,4.0234014908322074e-17,FAIL,0.6490440808444481,0.05681300984256491,-0.13257992485619927,0.13402863307477403,SKIP,SKIP
BF83883652F731793,300,PASS,0.031884793280454696,PASS,1.4099428679677437,UNTESTED,PASS,1.6396492728322343e-17,FAIL,0.6060956586500025,0.03178930670407778,-0.04941455603946099,0.06402238063359592,SKIP,SKIP
BF8860FC15C75EB52,300,PASS,0.03752037767847464,PASS,1.0982351608771768,UNTESTED,PASS,8.774487841792769e-18,PASS,0.21736165829619733,-0.017305079099435742,0.5483659369004441,0.35631180796212325,SKIP,SKIP
BFCB2F86606F07D19,899,FAIL,0.9951044712449176,FAIL,2.004771213924396,UNTESTED,PASS,1.256603298014103e-16,SKIP,,,,,SKIP,SKIP
BFF07A942FC0B79C5,300,PASS,0.03348234140341758,FAIL,-2.725762556843587,UNTESTED,PASS,5.59445500555527e-17,SKIP,,,,,SKIP,SKIP
