catalog_id,topology_key,samples,total_length,sampled_reach_proxy,length_over_diameter_proxy,writhe_sum_midpoint_proxy,edge_cv_max,native_backend
11:1:1,11_1,128,44.558807302808674,0.49997702593628524,44.56085479064296,-14.6560041736096,0.0010772186221085268,True
11:1:1,11_1,256,44.75461217445733,0.49999544402247204,44.75501998018792,-14.789592035137382,0.00036181319054850184,True
11:1:1,11_1,512,44.8047739682582,0.4999963551482252,44.80510058415897,-14.893590118245944,0.00010325572564014868,True
11:1:2,11_2,128,45.8929022210622,0.49999693985851473,45.893183100329196,8.503383969250274,0.001477698402272411,True
11:1:2,11_2,256,46.09392111832709,0.49999794115274515,46.09411091979455,8.135337758572676,0.00042689769657245225,True
11:1:2,11_2,512,46.14619177013159,0.49999200791109644,46.14692939085622,7.995473789512566,0.00012071859571358265,True
L2a1,L2a1,128,12.565109003731092,4.003024773223635e-16,1.5694518165087962e+16,0.0,1.5023314599397596e-14,True
L2a1,L2a1,256,12.566055204577204,9.803898144700174e-17,6.408703466268775e+16,0.0,8.765207733815278e-15,True
L2a1,L2a1,512,12.566291761468364,3.2054800063665987e-16,1.9601263674254228e+16,0.0,4.9806774508660167e-14,True
L4a1,L4a1,128,20.004378877248865,0.4992321713681235,20.03514599472602,0.8360386913864147,0.00015989879842490392,True
L4a1,L4a1,256,20.009305708188883,0.4239592411263895,23.598147849103928,0.8554916076852985,3.3019441729393674e-05,True
L4a1,L4a1,512,20.010042594702263,0.2790346383704943,35.85583981895017,0.8615617135954964,2.1746105300707503e-05,True
L5a1,L5a1,128,25.038788443396935,0.2679291001809359,46.726519117348445,-1.3300834434433715,0.00013239661065444792,True
L5a1,L5a1,256,25.048485227181562,0.2686582101702971,46.61775497444099,-1.3411672037884912,4.992556306003888e-05,True
L5a1,L5a1,512,25.050077053747977,0.24325259100596375,51.48984631603334,-1.344135806863315,4.723038389519536e-05,True
L6a1,L6a1,128,29.28442270391775,0.0656386626065573,223.07296904760696,-1.9792020315712193,0.00042373520706364033,True
L6a1,L6a1,256,29.302116253057783,0.06633986888366342,220.84846372279762,-1.973405684188075,6.290880133480629e-05,True
L6a1,L6a1,512,29.30402493002645,0.06646513401627473,220.44659477291535,-1.9729777868575378,5.7718849901310765e-05,True
L8a1,L8a1,128,37.19291624299903,0.1568883333125826,118.53308483077666,-2.0184887082161564,0.0005845689574786858,True
L8a1,L8a1,256,37.22967900242425,0.1580618514739374,117.76933730452664,-2.008807590872071,0.00011953139826561485,True
L8a1,L8a1,512,37.23389110950227,0.15831650521211152,117.59320691047506,-2.00745992271186,0.00011506988735033307,True
L6a4,L6a4,128,28.997942606793345,0.49931319621646597,29.03782918869817,7.160183442960632e-05,6.095070038870999e-05,True
L6a4,L6a4,256,29.003085694941994,0.4998133938670569,29.01391404354441,6.474696478861633e-05,2.578909322790045e-05,True
L6a4,L6a4,512,29.005674732563474,0.40811144678613626,35.53646309235158,5.631830757029772e-05,1.3620493789194314e-05,True
L6n1,L6n1,128,25.170729020945437,0.06463310314520264,194.7201031366055,0.2419722969674565,0.00011235424063181386,True
L6n1,L6n1,256,25.174168210163362,0.06477407029529439,194.32288333432226,0.25131323440655784,1.5804619793696556e-05,True
L6n1,L6n1,512,25.17456695364468,0.06481212531162353,194.21186107231253,0.2537140291644344,1.6873427459103293e-05,True
