mode,sigma_s^-1,omega_rad_s,abs_omega_rad_s,circularity,omega_times_C_s^-1
36,-896.0,-8.549410259734743e+18,8.549410259734743e+18,-0.9487566710727988,8.111310017661567e+18
37,-896.0,8.549410259734743e+18,8.549410259734743e+18,0.9487566710727988,8.111310017661567e+18
34,2304.0,-8.549410259734779e+18,8.549410259734779e+18,-0.9487566710727993,8.111310017661605e+18
35,2304.0,8.549410259734779e+18,8.549410259734779e+18,0.9487566710727993,8.111310017661605e+18
32,-4352.0,-1.9120674414033117e+19,1.9120674414033117e+19,-0.9895177992266524,1.892024766590341e+19
33,-4352.0,1.9120674414033117e+19,1.9120674414033117e+19,0.9895177992266524,1.892024766590341e+19
30,-2688.0,-1.912067441403313e+19,1.912067441403313e+19,-0.9895177992266525,1.8920247665903428e+19
31,-2688.0,1.912067441403313e+19,1.912067441403313e+19,0.9895177992266525,1.8920247665903428e+19
26,1536.0,-3.1251784603874955e+19,3.1251784603874955e+19,-0.9962926819545761,3.113592429886131e+19
27,1536.0,3.1251784603874955e+19,3.1251784603874955e+19,0.9962926819545761,3.113592429886131e+19
28,-1152.0,-3.1251784603874992e+19,3.1251784603874992e+19,-0.9962926819545761,3.1135924298861347e+19
29,-1152.0,3.1251784603874992e+19,3.1251784603874992e+19,0.9962926819545761,3.1135924298861347e+19
24,-768.0,-4.4290332969825255e+19,4.4290332969825255e+19,-0.9983034854780742,4.421519377676102e+19
25,-768.0,4.4290332969825255e+19,4.4290332969825255e+19,0.9983034854780742,4.421519377676102e+19
22,2560.0,-4.4290332969825395e+19,4.4290332969825395e+19,-0.9983034854780742,4.421519377676116e+19
23,2560.0,4.4290332969825395e+19,4.4290332969825395e+19,0.9983034854780742,4.421519377676116e+19
18,-1792.0,-5.7384081534485045e+19,5.7384081534485045e+19,-0.9990846813294494,5.7331556813264134e+19
19,-1792.0,5.7384081534485045e+19,5.7384081534485045e+19,0.9990846813294494,5.7331556813264134e+19
20,-64.0,-5.738408153448526e+19,5.738408153448526e+19,-0.9990846813294497,5.733155681326436e+19
21,-64.0,5.738408153448526e+19,5.738408153448526e+19,0.9990846813294497,5.733155681326436e+19
14,-64.0,-6.9637922789086904e+19,6.9637922789086904e+19,-0.9994395776056961,6.9598896137663095e+19
15,-64.0,6.9637922789086904e+19,6.9637922789086904e+19,0.9994395776056961,6.9598896137663095e+19
16,-256.0,-6.963792278908727e+19,6.963792278908727e+19,-0.999439577605696,6.9598896137663455e+19
17,-256.0,6.963792278908727e+19,6.963792278908727e+19,0.999439577605696,6.9598896137663455e+19
10,1088.0,-8.019866162829525e+19,8.019866162829525e+19,-0.9996165969880096,8.016791321986936e+19
11,1088.0,8.019866162829525e+19,8.019866162829525e+19,0.9996165969880096,8.016791321986936e+19
12,2560.0,-8.019866162829543e+19,8.019866162829543e+19,-0.9996165969880098,8.016791321986956e+19
13,2560.0,8.019866162829543e+19,8.019866162829543e+19,0.9996165969880098,8.016791321986956e+19
8,-2048.0,-8.832441503919224e+19,8.832441503919224e+19,-0.999708181331362,8.829864032598727e+19
9,-2048.0,8.832441503919224e+19,8.832441503919224e+19,0.999708181331362,8.829864032598727e+19
6,-1536.0,-8.832441503919242e+19,8.832441503919242e+19,-0.9997081813313621,8.829864032598745e+19
7,-1536.0,8.832441503919242e+19,8.832441503919242e+19,0.9997081813313621,8.829864032598745e+19
4,2048.0,-9.344176321036776e+19,9.344176321036776e+19,-0.9997526585826447,9.341865119221514e+19
5,2048.0,9.344176321036776e+19,9.344176321036776e+19,0.9997526585826447,9.341865119221514e+19
2,-1664.0,-9.344176321036791e+19,9.344176321036791e+19,-0.9997526585826448,9.341865119221529e+19
3,-1664.0,9.344176321036791e+19,9.344176321036791e+19,0.9997526585826448,9.341865119221529e+19
0,-1600.0,-9.518877109496586e+19,9.518877109496586e+19,-0.9997660071767149,9.516649760567232e+19
1,-1600.0,9.518877109496586e+19,9.518877109496586e+19,0.9997660071767149,9.516649760567232e+19
