pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns
PAIR_FFA0EF5B966A,TORUS_T2_9,torus,CAND_49A2B0B18B4838B7,CAND_E1895F57AA4E05EA,1.0,1.0,total_beta,1.0,3,1.0
PAIR_AACDC4DC41B7,TWIST_4_1,twist,CAND_25F1C163BF4FA6B1,CAND_731296490C96B842,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_6DE33521ED20,TWIST_4_1,twist,CAND_25F1C163BF4FA6B1,CAND_B7D4734121B88ACD,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_0D414C7583FC,TWIST_4_1,twist,CAND_25F1C163BF4FA6B1,CAND_6E6923DC5FBCA592,0.5,0.5,total_beta,1.0,3,1.0
PAIR_2E691F54F3FA,TWIST_4_1,twist,CAND_25F1C163BF4FA6B1,CAND_3419A12C5E54B7F6,1.0,1.0,total_beta,1.0,3,1.0
PAIR_AE22DC115744,TWIST_5_2,twist,CAND_9D114410B0C38C1E,CAND_906FA663B54733F2,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_9DA38E1C09C4,TWIST_5_2,twist,CAND_9D114410B0C38C1E,CAND_40E2C856BBEB9AB3,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_673B966C03E4,TWIST_5_2,twist,CAND_9D114410B0C38C1E,CAND_C382D67228A2EB4D,0.5,0.5,total_beta,1.0,3,1.0
PAIR_BE66C71BCC1C,TWIST_5_2,twist,CAND_9D114410B0C38C1E,CAND_DBB64668D9C48E48,1.0,1.0,total_beta,1.0,3,1.0
PAIR_B079CE6492CF,TWIST_7_2,twist,CAND_9D3F14CA306D84B0,CAND_D7999A17120A6C0C,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_0EBD06D7C2E4,TWIST_7_2,twist,CAND_9D3F14CA306D84B0,CAND_4EBDEF20D979A3D2,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_B89DC4CDCC39,TWIST_7_2,twist,CAND_9D3F14CA306D84B0,CAND_1F86263D64EEF2A8,0.5,0.5,total_beta,1.0,3,1.0
PAIR_73360382AAD6,TWIST_7_2,twist,CAND_9D3F14CA306D84B0,CAND_6F58FFE562E4013A,1.0,1.0,total_beta,1.0,3,1.0
PAIR_5A07466E64B0,TRIPLE_GEAR_T3_3,triple_gear,CAND_8415C5FD052DB8AD,CAND_2B7FAD3C0D1802B0,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_939CB03B7408,TRIPLE_GEAR_T3_3,triple_gear,CAND_8415C5FD052DB8AD,CAND_67A1EE6247C49A30,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_17D4D42F676E,TRIPLE_GEAR_T3_3,triple_gear,CAND_8415C5FD052DB8AD,CAND_C56CA19D60E455B2,0.5,0.5,total_beta,1.0,3,1.0
PAIR_8D7CE6BC791E,TRIPLE_GEAR_T3_3,triple_gear,CAND_8415C5FD052DB8AD,CAND_E83E2C3287FF6D86,1.0,1.0,total_beta,1.0,3,1.0
