candidate_id,geometry_sha256,n_points,stratum_token,constructor,real_id,source_family,source_path,topology_hint,constructor_parameters_json
QG-150D6A20A3002998,76f6c7aa1d1730e74637ef05b34739f7346275a16ad64b7abc1e8d53e66f4843,512,S-1034B2DDED,track_trefoil,shader_builtin_0016,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-6B4DDB2D40748991,4bee0f4d706b2aec30f7e54b0db7fa7959b4b113a5a702ba20c46822ba75a135,512,S-1034B2DDED,track_trefoil,shader_builtin_0017,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-8CC9E5E7D4495B9B,1ee7d7d8a2d6eeb4e7f5ae7895290cc872d69f2e1a37227aac78e8a85b75ce7b,512,S-1034B2DDED,track_trefoil,shader_builtin_0018,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-2FB39CB1524B2C9C,a205a23855bb5154a31b7c0dc0587fdc28ab3d3762b5fec38cbf264f28b68d7b,512,S-1034B2DDED,track_trefoil,shader_builtin_0019,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-3915D45B3589130D,14a859b2d0dddd60e8648e7ef29dd286f93a29aa7a5beca4d10af0ba3e609fc5,512,S-1034B2DDED,track_trefoil,shader_builtin_0020,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-3BBD3A9F548C29C4,3d92ff8830835590a842790a1408c475383660ee211b7f2633a88b7edb36ce64,512,S-1034B2DDED,track_trefoil,shader_builtin_0021,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-43F29684A318AAA2,156e6d0ec9f0e8aba77eb60eb7d8db3c8883fc6117915d97ff3b26b8e33b81ee,512,S-1034B2DDED,track_trefoil,shader_builtin_0022,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-05BCEE3EEDAA48CC,029411ae6c1c41fecec9949ec905d2c577582d006528e092aede6d4250251d02,512,S-1034B2DDED,track_trefoil,shader_builtin_0023,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-E649F4D9F266BD6D,62491975e03d5162b72a5110c9582d4887bbda1d4ac0919c2c223ba7506cf660,512,S-1034B2DDED,track_trefoil,shader_builtin_0024,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-E99740D56DD29224,11ddf10ca4b9746b0b220014918bca12c9a9f0a46abb9b22d7d0da3006494ca6,512,S-1034B2DDED,track_trefoil,shader_builtin_0025,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-51F784959329B0B3,f1ef841abf1a13cc4e85c65aed5f814509ad269d0cf19d8ce6d5b3c65e01311b,512,S-1034B2DDED,track_trefoil,shader_builtin_0026,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-2B4A7CE6AB126BC5,816a9810d1e072632ced9580bb4ba457488d51540f066f9cd1bb037d89489e7f,512,S-1034B2DDED,track_trefoil,shader_builtin_0027,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-C5A908898AB85146,5d3a69c4a183a6c07ff427513d7ac22b6361485f694981dd98163e846a636a03,512,S-1034B2DDED,track_trefoil,shader_builtin_0028,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-F51A07D04843FC17,f79b0b59b5e12eafea58d6586bccea81497323f75591925bb91eb21500b69a3a,512,S-1034B2DDED,track_trefoil,shader_builtin_0029,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-7106B0BBAC3444A9,2baeab4be89599e74adbfd4120424a3508a4d599205c7b9f362a34aaba731d91,512,S-1034B2DDED,track_trefoil,shader_builtin_0030,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-7A9AA7C749A6DC1E,40dc1dad44190da11d65f82b04a8afe7618de263eca38e63bd9e0699e0d00655,512,S-1034B2DDED,track_trefoil,shader_builtin_0031,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.08248290463863, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-B57AF2CA1B48B082,960ffef47cac176a0200f1835aaf180f15128da4962f0262ee9e707221292a69,512,S-1034B2DDED,track_trefoil,shader_builtin_0032,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-DD496C8DCA9231D4,6c18e2121de5b2dccdfc8f7a7f2fd1c0917301679cd898dfcce26960db098a93,512,S-1034B2DDED,track_trefoil,shader_builtin_0033,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-3EE4E2B1D9ACF8CD,29237075c7b19856c96749a60fe81d22d09e64b3eaa70a20b24b029b0e947812,512,S-1034B2DDED,track_trefoil,shader_builtin_0034,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-B2EC4EB87AB02B9B,196c77ad345695b44de72497fe3e55e7294d3f0fa77ecb9bbbdf5285eee010ad,512,S-1034B2DDED,track_trefoil,shader_builtin_0035,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 1.8, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-7E1C53AA7FBAB902,17b580f48715f2c93482c1f46818a2c9fd04579a33272e89f4873d88ed71e564,512,S-1034B2DDED,track_trefoil,shader_builtin_0036,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-C5EC29B673464CC4,165a57e5a0ac7c1f43f204fd9fce82aab0ab3f3147d77599b072fd5a218d1980,512,S-1034B2DDED,track_trefoil,shader_builtin_0037,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-8D19854B374BD04D,1d8aab37498d5089b0d4fe152da3c1353e4b426f27bc24f972f2fe9f3bb1f5fb,512,S-1034B2DDED,track_trefoil,shader_builtin_0038,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-A2CFF7DAA1FBD857,45199a764ffe558e75b8d869c154b006f1230e36b830c200d4d1c789dc75d5c5,512,S-1034B2DDED,track_trefoil,shader_builtin_0039,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.0, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-382A66DC81C0381E,e62e7aa1bd1bc487510a2f8e0b9c2390ba20c00616e0b6c5aa269f420a10325c,512,S-1034B2DDED,track_trefoil,shader_builtin_0040,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-74FFB8194C8A211D,3d611cb9c6edc3bab195c9591f17a3471f0fde7d52d3c8930bcf16493eeeb222,512,S-1034B2DDED,track_trefoil,shader_builtin_0041,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-594B91EAC1518DA8,5bbb8b3f8b4eabdd7d0c35b22e2491d4f1f508fc550b70123db943ff6f474ce0,512,S-1034B2DDED,track_trefoil,shader_builtin_0042,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-5585BA6EFA05B43F,4bead267e056bc2cabb8e902e9066b938b84e886d07cb8b7776886db90c943a9,512,S-1034B2DDED,track_trefoil,shader_builtin_0043,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.2, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-BF487FE71546CC35,854af8c94a337ee77fcfe315ba4c9c58f1619d71f74a19df499dde683f44c640,512,S-1034B2DDED,track_trefoil,shader_builtin_0044,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 2.4}"
QG-3B3A9AC12BDA27DE,b09a491bef22d7453e167d648d51b9bba539590481f5ea18266da184e2c34fde,512,S-1034B2DDED,track_trefoil,shader_builtin_0045,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 2.7}"
QG-080E8178AF771842,860e4dfe04e691b6c79d9270acc0ff2751c33f2764edac9b3d84090fc3349568,512,S-1034B2DDED,track_trefoil,shader_builtin_0046,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 3.0}"
QG-EC9FA7D9B7547989,41e5b62f5a0d498e6f56eac221419ea8599f710e3f34d00832b4c0cd94bacf8d,512,S-1034B2DDED,track_trefoil,shader_builtin_0047,shader_derived,builtin:track_trefoil_compatibility_sweep,3_1_trefoil,"{""baseR"": 4.35, ""bulge_R"": 2.4, ""p"": 2, ""q"": 3, ""z_weave"": 3.3}"
QG-A959012DBA54FD7A,73059a99e8a0e37b9d7b1d84749794b8677a58260e32147d587f98a22780b994,512,S-63F74A9B14,imported_centerline,relaxed_0002,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,unknown_from_filename,{}
QG-03512B37ABFD6F79,ea26e494f2dc7caade0117182df8971a19645c114be995758d6942f6a1e065b6,512,S-63F74A9B14,imported_centerline,relaxed_0005,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,unknown_from_filename,{}
QG-95B332EBD2131336,29b3a9db0a23144182665cf4d6a39b7660665b5173acd1870b8861826d9828fa,512,S-63F74A9B14,imported_centerline,relaxed_0008,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_10.1_final.txt,unknown_from_filename,{}
QG-5895924EA6221171,2e4ecc5f1eb7984983b4a199f2332c25a9e8b60785a0fefed4f3cf2bde29df4f,512,S-63F74A9B14,imported_centerline,relaxed_0011,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_3.1_final.txt,unknown_from_filename,{}
QG-908A4A141062415C,78873731a74651ae2218da202f7d8db0f88ed6f4513736726fb3e9bc935722e6,512,S-63F74A9B14,imported_centerline,relaxed_0014,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_4.1_final.txt,unknown_from_filename,{}
QG-1CEEA89021B82E96,61fd1f1defa8993f2d6d18c3833d9121dc7b18e0b5f2ad7066cc3bbeb3efa2c0,512,S-63F74A9B14,imported_centerline,relaxed_0017,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_5.1_final.txt,unknown_from_filename,{}
QG-106016A5B701E6A1,0ff15022deb70fa5819828f97df79beead3d3eea205fa511c962eb6c6401d2ae,512,S-63F74A9B14,imported_centerline,relaxed_0020,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_5.2_final.txt,unknown_from_filename,{}
QG-C1980B0B550A7168,9cc33b5cb14c7ba65c2bd7271748944e644042cae00d9ebd67df30e9abaa26e4,512,S-63F74A9B14,imported_centerline,relaxed_0023,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_6.1_final.txt,unknown_from_filename,{}
QG-AF9832493FD98151,b2910e191e36a96de722ef10e328ca82361901dff54fd2a294df681b0267d144,512,S-63F74A9B14,imported_centerline,relaxed_0026,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_6.2_final.txt,unknown_from_filename,{}
QG-DB2FFBCA80DECBF9,503ba43d491c9ee9dbc84e75550056d72f1d0a359a87e92e7621f55e44febd6c,512,S-63F74A9B14,imported_centerline,relaxed_0029,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_6.3_final.txt,unknown_from_filename,{}
QG-7A291555DF5E5948,85db83f809a172e3d5303030928497ccfebed6db287eca9ab7aee7e71c695390,512,S-63F74A9B14,imported_centerline,relaxed_0032,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_7.1_final.txt,unknown_from_filename,{}
QG-2122D4799C516A30,29ea3300f619cd0bf354ea395e57b4df2e4371d01c64c64f18e14fd6ae478850,512,S-63F74A9B14,imported_centerline,relaxed_0035,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_7.2_final.txt,unknown_from_filename,{}
QG-9B3D550A12DFA382,1435f09d6a985f311e3bb4c53bbe558da858d055e81b7542f51d592d56765c8f,512,S-63F74A9B14,imported_centerline,relaxed_0038,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_7.3_final.txt,unknown_from_filename,{}
QG-B30E83D45E69DF88,714f15986ff1e27b97469d4a613da0132ac5a0d50db9272ccd4159d1e580ea26,512,S-63F74A9B14,imported_centerline,relaxed_0041,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_7.4_final.txt,unknown_from_filename,{}
QG-EDAE2ED57764346E,e5544528849f5910a29796a59aac371c79be9ca7e43227bc1b333cb84d695784,512,S-63F74A9B14,imported_centerline,relaxed_0044,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_8.17_final.txt,unknown_from_filename,{}
QG-87E42330107BE622,7b4ac18c59371e03cd798ea210fdafdfd532ba748d29b57161d6b433893b24d4,512,S-63F74A9B14,imported_centerline,relaxed_0047,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_8.18_final.txt,unknown_from_filename,{}
QG-A6BFEF9B5335F622,a387700f678489195ee085c23037129fe8915154b64d9abb2493929bc495815c,512,S-63F74A9B14,imported_centerline,relaxed_0050,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_8.1_final.txt,unknown_from_filename,{}
QG-311FF881C8046742,6a624c1a61d7e944dfde863191615a7236376ea6be7421d78e4b99db6ffcfc15,512,S-63F74A9B14,imported_centerline,relaxed_0053,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_9.1_final.txt,unknown_from_filename,{}
QG-DEDA5C10C7371CF8,4f1f7141e43af8eff9f1070d65b63b6e33bbc6a1bdf79e6816085b82a86f3673,512,S-63F74A9B14,imported_centerline,relaxed_0056,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_9.2_final.txt,unknown_from_filename,{}
QG-7B7DE99601EFD8CA,f188544837b9b8c552201e21373ec38403dbbc648a23a5e023947acb53ccb951,512,S-63F74A9B14,imported_centerline,relaxed_0059,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\knot_9.35_final.txt,unknown_from_filename,{}
QG-6D719C29294D6C85,33c822c83689a2ae9fa02cc2065b4f0a386191b0f680a750cd46e7480602857a,512,S-63F74A9B14,imported_centerline,relaxed_0062,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_0.2.1_final.txt,unknown_from_filename,{}
QG-8BA26B4782DD46ED,38edda6f7b7b0884437a00f21ce6781723a521cb679fd0e8b659d39d52cc14b5,512,S-63F74A9B14,imported_centerline,relaxed_0065,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_0.3.1_final.txt,unknown_from_filename,{}
QG-6674B94E5267C808,cd9f2366fe8c09b92d20f68f04074149e2c9ba07f108e322470eb0b91a464d44,512,S-63F74A9B14,imported_centerline,relaxed_0068,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_2.2.1_final.txt,unknown_from_filename,{}
QG-9E3E5A7E51C3CA69,da4c31f50f88f2cb3c3e466d7c15012d466d565d1019fc84bfbb968d89c89139,512,S-63F74A9B14,imported_centerline,relaxed_0071,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_4.2.1_final.txt,unknown_from_filename,{}
QG-3BA3A28BE4E868A6,cd28b066624f9d2391171b33aa67d10a6313f14b4b8fc498edeb3a8415264ab0,512,S-63F74A9B14,imported_centerline,relaxed_0074,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_5.2.1_final.txt,unknown_from_filename,{}
QG-8E01D5F4369FD683,810faa537929ad780b24bd9a890cc8356d41d506c91edac923dc559cb03a229f,512,S-63F74A9B14,imported_centerline,relaxed_0077,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_6.2.1_final.txt,unknown_from_filename,{}
QG-B0EE1B8A851B9436,fed8efc561cd9d1637a1918dc81e532c2fc41d4b5597023f32fbaf9830c34916,512,S-63F74A9B14,imported_centerline,relaxed_0080,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_6.3.1_final.txt,unknown_from_filename,{}
QG-90DE295E0844CDC3,2bf06e5bbeed0eea85de0d8b498856fb635f0a123ba31e16745383b4b8161634,512,S-63F74A9B14,imported_centerline,relaxed_0083,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_6.3.2_final.txt,unknown_from_filename,{}
QG-D22582881460DE10,13c885f4b3645f167ad305617095a76d2e808e845b2568c8642d01a46f571aea,512,S-63F74A9B14,imported_centerline,relaxed_0086,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_6.3.3_final.txt,unknown_from_filename,{}
QG-FE72B7E51B0AAA0F,ec3b231f08def9d6ec7ea490f52fc11786fa4778fe53d17f7638f6bb2ac56f8c,512,S-63F74A9B14,imported_centerline,relaxed_0089,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_7.2.5_final.txt,unknown_from_filename,{}
QG-1D0A6653CECE7FE0,34c409790639c1637ec455674412b58c0be145792591f3f14c0fb63f9c91d4cf,512,S-63F74A9B14,imported_centerline,relaxed_0092,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_7.2.6_final.txt,unknown_from_filename,{}
QG-ED1A825F433CA123,e7d8d5b7b582261b5ff9a96333dc36609f3d004bf8f870feb44814a2b68f5df4,512,S-63F74A9B14,imported_centerline,relaxed_0095,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_7.2.8_final.txt,unknown_from_filename,{}
QG-28FCB5D7857F86B0,51f968c461633b29667861c74edf5fa6e3bbdddb6403c8063d9237e953db0a08,512,S-63F74A9B14,imported_centerline,relaxed_0098,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_8.2.1_final.txt,unknown_from_filename,{}
QG-31243E3FB2C948A9,d7c79d3bb34ec9a036dd3a79c4b7a1c2e1ffaa0a1ff6eba4be68f92d7ce21eb7,512,S-63F74A9B14,imported_centerline,relaxed_0101,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_9.2.20_final.txt,unknown_from_filename,{}
QG-1174DE4CE23ABEA9,89b7b7212a26dac454f7e104b748dc3a3dd98afec3b57d5c2fff1c3fc19fac8f,512,S-63F74A9B14,imported_centerline,relaxed_0104,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\link_9.2.40_final.txt,unknown_from_filename,{}
