knot,mode_id,family,m,phase,polarization,roughness_lambda_per_R2,retained_norm_fraction,omega_rad_s,gap_eV,status
link_5.2.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,26.688114843506686,0.7645364331564622,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,17.298207431451278,0.7117536877398375,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,41.18233838304123,0.5735143364371422,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,10.939102888968844,0.6832728921036463,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,13.821643274000456,0.8202211670281929,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,12.885178109501595,0.9227756906356558,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,27.140116259109796,0.9617945129937516,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,12.639354155502105,0.7402793698860557,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,23.027864710383252,0.7894920156395472,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,9.230658374521335,0.8616366074701219,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,36.86804298966134,0.8202666085530322,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,22.398325058709165,0.923223632203019,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,25.8954315727487,0.9756658156723677,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,18.07107499988843,0.918621695066491,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,46.22080065976553,0.7813228076177499,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,22.5891701318538,0.9374503924180451,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m07_N_cos,kelvin,7,cos,N,36.03933137256132,0.902170608619906,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m07_B_cos,kelvin,7,cos,B,24.37913435820382,0.8873216183797946,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m07_N_sin,kelvin,7,sin,N,41.05455414679035,0.8294988546985708,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m07_B_sin,kelvin,7,sin,B,13.806007468302937,0.9273087040407632,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m08_N_cos,kelvin,8,cos,N,59.572230199469885,0.9186610882613325,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m08_B_cos,kelvin,8,cos,B,22.088667219332457,0.9622254631328219,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m08_N_sin,kelvin,8,sin,N,13.298670040517427,0.8786867879579215,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m08_B_sin,kelvin,8,sin,B,27.45422680110469,0.8547262068318415,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m09_N_cos,kelvin,9,cos,N,39.09051557494695,0.9375674550090339,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m09_B_cos,kelvin,9,cos,B,22.378813032299274,0.996064375493143,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m09_N_sin,kelvin,9,sin,N,19.87701509734147,0.9567837154710152,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m09_B_sin,kelvin,9,sin,B,23.673014935341936,0.8910172915371859,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m10_N_cos,kelvin,10,cos,N,42.36259734322235,0.9767595840183201,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m10_B_cos,kelvin,10,cos,B,22.959671019594342,0.9806532534481325,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m10_N_sin,kelvin,10,sin,N,31.297591995128354,0.927257416580808,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m10_B_sin,kelvin,10,sin,B,17.77297887148011,0.9690680918871277,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m11_N_cos,kelvin,11,cos,N,34.85444653871029,0.986745979913968,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m11_B_cos,kelvin,11,cos,B,21.966315168467958,0.9874081233569901,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m11_N_sin,kelvin,11,sin,N,38.418631955462175,0.9402556986447135,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m11_B_sin,kelvin,11,sin,B,25.646047944546176,0.9574550512862708,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m12_N_cos,kelvin,12,cos,N,33.4629690463084,0.9877133078369671,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m12_B_cos,kelvin,12,cos,B,25.3296279582412,0.9615385378102733,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m12_N_sin,kelvin,12,sin,N,70.73620926545671,0.8743602671786245,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m12_B_sin,kelvin,12,sin,B,29.44092952069401,0.9686371292071527,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m13_N_cos,kelvin,13,cos,N,41.234757134610405,0.9327818923287556,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m13_B_cos,kelvin,13,cos,B,30.424304935823272,0.9712797450242868,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m13_N_sin,kelvin,13,sin,N,69.79188365930979,0.9256750937264496,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m13_B_sin,kelvin,13,sin,B,30.008062503875703,0.9812626569919661,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m14_N_cos,kelvin,14,cos,N,48.84993073642024,0.9586119389708866,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m14_B_cos,kelvin,14,cos,B,30.218927490428094,0.98061296216183,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m14_N_sin,kelvin,14,sin,N,43.75460273402233,0.9950411282084248,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m14_B_sin,kelvin,14,sin,B,35.53025526190978,0.9836898780516155,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m15_N_cos,kelvin,15,cos,N,64.6436550826647,0.9802463182114665,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m15_B_cos,kelvin,15,cos,B,34.33903650144526,0.9913275161119652,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m15_N_sin,kelvin,15,sin,N,48.566554129508404,0.9649107515782078,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m15_B_sin,kelvin,15,sin,B,33.47121195682878,0.9944884053402104,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m16_N_cos,kelvin,16,cos,N,68.7654197878126,0.9902448678241846,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m16_B_cos,kelvin,16,cos,B,40.73752412834911,0.993182729646557,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m16_N_sin,kelvin,16,sin,N,37.65420322039881,0.9804082053812053,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_5.2.1_final,kelvin_m16_B_sin,kelvin,16,sin,B,37.43818041399723,0.9842548920798517,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,13.258608877895531,0.9300499054360435,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,27.295599291423144,0.9319646908326429,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,3.7964106561358,0.7818217826064668,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,10.84350063598978,0.7375646092209944,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,21.624754673433138,0.679410408660504,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,23.530061459501063,0.9464114839944414,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,6.856885237007383,0.8872052058323959,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,26.644833819091833,0.46620923039660467,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,12.72120821608703,0.8699636158022693,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,24.0029792931909,0.9417699640929413,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,11.013057730252385,0.972501612373636,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,15.430433588492836,0.9456019667967349,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,14.06006630748572,0.7934327899100019,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,48.683723716767055,0.7192250937641366,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,25.86636323604044,0.5694884755755013,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,27.63320445163428,0.6645824356425867,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,9.95093352577762,0.9199362673121668,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,17.775546311978182,0.7736676821443274,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,9.791654180706244,0.7543771355289053,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,18.059768605739347,0.8183466444943793,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,10.723335324855299,0.9268832922762605,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,21.374875741798473,0.8798716178232692,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,10.15293643340165,0.8744800595644355,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,11.634245383491265,0.8907237314482432,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m07_N_cos,kelvin,7,cos,N,10.473518296657577,0.8419232136857846,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m07_B_cos,kelvin,7,cos,B,33.555167324487385,0.8895073883305182,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m07_N_sin,kelvin,7,sin,N,12.965155085606327,0.946950116038872,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m07_B_sin,kelvin,7,sin,B,31.325778589543557,0.7670200721962229,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m08_N_cos,kelvin,8,cos,N,14.567697594643253,0.9332812853183418,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m08_B_cos,kelvin,8,cos,B,32.15411876061138,0.9421622308125679,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m08_N_sin,kelvin,8,sin,N,16.20062265910107,0.9519585848320283,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m08_B_sin,kelvin,8,sin,B,19.687659972997498,0.9419690860822039,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m09_N_cos,kelvin,9,cos,N,19.043279249870828,0.9214211912188599,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m09_B_cos,kelvin,9,cos,B,22.76859552101047,0.9313376678724813,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m09_N_sin,kelvin,9,sin,N,22.032932345444298,0.95367376241992,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m09_B_sin,kelvin,9,sin,B,25.139126550035826,0.9344992362016936,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m10_N_cos,kelvin,10,cos,N,21.489457520605374,0.9664556929197086,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m10_B_cos,kelvin,10,cos,B,36.35522877767391,0.9001823341695634,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m10_N_sin,kelvin,10,sin,N,17.44440043551651,0.9502845364845611,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m10_B_sin,kelvin,10,sin,B,20.82798693958738,0.9625015861054826,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m11_N_cos,kelvin,11,cos,N,39.06766975964756,0.9028790826312559,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m11_B_cos,kelvin,11,cos,B,38.91830426131327,0.9690467059589747,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m11_N_sin,kelvin,11,sin,N,24.80673026369738,0.9512431520046752,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m11_B_sin,kelvin,11,sin,B,25.34750075626447,0.8679651012939027,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m12_N_cos,kelvin,12,cos,N,28.19070212699839,0.9858056394773566,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m12_B_cos,kelvin,12,cos,B,44.112163709794636,0.9917182002712623,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m12_N_sin,kelvin,12,sin,N,24.311972087491462,0.9717098463738116,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m12_B_sin,kelvin,12,sin,B,23.824045132592623,0.9781528876920819,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m13_N_cos,kelvin,13,cos,N,35.61387901668402,0.9200319136729995,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m13_B_cos,kelvin,13,cos,B,47.79009842923629,0.987402132330941,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m13_N_sin,kelvin,13,sin,N,23.95396402330032,0.9787052216385722,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m13_B_sin,kelvin,13,sin,B,35.38960560714907,0.9050456300655841,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m14_N_cos,kelvin,14,cos,N,30.637116551971797,0.9898986859029614,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m14_B_cos,kelvin,14,cos,B,46.92182099452275,0.9911062266998057,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m14_N_sin,kelvin,14,sin,N,32.75781880565887,0.985265870686339,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m14_B_sin,kelvin,14,sin,B,29.69213777265288,0.9926917097698814,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m15_N_cos,kelvin,15,cos,N,42.12828019283293,0.9651989079521246,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m15_B_cos,kelvin,15,cos,B,43.512764842955235,0.9913096747891054,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m15_N_sin,kelvin,15,sin,N,33.21713671697742,0.996041953219437,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m15_B_sin,kelvin,15,sin,B,42.55313928730458,0.9721183023205507,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m16_N_cos,kelvin,16,cos,N,37.31278804386622,0.9924226672487642,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m16_B_cos,kelvin,16,cos,B,53.588082552844696,0.9844229151419365,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m16_N_sin,kelvin,16,sin,N,37.76791181918664,0.9950766177497008,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.2.1_final,kelvin_m16_B_sin,kelvin,16,sin,B,42.728961546685056,0.9915937399322151,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,11.593261744532692,0.9169224486121664,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,30.49899979320503,0.9487825736985273,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,8.066879021172117,0.9137714092108846,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,22.232644153245555,0.9201434445979554,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,16.369331074215896,0.8826653103406401,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,24.540123580866155,0.8658035970603849,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,10.503818822212976,0.852831199906164,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,18.089632121057033,0.9248914523986015,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,15.119137770955618,0.8868504527105948,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,39.313916645371876,0.8638806916529314,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,16.524304228375957,0.6743590094762991,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,12.744798721723727,0.9892362061661779,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,10.792263492699682,0.8290125741411002,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,26.6460309337904,0.9161202650894609,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,14.388114492397552,0.9468304404318623,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,21.511697379141154,0.8509670321494713,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,16.797652559981998,0.8931694988655322,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,26.259006169120823,0.7273179200914012,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,21.915668173489795,0.5900860347978488,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,33.13314767155127,0.8148499990745085,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,14.944844589922845,0.7633046194977449,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,44.513761890208364,0.8612221777968939,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,20.504032653301692,0.7363775605814457,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,20.6821601430791,0.72260898671667,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m07_N_cos,kelvin,7,cos,N,15.516454444019944,0.9549690223371664,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m07_B_cos,kelvin,7,cos,B,36.495701454390506,0.9613601120475599,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m07_N_sin,kelvin,7,sin,N,21.694223490077643,0.8827967974489992,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m07_B_sin,kelvin,7,sin,B,18.03915802231592,0.9144617961701598,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m08_N_cos,kelvin,8,cos,N,19.545812910174817,0.9718574329506823,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m08_B_cos,kelvin,8,cos,B,35.7822463723397,0.8359441287041968,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m08_N_sin,kelvin,8,sin,N,18.32266366242641,0.8944310095716852,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m08_B_sin,kelvin,8,sin,B,30.452921725148276,0.955384516707988,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m09_N_cos,kelvin,9,cos,N,18.294816714006366,0.8820162340970162,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m09_B_cos,kelvin,9,cos,B,49.9773324103593,0.9406425720322585,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m09_N_sin,kelvin,9,sin,N,35.61537273084011,0.8618549053718464,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m09_B_sin,kelvin,9,sin,B,23.09935277182723,0.9014127274729193,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m10_N_cos,kelvin,10,cos,N,17.17317448967399,0.9658471968435015,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m10_B_cos,kelvin,10,cos,B,35.79608704244446,0.9123449475418566,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m10_N_sin,kelvin,10,sin,N,37.2690733205535,0.8527348861495321,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m10_B_sin,kelvin,10,sin,B,24.773152636769026,0.985139198264108,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m11_N_cos,kelvin,11,cos,N,18.41354252689785,0.9959740410858889,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m11_B_cos,kelvin,11,cos,B,33.624758898238305,0.9336978765263018,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m11_N_sin,kelvin,11,sin,N,21.207664472076726,0.9515487090482627,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m11_B_sin,kelvin,11,sin,B,32.908727737187874,0.9687557530929578,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m12_N_cos,kelvin,12,cos,N,19.28971100516993,0.9548101109659896,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m12_B_cos,kelvin,12,cos,B,43.793675847469366,0.950925556483809,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m12_N_sin,kelvin,12,sin,N,25.75687896349439,0.9444762882572735,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m12_B_sin,kelvin,12,sin,B,29.920495856360766,0.9475020974711228,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m13_N_cos,kelvin,13,cos,N,34.05760141976964,0.9609760632825609,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
link_6.3.1_final,kelvin_m13_B_cos,kelvin,13,cos,B,52.25379081360482,0.9798227958879259,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
