knot_target,knot_source,orientation_deg,impact_parameter_R,separation_R,core_radius_R,gamma_proxy,velocity_rms_proxy,shape_velocity_rms_proxy,translation_fraction,rotation_fraction,shape_fraction,mode_capture_fraction,dominant_mode_id,dominant_mode_fraction,writhe_directional_response_per_Rrms,min_segment_distance_R,interpretation
knot_10.1_final,knot_10.1_final,90.0,0.35,4.0,0.05,1.0,0.005402522596564202,0.0029364555189593843,0.704564142988373,6.486489621338069e-06,0.2954293705220061,0.658644567999842,kelvin_m01_N_cos,0.06070957027020422,0.5613803183823762,1.8282725647104694,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,135.0,0.0,3.0,0.05,1.0,0.02478616023785381,0.020969853442123595,0.2800716290175289,0.0041603610750072205,0.7157680099074647,0.5063725967425633,kelvin_m07_B_cos,0.0630663688320688,0.4668795239703982,0.48756283728683947,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,135.0,0.0,4.0,0.05,1.0,0.005582236878485224,0.0032833844535081675,0.6515928205160757,0.0024463322836567334,0.34596084720026643,0.5907926854865989,kelvin_m07_B_cos,0.05701523598097832,0.8203257973526945,1.4442935432258512,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,135.0,0.35,3.0,0.05,1.0,0.022238541440932954,0.01804371388914209,0.32888299290595646,0.01279364908067412,0.6583233580133696,0.5620447437135249,kelvin_m07_B_cos,0.04960314602092589,0.4834989726365535,0.6852861179782783,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,135.0,0.35,4.0,0.05,1.0,0.0057703473055846785,0.003373857321636928,0.6564919388994579,0.0016470925833009624,0.3418609685172416,0.611408829090254,kelvin_m01_N_cos,0.04742279854775611,0.7352748280098353,1.5419840647502796,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,0.0,0.0,3.0,0.05,1.0,0.03201274740782889,0.02274992689630647,0.40349154621893485,0.09148201439520008,0.505026439385864,0.6323244997890013,kelvin_m01_N_sin,0.1255106509686367,-0.01943011179950105,0.6595794957574153,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,0.0,0.0,4.0,0.05,1.0,0.008779145619408669,0.0040969678241250165,0.6863717742972932,0.09584691814967868,0.2177813075530269,0.6734143267825553,kelvin_m01_N_sin,0.1693420914165964,-0.0023437431240225237,1.6341986349199618,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,0.0,0.35,3.0,0.05,1.0,0.030209220857142515,0.020946870557164952,0.4302482040937636,0.08895756338406613,0.48079423252217096,0.6420287088061851,kelvin_m01_N_sin,0.15186014539906068,0.0009297313985356936,0.6906440841776371,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,0.0,0.35,4.0,0.05,1.0,0.008606066906937122,0.003965394407369417,0.6968627300680922,0.09083074429773501,0.2123065256341742,0.6737443893263328,kelvin_m01_N_sin,0.19504561643254154,0.008535785944729923,1.6552376317641193,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,45.0,0.0,3.0,0.05,1.0,0.025637949417468504,0.014610143231296101,0.540910582603557,0.1343444911587578,0.32474492623768664,0.8393903219127072,kelvin_m01_N_sin,0.23747547947097064,0.03673066047760187,0.8682607844722918,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
