axis,case,value,stage,q,cell_over_core,backend,n_nodes,ring_radius_over_core,image_shell,core_model,fd_eps_over_core,spectral_abscissa,gap_after_neutral,gap_mode_branch,unstable_count,mode_min_overlap_prev,mode_median_overlap_prev,gap_mode_overlap_prev,self_jacobian_norm,interaction_jacobian_norm,interaction_to_self_norm,neutral_effective_norm,fd_roundoff_floor,neutral_signal_to_fd_floor,neutral_signal_gate_ok,neutral_gap_normalized,neutral_abscissa_normalized,neutral_positive_count,raw_rms,shape_rms,relative_shape_residual,equilibrium_gate_ok,interaction_decay_exponent
resolution,N32,32,coarse,2.56,12.935817315543076,cpp,32,4.0,2,0,0.0001,0.009903400807394455,0.0012383796923479806,10,6,0.12280786863072882,0.996564622119555,0.9987006938271458,0.5954337493135075,0.0159513451870266,0.026789454251488702,0.0018908209686327828,2.220446049250313e-12,851550060.9758921,True,1.6544038607027964e-05,1.3214323417372635e-14,0,0.04110790769821748,0.00032768106224739124,0.007971241558995718,True,6.236842095962332
resolution,N32,32,coarse,2.585,13.263289089968042,cpp,32,4.0,2,0,0.0001,0.009505602810645608,0.0007661822652839745,10,5,0.24408853735558952,0.9962413232894364,0.9942714159793115,0.5954337493135075,0.013690954497950488,0.022993245703212456,0.0016144628091417507,2.220446049250313e-12,727089410.5654312,True,1.6388386426996643e-05,7.093062074175452e-13,0,0.04167015297577178,0.0002677460603929383,0.0064253678297896705,True,6.112312170957966
resolution,N32,32,coarse,2.61,13.599050851830924,cpp,32,4.0,2,0,0.0001,0.009170816210299746,0.0015543089198915621,10,5,0.11742504714648877,0.9952766211512291,0.998090065894324,0.5954337493135075,0.011784309835649036,0.019791135200575214,0.001382963760008081,2.220446049250313e-12,622831507.4239295,True,1.6231150423520744e-05,-6.374177588544202e-14,0,0.0421617612877067,0.00021895327558082569,0.0051931719381150925,True,5.998655496832787
resolution,N32,32,coarse,2.635,13.94331246316286,cpp,32,4.0,2,0,0.0001,0.008888547094789864,0.0019997034710002868,10,5,0.3744574431446245,0.9983377981670671,0.9993074015360864,0.5954337493135075,0.010169452530133911,0.017079066381202886,0.0011881585997294728,2.220446049250313e-12,535099062.6998704,True,1.6071413869135204e-05,1.2086215812991466e-12,0,0.0425919780988364,0.00017921204300307066,0.004207647801358319,True,5.895223798329204
resolution,N32,32,coarse,2.66,14.296289098677603,cpp,32,4.0,2,0,0.0001,0.008650096960079194,0.0023180839988143,10,5,0.26837116459969096,0.9982551678764724,0.9996067516627488,0.5954337493135075,0.008796512225749288,0.014773284577656268,0.0010235400672198869,2.220446049250313e-12,460961466.5330255,True,1.5914947020181716e-05,5.404465872689131e-13,0,0.0429687893319186,0.00014682079003125237,0.003416917076651009,True,5.801322873110915
resolution,N32,32,coarse,2.685,14.658201380262703,cpp,32,4.0,2,0,0.0001,0.008448253597704378,0.0021107568139749735,15,5,0.18608705991753288,0.9988862534737195,0.997982014338462,0.5954337493135075,0.00762512844618166,0.012806006470027755,0.0008838884205470219,2.220446049250313e-12,398067956.1412664,True,1.5763729265330478e-05,1.7110379953166888e-13,0,0.04329909366042079,0.00012039824877184185,0.0027806182206972273,True,5.716245487440077
resolution,N32,32,coarse,2.71,15.029275514875401,cpp,32,4.0,2,0,0.0001,0.008277035597179896,0.0012884890927273148,14,5,0.6395924761428866,0.994747067107503,0.9969750665859579,0.5954337493135075,0.006622459508062761,0.01112207615993884,0.000764990759162556,2.220446049250313e-12,344521209.790636,True,1.5614402005454292e-05,1.3803452175187596e-12,0,0.04358885437625434,9.882477467634589e-05,0.002267202845555448,True,5.639293596195226
resolution,N32,32,coarse,2.735,15.409743435929318,cpp,32,4.0,2,0,0.0001,0.008131480453078564,0.0008505525006578034,15,4,0.6707647367146772,0.9966960766946772,0.9894406845960496,0.5954337493135075,0.005761639123804324,0.009676373115308097,0.0006634268044581237,2.220446049250313e-12,298780870.9345205,True,1.5479512720276092e-05,-7.238319716183609e-13,0,0.04384323131507217,8.119336030549828e-05,0.0018519018300000643,True,5.569792940690484
resolution,N32,32,coarse,2.76,15.799842948260395,cpp,32,4.0,2,0,0.0001,0.008007468637218339,0.0016610018045001287,15,4,0.6039138284751702,0.9975345105044642,0.9971623644359029,0.5954337493135075,0.005020574899935094,0.008431794310825441,0.000576404249464837,2.220446049250313e-12,259589396.31046104,True,1.5348431894231627e-05,8.274039094432257e-13,0,0.044066694450839446,6.676929573218003e-05,0.0015151872988038047,True,5.507102211375938
resolution,N32,32,coarse,2.785,16.19981787676266,cpp,32,4.0,2,0,0.0001,0.00790157758822769,0.0021212299310069396,15,4,0.5141562728148381,0.9982670279937099,0.9991187548428572,0.5954337493135075,0.004381008680563153,0.007357676123689903,0.0005016313513795731,2.220446049250313e-12,225914676.7150404,True,1.5221894298310804e-05,1.8913374288927556e-12,0,0.044263121199957685,5.495723805819702e-05,0.0012416033159959256,True,5.450618352190799
resolution,N32,32,coarse,2.81,16.6099182187867,cpp,32,4.0,2,0,0.0001,0.007810960687992065,0.0024475378581980942,15,4,0.19634893253002902,0.9995710089915404,0.9995710089915404,0.5954337493135075,0.0038277781252264898,0.006428554192031682,0.00043721770380962137,2.220446049250313e-12,196905348.79567948,True,1.5111911030559367e-05,3.4543114707792335e-12,0,0.04443587953680575,4.527447926985935e-05,0.0010188721308500037,True,5.399779173894627
resolution,N32,32,coarse,2.835,17.03040030039619,cpp,32,4.0,2,0,0.0001,0.007733247120261124,0.00269615051853388,15,4,0.6983493746867786,0.9997578127525099,0.9997578127525099,0.5954337493135075,0.0033482335533585343,0.005623184035535117,0.00038159647730832795,2.220446049250313e-12,171855775.30116796,True,1.5003771899199175e-05,2.0426689988465835e-12,0,0.044587898903298485,3.732932189263297e-05,0.0008372074668418937,True,5.3540640652779725
resolution,N32,32,coarse,2.86,17.46152693657999,cpp,32,4.0,2,0,0.0001,0.007666459155389951,0.0028927188229881063,15,4,0.7183874194886376,0.9963754209595115,0.9998522181717009,0.5954337493135075,0.0029317750923996172,0.0049237637197752804,0.0003334631221283821,2.220446049250313e-12,150178439.25591838,True,1.4901617987053104e-05,5.065527323805613e-12,0,0.044721730697337356,3.080362304954348e-05,0.0006887842346266234,True,5.312993443698271
resolution,N32,32,coarse,2.885,17.90356759552007,cpp,32,4.0,2,0,0.0001,0.00760894393826884,0.0030517301779513545,15,4,0.7345053715794595,0.9998142158194208,0.9999053131105435,0.5954337493135075,0.002569483458611053,0.00431531377180666,0.0002917267738638723,2.220446049250313e-12,131382059.00673322,True,1.481245825717572e-05,5.882955679271636e-13,0,0.044839599903748646,2.5438718914742844e-05,0.0005673270718148432,True,5.276127333220814
resolution,N32,32,coarse,2.91,18.356798567017925,cpp,32,4.0,2,0,0.0001,0.007559317309195304,0.0031823827814248997,15,4,0.6093633289878335,0.9995274503744846,0.9999372414415524,0.5954337493135075,0.002253823944322919,0.0037851800421481265,0.0002554715197159216,2.220446049250313e-12,115054144.0996399,True,1.4730105259879312e-05,-6.433728997995403e-13,0,0.04494344921463366,2.1024079492895174e-05,0.00046778963030834087,True,5.243063415224275
resolution,N32,32,coarse,2.935,18.821503135184646,cpp,32,4.0,2,0,0.0001,0.007516417575735617,0.0032909629888038007,15,4,0.8619724232619446,0.9999285055227806,0.9999573470532983,0.5954337493135075,0.0019784079090960486,0.0033226331415997356,0.00022392536297527018,2.220446049250313e-12,100847018.12542298,True,1.4653727865302483e-05,1.672148168856545e-12,0,0.04503497678723767,1.7388163214854328e-05,0.0003861035234236406,True,5.2134347807096155
resolution,N32,32,coarse,2.96,19.297971755502758,cpp,32,4.0,2,0,0.0001,0.007479267491217909,0.0033819881296632453,15,4,0.4546564268257268,0.9987527341207062,0.9999704432323991,0.5954337493135075,0.001737799656159193,0.0029185441002676647,0.0001964352303848555,2.220446049250313e-12,88466563.03636727,True,1.4581548846801032e-05,2.8733786116498995e-12,0,0.04511566861158381,1.4391041464327536e-05,0.0003189810083105478,True,5.18690749509577
resolution,N32,32,coarse,2.985,19.786502236370332,cpp,32,4.0,2,0,0.0001,0.0074470429835291245,0.0034588235073901566,15,4,0.296853795155828,0.9997009203714422,0.9999791979401513,0.5954337493135075,0.0015273592953991867,0.0025651204641324457,0.00017244674788819428,2.220446049250313e-12,77663110.95305257,True,1.4520756951823248e-05,1.7312376063265556e-12,0,0.04518682630798452,1.1918446284211111e-05,0.0002637593134551501,True,5.163178161889751
resolution,N32,32,coarse,3.01,20.287399925240926,cpp,32,4.0,2,0,0.0001,0.007419047426458408,0.0035240447446048986,15,4,0.7172844601410462,0.9999642418169546,0.9999851721444319,0.5954337493135075,0.0013431142786175993,0.0022556905451968654,0.00015148779807582058,2.220446049250313e-12,68224039.09654425,True,1.4463646263546662e-05,1.815136647186095e-12,0,0.04524959104479401,9.876962379184302e-06,0.0002182773844167295,True,5.141971501961382
resolution,N32,32,coarse,3.035,20.800977899475697,cpp,32,4.0,2,0,0.0001,0.007394690455102123,0.0035796645750658983,15,4,0.43519109167825554,0.9990953288292479,0.9999893178253028,0.5954337493135075,0.0011816538863972303,0.001984526217668368,0.00013315509131476717,2.220446049250313e-12,59967721.96276698,True,1.4410437501065111e-05,-6.465126507175991e-13,0,0.04530496415709678,8.190139494446538e-06,0.0001807779709536222,True,5.123038006803412
resolution,N32,32,coarse,3.06,21.327557162026903,cpp,32,4.0,2,0,0.0001,0.0073734705033913096,0.003627282035484241,15,4,0.6731575945613386,0.9990708267737191,0.9999922349424221,0.5954337493135075,0.001040042171634419,0.0017466967111513469,0.00011710314982953057,2.220446049250313e-12,52738570.19361852,True,1.4363547085989117e-05,1.8236355300863505e-12,0,0.04535382495486543,6.795345536431608e-06,0.00014982960187358185,True,5.106151752684467
resolution,N32,32,coarse,3.085,21.867466842075256,cpp,32,4.0,2,0,0.0001,0.007354960389436308,0.0036681845877973157,15,4,0.799565394580419,0.9999205896198209,0.9999943118077796,0.5954337493135075,0.0009157458167333712,0.0015379474505587912,0.0001030352324881637,2.220446049250313e-12,46402943.46397264,True,1.4321465649375077e-05,3.695963441859747e-12,0,0.04539694613193313,5.64121636387546e-06,0.00012426422578031772,True,5.091108297800833
resolution,N32,32,coarse,3.11,22.421044400746343,cpp,32,4.0,2,0,0.0001,0.007338795396634719,0.0037034203176041854,15,4,0.5214160670253094,0.9999806019838031,0.999995805345809,0.5954337493135075,0.000806574094079096,0.0013545992228505997,9.069582735494912e-05,2.220446049250313e-12,40845769.427980766,True,1.4283355800730016e-05,3.2000054300777435e-12,0,0.04543500712260215,4.685586669101759e-06,0.00010312723527165161,True,5.077722761023397
resolution,N32,32,coarse,3.135,22.988635842034803,cpp,32,4.0,2,0,0.0001,0.007324663399312374,0.003733850354487006,15,4,0.32607460752655887,0.9997182990340219,0.9999968887267539,0.5954337493135075,0.0007106286944824356,0.0011934639165175633,7.986441628721891e-05,2.220446049250313e-12,35967735.543128125,True,1.4250805632836953e-05,7.385489472389755e-12,0,0.04546860569880915,3.893809186708338e-06,8.563731231394059e-05,True,5.065828043200747
resolution,N32,32,coarse,3.16,23.570595929068126,cpp,32,4.0,2,0,0.0001,0.007312296664824595,0.0037601877880790962,15,4,0.523470307809529,0.9999625106368648,0.9999976805264236,0.5954337493135075,0.0006262616369390411,0.0010517738332116312,7.03502757308336e-05,2.220446049250313e-12,31682947.556679383,True,1.4220105583583458e-05,5.339173801411208e-12,0,0.04549826805572569,3.2373877133093884e-06,7.115408677412244e-05,True,5.055273169845496
resolution,N32,32,coarse,3.185,24.167288405845095,cpp,32,4.0,2,0,0.0001,0.00730146503177055,0.00378302710592774,15,4,0.8455636970987033,0.999846840656895,0.9999982630500963,0.5954337493135075,0.0005520398243689809,0.0009271221609548389,6.19881253425674e-05,2.220446049250313e-12,27916969.819418214,True,1.4193687998018529e-05,1.2075171976561324e-11,0,0.04552445759601423,2.6928640266714924e-06,5.9152028796654106e-05,True,5.045921795772591
resolution,N32,32,coarse,3.21,24.779086224587694,cpp,32,4.0,2,0,0.0001,0.007291970219521477,0.00380286682066376,15,4,0.502556800043038,0.9999895060966377,0.9999986941074661,0.5954337493135075,0.0004867150887011373,0.0008174126664171875,5.4634472884001047e-05,2.220446049250313e-12,24605179.17219706,True,1.4168898079544541e-05,-2.220423560518946e-12,0,0.04554758259141825,2.2409104821700043e-06,4.919932858505252e-05,True,5.037650834194481
resolution,N32,32,coarse,3.235,25.406371778848346,cpp,32,4.0,2,0,0.0001,0.007283641069272234,0.003820127102951971,15,4,0.49616661100781545,0.9985720317673895,0.9999990147267899,0.5954337493135075,0.000429198788747068,0.00072081703336753,4.8164533233155325e-05,2.220446049250313e-12,21691377.39213122,True,1.4147447688839066e-05,4.4281318469999035e-12,0,0.0455680028739174,1.8655894312737408e-06,4.094077672079815e-05,True,5.0303491912407985
resolution,N32,32,coarse,3.26,26.049537142518336,cpp,32,4.0,2,0,0.0001,0.007276329553790789,0.003835163688052634,15,4,0.3058691584723888,0.9999563635080284,0.9999992542944067,0.5954337493135075,0.00037854019872639327,0.0006357385673264626,4.2469622629944045e-05,2.220446049250313e-12,19126617.66507816,True,1.4128682741859116e-05,9.648699303894698e-12,0,0.045586035686442865,1.553748111061525e-06,3.4083861157587004e-05,True,5.023916641718603
resolution,N32,32,coarse,3.285,26.708984314886784,cpp,32,4.0,2,0,0.0001,0.007269907422609916,0.003848278958507548,15,4,0.41921271934310167,0.9991468223482787,0.9999994340301096,0.5954337493135075,0.0003339080656816051,0.0005607812222041113,3.7454947775809614e-05,2.220446049250313e-12,16868208.884631757,True,1.4112624025109238e-05,4.568721049131577e-12,0,0.045601960804429,1.294523682338618e-06,2.8387456580877765e-05,True,5.018262798174066
resolution,N32,32,coarse,3.31,27.38512547190322,cpp,32,4.0,2,0,0.0001,0.007264263374000687,0.003859730858197268,15,4,0.5324889250353737,0.9999393478477006,0.9999995693681993,0.5954337493135075,0.00029457482602791884,0.0004947230928168626,3.303772418076946e-05,2.220446049250313e-12,14878868.230968256,True,1.4098714978538491e-05,3.6297716727787385e-12,0,0.04561602502366895,1.0789379330539414e-06,2.365260744429417e-05,True,5.0133061449996745
resolution,N32,32,coarse,3.335,28.07838322380105,cpp,32,4.0,2,0,0.0001,0.0072593006643834265,0.0038697401211256095,15,4,0.45862569610579995,0.9998736721158578,0.999999671607977,0.5954337493135075,0.0002599030607925957,0.0004364936671665745,2.9145570047853552e-05,2.220446049250313e-12,13125997.840701394,True,1.4086061223474638e-05,1.194959880288687e-11,0,0.045628446096563066,8.995650618515629e-07,1.9715005414556997e-05,True,5.008973225026491
resolution,N32,32,coarse,3.36,28.789190879242675,cpp,32,4.0,2,0,0.0001,0.00725493508223307,0.0038784961764097917,15,4,0.6509815446268387,0.9998129467254584,0.9999997490698884,0.5954337493135075,0.00022933384321948254,0.0003851542568487058,2.571513157629078e-05,2.220446049250313e-12,11581065.698476644,True,1.4073213831097057e-05,-2.6268114620070705e-13,0,0.04563941618750477,7.502590912512603e-07,1.643884067598278e-05,True,5.005197831333028
resolution,N32,32,coarse,3.385,29.517992716151486,cpp,32,4.0,2,0,0.0001,0.007251093226253715,0.0038861620039937136,15,6,0.4063412176488733,0.9996084122119205,0.9999998079130447,0.5954337493135075,0.00020237669018553192,0.0003398811209792152,2.269090323415166e-05,2.220446049250313e-12,10219074.33500254,True,1.4065935392578396e-05,1.3768871230582304e-13,0,0.04564910490849404,6.25929990586853e-07,1.3711769197699748e-05,True,5.001920355599409
resolution,N32,32,coarse,3.41,30.265244259400085,cpp,32,4.0,2,0,0.0001,0.007247711038408392,0.003892878150897754,15,6,0.4538186773050865,0.9993504637135378,0.9999998527182653,0.5954337493135075,0.00017860087834765563,0.00029995088211504583,2.0024212867364628e-05,2.220446049250313e-12,9018103.760785082,True,1.4057460749270381e-05,3.571126255697151e-12,0,0.04565766198784105,5.223596331202915e-07,1.144078803814789e-05,True,4.999087092929571
resolution,N32,32,coarse,3.435,31.031412565528075,cpp,32,4.0,2,0,0.0001,0.00724473255084808,0.0038987660715738308,15,6,0.2046003304811183,0.9995123690016744,0.9999998869070744,0.5954337493135075,0.0001576279237817532,0.00026472789619917734,1.7672346611517814e-05,2.220446049250313e-12,7958917.361439387,True,1.404962758965527e-05,7.61280131538075e-12,0,0.04566521961778672,4.360503632698189e-07,9.548850677156848e-06,True,4.996649732199432
resolution,N32,32,coarse,3.46,31.81697651466769,cpp,32,4.0,2,0,0.0001,0.007242108813017233,0.003903930919084343,15,6,0.25611914173355377,0.9998291004101445,0.9999999130449954,0.5954337493135075,0.0001391250575031736,0.00023365329503672715,1.559779267854341e-05,2.220446049250313e-12,7024621.329489035,True,1.4044993413994569e-05,1.6962980922327424e-11,0,0.045671894520843415,3.641002876815898e-07,7.972086367370295e-06,True,4.9945648067795805
resolution,N32,32,coarse,3.485,32.62242710985942,cpp,32,4.0,2,0,0.0001,0.007239796970858092,0.003908463888547892,15,6,0.8364293276931191,0.9994946335127348,0.9999999330624141,0.5954337493135075,0.0001227995551058676,0.00020623546321895037,1.3767586607117723e-05,2.220446049250313e-12,6200369.791360641,True,1.4040008939263452e-05,-3.4763943648913884e-13,0,0.04567778976947733,3.041004879262211e-07,6.657513191004398e-06,True,4.992793205029511
resolution,N32,32,coarse,3.51,33.44826778394491,cpp,32,4.0,2,0,0.0001,0.0072377594747492155,0.003912444192301599,15,6,0.17112266916609134,0.999557246055538,0.9999999484164299,0.5954337493135075,0.00010839380065159059,0.00018204174818199487,1.2152743253098363e-05,2.220446049250313e-12,5473108.998618309,True,1.4035921303669653e-05,2.429426942755702e-11,0,0.04568299638930393,2.5405023322247445e-07,5.561155206578283e-06,True,4.991299799236158
resolution,N32,32,coarse,3.535,34.295014714228856,cpp,32,4.0,2,0,0.0001,0.0072359633967379105,0.003915940730883311,15,6,0.777593132419584,0.999415755085711,0.9999999602100533,0.5954337493135075,9.568098379047807e-05,0.00016069123374479763,1.072776320878334e-05,2.220446049250313e-12,4831355.038959556,True,1.4032218601867026e-05,6.110096656658928e-12,0,0.04568759477211868,2.1228698844689533e-07,4.646490792648284e-06,True,4.990053022744326
resolution,N32,32,coarse,3.56,35.163197145106615,cpp,32,4.0,2,0,0.0001,0.007234379840883229,0.003919013512005863,15,6,0.0015426902252842947,0.9984113990490622,0.9999999692804178,0.5954337493135075,8.446134374500681e-05,0.00014184843207558305,9.470203193463853e-06,2.220446049250313e-12,4265000.357320669,True,1.4030149805551146e-05,2.9673865051798994e-11,0,0.04569165592176378,1.7742858935600687e-07,3.883172666357543e-06,True,4.989024520891344
resolution,N32,32,coarse,3.585,36.05335771885924,cpp,32,4.0,2,0,0.0001,0.007232983432885691,0.003921714858727179,15,6,0.10993730907260867,0.9996011775625,0.9999999762643726,0.5954337493135075,7.455888660930712e-05,0.00012521777056686523,8.360301586561423e-06,2.220446049250313e-12,3765145.1109942994,True,1.4027588970775806e-05,-2.056442996392031e-12,0,0.045695242552952986,1.4832544002655656e-07,3.2459711720464703e-06,True,4.98818887070169
resolution,N32,32,coarse,3.61,36.966052814822504,cpp,32,4.0,2,0,0.0001,0.0072317518777269465,0.003924090441673999,15,6,0.24625123846110353,0.9996324853350584,0.9999999816474384,0.5954337493135075,6.581851332735e-05,0.00011053876842425213,7.380651590225362e-06,2.220446049250313e-12,3323949.9751490396,True,1.4026252253257097e-05,-7.261100835436054e-12,0,0.04569841006067511,1.240209653481906e-07,2.713901100356103e-06,True,4.987523245383463
resolution,N32,32,coarse,3.635,37.901852897142135,cpp,32,4.0,2,0,0.0001,0.007230665575497826,0.003926180162946608,15,6,0.6640354698101191,0.9995274926517994,0.9999999858004804,0.5954337493135075,5.810350425879752e-05,9.758181212567597e-05,6.515915572658613e-06,2.220446049250313e-12,2934507.4945002943,True,1.4025457236964347e-05,1.459952590509336e-12,0,0.045701207375628494,1.0371887278349231e-07,2.269499620239868e-06,True,4.9870072004846575
resolution,N32,32,coarse,3.66,38.86134287133247,cpp,32,4.0,2,0,0.0001,0.0072297072872916585,0.0039280189151629065,15,4,0.0735214352396265,0.9997755485802908,0.9999999890072837,0.5954337493135075,5.129331414910287e-05,8.614445218840953e-05,5.752575174726795e-06,2.220446049250313e-12,2590729.541332036,True,1.4024895046494785e-05,-1.916591822348371e-11,0,0.04570367771924234,8.675603337743304e-08,1.8982287138985903e-06,True,4.986622443933855
resolution,N32,32,coarse,3.685,39.8451224498614,cpp,32,4.0,2,0,0.0001,0.007228861844246427,0.003929637234441252,15,4,0.6611155307759983,0.9998705155069344,0.9999999914853521,0.5954337493135075,4.528163766648271e-05,7.60481543390666e-05,5.078712455858397e-06,2.220446049250313e-12,2287248.7523725773,True,1.4024320677339795e-05,-3.959971944513566e-12,0,0.045705859270193216,7.258000517528263e-08,1.5879803231839734e-06,True,4.986352576752381
resolution,N32,32,coarse,3.71,40.85380652699027,cpp,32,4.0,2,0,0.0001,0.007228115893770151,0.003931061863693561,15,4,0.17672911293308266,0.9999372945520688,0.9999999934016255,0.5954337493135075,3.9974710908973684e-05,6.713544698308027e-05,4.4838180097135115e-06,2.220446049250313e-12,2019332.111774289,True,1.4024064466560005e-05,1.3231020502610201e-11,0,0.04570778575288468,6.073039155297023e-08,1.328666233829484e-06,True,4.986182955542238
resolution,N32,32,coarse,3.735,41.888025563102715,cpp,32,4.0,2,0,0.0001,0.007227457677969952,0.003932316239099185,15,4,0.17476905223651798,0.9998130548782,0.9999999948844029,0.5954337493135075,3.528981920418874e-05,5.926741513203673e-05,3.958622664305592e-06,2.220446049250313e-12,1782805.1555867065,True,1.4024300278765906e-05,-3.506550406068192e-12,0,0.04570948695709497,5.082337346191863e-08,1.1118780114426527e-06,True,4.986100494798781
resolution,N32,32,coarse,3.76,42.94842597876301,cpp,32,4.0,2,0,0.0001,0.007226876839981462,0.003933420911310712,15,4,0.34270951771198427,0.9996921568059107,0.9999999960324042,0.5954337493135075,3.115398532091181e-05,5.232149732330444e-05,3.4949496689785195e-06,2.220446049250313e-12,1573985.40268903,True,1.4025004590246098e-05,-5.246407439495181e-12,0,0.04571098919689577,4.253886758440534e-08,9.306048355500071e-07,True,4.986093512093935
resolution,N32,32,coarse,3.785,44.03567055874993,cpp,32,4.0,2,0,0.0001,0.007226364254472498,0.0039343939105008705,15,4,0.3012856490997096,0.9996657454404674,0.9999999969216797,0.5954337493135075,2.7502815662270445e-05,4.6189547861503025e-05,3.0855848494864245e-06,2.220446049250313e-12,1389623.877836711,True,1.4025038375924297e-05,3.301231600628894e-11,0,0.045712315715977676,3.5609859117891664e-08,7.789992381734682e-07,True,4.986151583033336
resolution,N32,32,coarse,3.81,45.15043886631872,cpp,32,4.0,2,0,0.0001,0.007225911879219234,0.003935251063323806,15,4,0.22832896405625216,0.9998511990419068,0.9999999976108602,0.5954337493135075,2.4279484896862052e-05,4.077613155931212e-05,2.72416243162747e-06,2.220446049250313e-12,1226853.691197418,True,1.402612309916986e-05,-2.1106946457368246e-11,0,0.04571348704566969,2.981353627700893e-08,6.521825002591458e-07,True,4.986265452197431
