n,D,offset_over_D,eps_over_D,channel_phase_rad,gamma_plus,gamma_minus,backend,period_hat,dt_hat,step,shift,recurrence_rms_over_D,plus_rms_over_D,minus_rms_over_D,endpoint_vectorfield_error,pair_min_distance_over_D,segment_max_over_min,accepted
28,1.0,0.35,0.07,3.141592653589793,1.0,-1.0,cpp,0.18,0.006,30,0,0.49628003225029843,0.5717854380758636,0.4070001887285892,2.0457143423826656,0.18365537827399087,5.083799965341628,False
28,1.0,0.5,0.07,3.141592653589793,1.0,-1.0,cpp,0.18,0.006,30,0,0.5040478610143259,0.5639562049710745,0.43598381995305496,1.3865627874084505,0.21961044396299706,13.979343996796315,False
28,1.0,0.5,0.04,3.141592653589793,1.0,-1.0,cpp,0.18,0.006,30,0,0.5093647339548384,0.5701900868821851,0.44021373128862407,1.4529744151705488,0.24631866701088448,18.2641526334228,False
28,1.0,0.5,0.1,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5303046358396819,0.4744674788257176,0.5807982654268886,1.3183856657173494,0.22687153422477446,2.63109235413393,False
28,1.0,0.35,0.1,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5411319889140128,0.4868907519532816,0.5904109200501281,1.152526579692058,0.40130811527943105,2.015350617146667,False
28,1.0,0.5,0.07,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5437473654500639,0.4827868817176874,0.5985308861780504,2.1392110514058142,0.18062703532871083,2.5015664179419033,False
28,1.0,0.5,0.04,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5553807573307334,0.4874491980392035,0.615864311806956,1.3805404508087462,0.15105071997556058,2.4571394695594537,False
28,1.0,0.35,0.07,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5558813809248377,0.5016502072870227,0.6052729044379042,1.1832514514861157,0.3928256209053794,2.125372672940324,False
28,1.0,0.35,0.04,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5651502902511798,0.5109078946916698,0.6146241325263037,1.176382355877525,0.378634773140816,2.1812455580691466,False
28,1.0,0.25,0.07,3.141592653589793,1.0,-1.0,cpp,0.18,0.006,30,0,0.5655735591359142,0.6323591434081269,0.4897640404679285,1.2731338859669048,0.23468929258284396,8.105148000644068,False
28,1.0,0.25,0.1,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.567170629406819,0.5303842839547057,0.6017121878916101,0.36868017040303414,0.35363040250407796,1.4775542549486143,False
28,1.0,0.25,0.1,3.141592653589793,1.0,-1.0,cpp,0.18,0.006,30,0,0.570827004074373,0.6426095369550059,0.48861019245971676,1.3451586648022407,0.181482654337749,7.520352621305747,False
28,1.0,0.25,0.04,3.141592653589793,1.0,-1.0,cpp,0.18,0.006,30,0,0.5719416913577026,0.6403772540874367,0.4941169589010819,1.6763743560698048,0.30517442690773516,8.652010691269748,False
28,1.0,0.25,0.07,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5784973027500879,0.5410069339335303,0.6137016832420248,0.37526230023464796,0.3527983339976494,1.4733616549284687,False
28,1.0,0.25,0.04,0.0,1.0,-1.0,cpp,0.18,0.006,30,0,0.5860281290041092,0.5480731509295617,0.6216701353597868,0.3797830746105832,0.352278151695675,1.4746089377585743,False
28,1.0,0.65,0.1,1.5707963267948966,1.0,-1.0,cpp,0.18,0.006,30,9,0.6004647275596852,0.7946284505027109,0.29946853547295155,1.4937817826117405,0.3538837462768922,23.88669552000503,False
28,1.0,0.65,0.04,1.5707963267948966,1.0,-1.0,cpp,0.18,0.006,30,9,0.6064041818331158,0.8067096049945961,0.29098398014125076,1.219525244356741,0.36647922791849663,10.29198889100957,False
28,1.0,0.65,0.07,1.5707963267948966,1.0,-1.0,cpp,0.18,0.006,30,9,0.6147692848267637,0.8208759894270611,0.2864352581561224,1.3408973848799468,0.2515361965721402,5.853848188868864,False
28,1.0,0.5,0.1,1.5707963267948966,1.0,-1.0,cpp,0.18,0.006,30,9,0.6215176083545872,0.8098905296440548,0.34153419299168947,1.6131454937403946,0.375277787890988,5.073054270700309,False
28,1.0,0.5,0.07,1.5707963267948966,1.0,-1.0,cpp,0.18,0.006,30,9,0.6414728440790408,0.8380131455192451,0.34743170166040926,1.3414878795062362,0.41961294481775935,5.628659042729369,False
28,1.0,0.5,0.04,1.5707963267948966,1.0,-1.0,cpp,0.18,0.006,30,9,0.6425843439399763,0.8425967461177531,0.3403821405204956,1.3870007170536824,0.43745548966121445,5.9878388651126215,False
