link_id,backend,circulation_class,signs,epsilon_D,relative_equilibrium_score,normal_rigid_residual_rms,omega_norm,translation_norm,impulse_norm_D2,neumann_energy_proxy,neumann_self_energy_proxy,neumann_mutual_energy_proxy,mutual_energy_fraction,pair_helicity_proxy_Gamma2
L5a1,cpp,mixed,+-,0.1,0.22442582846273426,0.04511978462983059,0.02157985717611331,0.22219969478483573,8.768475655933827,1.2456858723335378,1.246845984186329,-0.0011601118527913012,-0.0009313036926541271,1.1315979011199293e-06
L5a1,cpp,co-oriented,++,0.1,0.2258740460846766,0.045517114500426566,0.021845737825084213,0.22235857679347096,8.78326855187178,1.2480060960391204,1.246845984186329,0.0011601118527913012,0.000929572264489112,-1.1315979011199293e-06
L6a1,cpp,co-oriented,--,0.1,0.3147449288074085,0.05343036127567027,0.08184668798423127,0.1348123564260974,6.747345338210709,1.0181626463301483,0.8238532670893696,0.19430937924077873,0.1908431623779804,-4.004160418634249
L6a1,cpp,mixed,-+,0.1,0.379114337876818,0.06594548045856385,0.05167193841774757,0.14517044749912553,6.065887941726799,0.6295438878485908,0.8238532670893696,-0.19430937924077873,-0.308651045608295,4.004160418634249
L6a1,cpp,mixed,+-,0.1,0.379114337876818,0.06594548045856385,0.05167193841774757,0.14517044749912553,6.065887941726799,0.6295438878485908,0.8238532670893696,-0.19430937924077873,-0.308651045608295,4.004160418634249
L6a1,cpp,co-oriented,++,0.1,0.3147449288074085,0.05343036127567027,0.08184668798423127,0.1348123564260974,6.747345338210709,1.0181626463301483,0.8238532670893696,0.19430937924077873,0.1908431623779804,-4.004160418634249
L6a2,cpp,co-oriented,--,0.1,0.3651088481698118,0.05816641672099981,0.10593192078346471,0.0637409144531361,5.020538575654039,1.069701857444328,1.0726192191414572,-0.002917361697129195,-0.0027272661787268396,-6.004842103900814
L6a2,cpp,mixed,-+,0.1,0.3646334756032988,0.05817180514035047,0.10577202507013465,0.06474765567514686,5.061061726766736,1.0755365808385864,1.0726192191414572,0.002917361697129195,0.002712470918334134,6.004842103900814
L6a2,cpp,mixed,+-,0.1,0.3646334756032988,0.05817180514035047,0.10577202507013465,0.06474765567514686,5.061061726766736,1.0755365808385864,1.0726192191414572,0.002917361697129195,0.002712470918334134,6.004842103900814
L6a2,cpp,co-oriented,++,0.1,0.3651088481698118,0.05816641672099981,0.10593192078346471,0.0637409144531361,5.020538575654039,1.069701857444328,1.0726192191414572,-0.002917361697129195,-0.0027272661787268396,-6.004842103900814
L6a3,cpp,co-oriented,--,0.1,0.4737663812965809,0.06870324431289701,0.0434122107321881,0.09145478853536697,3.3174087283756606,0.3023056346675756,1.2341481170691768,-0.9318424824016012,-3.082451583895495,6.005230359821228
L6a3,cpp,mixed,-+,0.1,0.21741733623871054,0.04002283037338336,0.05550275913024002,0.17562682316114583,12.199913617844452,2.165990599470778,1.2341481170691768,0.9318424824016014,0.43021538626681055,-6.005230359821228
L6a3,cpp,mixed,+-,0.1,0.21741733623871054,0.04002283037338336,0.05550275913024002,0.17562682316114583,12.199913617844452,2.165990599470778,1.2341481170691768,0.9318424824016014,0.43021538626681055,-6.005230359821228
L6a3,cpp,co-oriented,++,0.1,0.4737663812965809,0.06870324431289701,0.0434122107321881,0.09145478853536697,3.3174087283756606,0.3023056346675756,1.2341481170691768,-0.9318424824016012,-3.082451583895495,6.005230359821228
L6a4,cpp,co-oriented,---,0.1,0.18629153818053334,0.03783997499614391,1.4703718410834617e-05,0.23545695885295767,10.59882677050813,2.174871480490788,2.1746995383553904,0.00017194213539761805,7.905852687847885e-05,5.509231848228439e-09
L6a4,cpp,mixed,--+,0.1,0.18636310123326502,0.037849179342468654,3.7701860870570424e-05,0.2354310062052053,10.598107949677248,2.1747458424943527,2.1746995383553904,4.6304138962227626e-05,2.1291747319364225e-05,4.190838929142451e-09
L6a4,cpp,mixed,-+-,0.1,0.18632141442783587,0.03784051586813023,2.1165597846701193e-05,0.23543316914307255,10.598012626551146,2.1747675692378583,2.1746995383553904,6.803088246787325e-05,3.128190958434906e-05,-7.292895672370039e-09
L6a4,cpp,mixed,-++,0.1,0.18632207877249135,0.03784536727159276,3.7311581079667716e-05,0.23545434404058851,10.599383150442932,2.1744132611985623,2.1746995383553904,-0.000286277156828163,-0.00013165719779981643,-2.4071751050008503e-09
L6a4,cpp,mixed,+--,0.1,0.18632207877249135,0.03784536727159276,3.7311581079667716e-05,0.23545434404058851,10.599383150442932,2.1744132611985623,2.1746995383553904,-0.000286277156828163,-0.00013165719779981643,-2.4071751050008503e-09
L6a4,cpp,mixed,+-+,0.1,0.18632141442783587,0.03784051586813023,2.1165597846701193e-05,0.23543316914307255,10.598012626551146,2.1747675692378583,2.1746995383553904,6.803088246787325e-05,3.128190958434906e-05,-7.292895672370039e-09
L6a4,cpp,mixed,++-,0.1,0.18636310123326502,0.037849179342468654,3.7701860870570424e-05,0.2354310062052053,10.598107949677248,2.1747458424943527,2.1746995383553904,4.6304138962227626e-05,2.1291747319364225e-05,4.190838929142451e-09
L6a4,cpp,co-oriented,+++,0.1,0.18629153818053334,0.03783997499614391,1.4703718410834617e-05,0.23545695885295767,10.59882677050813,2.174871480490788,2.1746995383553904,0.00017194213539761805,7.905852687847885e-05,5.509231848228439e-09
L6a5,cpp,co-oriented,---,0.1,0.2614651946470559,0.054376927198753026,0.03923171810487468,0.21506577540102584,9.808299857263776,2.1489930785939606,1.9784053371666153,0.17058774142734534,0.07938031216878427,2.0006307265944567
L6a5,cpp,mixed,--+,0.1,0.5202822657451652,0.0861630735792781,0.07439293331374694,0.041104885620514134,0.10683250081287808,1.3096949832314029,1.9784053371666153,-0.6687103539352124,-0.5105848021844805,-6.002582671380778
L6a5,cpp,mixed,-+-,0.1,0.21831735475186329,0.04779088425618619,0.013116053736182085,0.2437136426527204,11.665667144582736,2.308617794571914,1.9784053371666153,0.3302124574052987,0.14303470162176837,2.0013192715470653
L6a5,cpp,mixed,-++,0.1,0.2642558017931256,0.05499230006361958,0.03930286581004241,0.21476023472913902,9.788467311219494,2.146315492269184,1.9784053371666153,0.1679101551025688,0.07823181433827625,2.000632673239256
L6a5,cpp,mixed,+--,0.1,0.2642558017931256,0.05499230006361958,0.03930286581004241,0.21476023472913902,9.788467311219494,2.146315492269184,1.9784053371666153,0.1679101551025688,0.07823181433827625,2.000632673239256
L6a5,cpp,mixed,+-+,0.1,0.21831735475186329,0.04779088425618619,0.013116053736182085,0.2437136426527204,11.665667144582736,2.308617794571914,1.9784053371666153,0.3302124574052987,0.14303470162176837,2.0013192715470653
L6a5,cpp,mixed,++-,0.1,0.5202822657451652,0.0861630735792781,0.07439293331374694,0.041104885620514134,0.10683250081287808,1.3096949832314029,1.9784053371666153,-0.6687103539352124,-0.5105848021844805,-6.002582671380778
L6a5,cpp,co-oriented,+++,0.1,0.2614651946470559,0.054376927198753026,0.03923171810487468,0.21506577540102584,9.808299857263776,2.1489930785939606,1.9784053371666153,0.17058774142734534,0.07938031216878427,2.0006307265944567
L6n1,cpp,co-oriented,---,0.1,0.2324591649314067,0.052720654381395816,0.061298866127320516,0.24369461881088234,9.634489118544176,2.0942509301085903,2.0996764862223114,-0.005425556113721086,-0.0025906905594353788,-2.000440622827244
L6n1,cpp,mixed,--+,0.1,0.443719352754703,0.07298024332986874,0.12639232921530896,0.03470904744994572,0.7097103658113479,1.3779410123880442,2.0996764862223114,-0.7217354738342672,-0.5237782077358026,-2.0006009035661405
L6n1,cpp,mixed,-+-,0.1,0.18461172856907243,0.04131766114216279,0.03349383494635075,0.2434490849197395,10.480544859673088,2.6553487219894047,2.0996764862223114,0.5556722357670933,0.20926525814311125,6.001405640355128
L6n1,cpp,mixed,-++,0.1,0.23520527441752426,0.05553623299356378,0.06067833323296021,0.25088639722148126,10.315678600878528,2.271165280403207,2.0996764862223114,0.1714887941808958,0.07550696361052633,-2.000364113961744
L6n1,cpp,mixed,+--,0.1,0.23520527441752426,0.05553623299356378,0.06067833323296021,0.25088639722148126,10.315678600878528,2.271165280403207,2.0996764862223114,0.1714887941808958,0.07550696361052633,-2.000364113961744
L6n1,cpp,mixed,+-+,0.1,0.18461172856907243,0.04131766114216279,0.03349383494635075,0.2434490849197395,10.480544859673088,2.6553487219894047,2.0996764862223114,0.5556722357670933,0.20926525814311125,6.001405640355128
L6n1,cpp,mixed,++-,0.1,0.443719352754703,0.07298024332986874,0.12639232921530896,0.03470904744994572,0.7097103658113479,1.3779410123880442,2.0996764862223114,-0.7217354738342672,-0.5237782077358026,-2.0006009035661405
L6n1,cpp,co-oriented,+++,0.1,0.2324591649314067,0.052720654381395816,0.061298866127320516,0.24369461881088234,9.634489118544176,2.0942509301085903,2.0996764862223114,-0.005425556113721086,-0.0025906905594353788,-2.000440622827244
L7a1,cpp,co-oriented,--,0.1,0.21290509399050714,0.041418751084052234,0.008628438044957859,0.21717915563641788,13.748663182341783,1.382988330005816,1.289349234521982,0.09363909548383398,0.06770779872266905,-0.0005375734906969441
L7a1,cpp,mixed,-+,0.1,0.24321502532200365,0.04495015829531668,0.023723590512507543,0.20203973101971592,11.877563995243332,1.1957101390381482,1.289349234521982,-0.09363909548383376,-0.07831253781887207,0.0005375734906969441
L7a1,cpp,mixed,+-,0.1,0.24321502532200365,0.04495015829531668,0.023723590512507543,0.20203973101971592,11.877563995243332,1.1957101390381482,1.289349234521982,-0.09363909548383376,-0.07831253781887207,0.0005375734906969441
L7a1,cpp,co-oriented,++,0.1,0.21290509399050714,0.041418751084052234,0.008628438044957859,0.21717915563641788,13.748663182341783,1.382988330005816,1.289349234521982,0.09363909548383398,0.06770779872266905,-0.0005375734906969441
L7a2,cpp,co-oriented,--,0.1,0.49482508757465454,0.0712658195596758,0.06652498360078841,0.04356255262208717,2.169837332223843,0.3006045304386861,0.7689216294337454,-0.4683170989950593,-1.5579176345466998,4.0052517211080945
L7a2,cpp,mixed,-+,0.1,0.2222386761032251,0.04320321037011575,0.024324958778819045,0.20544253041338092,12.653197800797749,1.2372387284288047,0.7689216294337454,0.46831709899505924,0.3785179757424704,-4.0052517211080945
L7a2,cpp,mixed,+-,0.1,0.2222386761032251,0.04320321037011575,0.024324958778819045,0.20544253041338092,12.653197800797749,1.2372387284288047,0.7689216294337454,0.46831709899505924,0.3785179757424704,-4.0052517211080945
L7a2,cpp,co-oriented,++,0.1,0.49482508757465454,0.0712658195596758,0.06652498360078841,0.04356255262208717,2.169837332223843,0.3006045304386861,0.7689216294337454,-0.4683170989950593,-1.5579176345466998,4.0052517211080945
L7a3,cpp,co-oriented,--,0.1,0.26060806336344394,0.0483062477541228,0.04915465415609015,0.1868380675419104,11.707035924062614,1.364698980661815,1.3588712450620126,0.0058277355998024305,0.004270345096159046,6.836507089832937e-06
L7a3,cpp,mixed,-+,0.1,0.2626631841998255,0.048410197537203166,0.04963734079892387,0.18556922819915692,11.614393784294656,1.3530435094622097,1.3588712450620126,-0.005827735599802875,-0.004307130967369414,-6.836507089832937e-06
L7a3,cpp,mixed,+-,0.1,0.2626631841998255,0.048410197537203166,0.04963734079892387,0.18556922819915692,11.614393784294656,1.3530435094622097,1.3588712450620126,-0.005827735599802875,-0.004307130967369414,-6.836507089832937e-06
L7a3,cpp,co-oriented,++,0.1,0.26060806336344394,0.0483062477541228,0.04915465415609015,0.1868380675419104,11.707035924062614,1.364698980661815,1.3588712450620126,0.0058277355998024305,0.004270345096159046,6.836507089832937e-06
L7a4,cpp,co-oriented,--,0.1,0.42296671769252703,0.0644042311275045,0.04048065269951343,0.12035214217028119,4.886983221254505,0.2815619752607503,0.5970772664142114,-0.31551529115346116,-1.1205891380086648,-0.00013402137436687375
L7a4,cpp,mixed,-+,0.1,0.2652033037383517,0.05308368656388699,0.049674968344983146,0.1948677628701713,10.773308513233738,0.9125925575676725,0.5970772664142114,0.3155152911534611,0.3457351131532369,0.00013402137436687375
L7a4,cpp,mixed,+-,0.1,0.2652033037383517,0.05308368656388699,0.049674968344983146,0.1948677628701713,10.773308513233738,0.9125925575676725,0.5970772664142114,0.3155152911534611,0.3457351131532369,0.00013402137436687375
L7a4,cpp,co-oriented,++,0.1,0.42296671769252703,0.0644042311275045,0.04048065269951343,0.12035214217028119,4.886983221254505,0.2815619752607503,0.5970772664142114,-0.31551529115346116,-1.1205891380086648,-0.00013402137436687375
L7a5,cpp,co-oriented,--,0.1,0.32554319477413385,0.06030762657042892,0.0910576313398439,0.14194274637288856,7.567514094175183,0.7619689252897539,1.0830369309616357,-0.32106800567188176,-0.42136627231850593,2.0017916811326404
L7a5,cpp,mixed,-+,0.1,0.25608752972035315,0.0453697892215016,0.03245582462595391,0.18964539909081887,12.076034582594344,1.4041049366335177,1.0830369309616357,0.321068005671882,0.22866382511386557,-2.0017916811326404
L7a5,cpp,mixed,+-,0.1,0.25608752972035315,0.0453697892215016,0.03245582462595391,0.18964539909081887,12.076034582594344,1.4041049366335177,1.0830369309616357,0.321068005671882,0.22866382511386557,-2.0017916811326404
L7a5,cpp,co-oriented,++,0.1,0.32554319477413385,0.06030762657042892,0.0910576313398439,0.14194274637288856,7.567514094175183,0.7619689252897539,1.0830369309616357,-0.32106800567188176,-0.42136627231850593,2.0017916811326404
L7a6,cpp,co-oriented,--,0.1,0.24377996019711126,0.0454889682024837,0.03017784212200225,0.1997903729195123,12.178690376518452,1.4993996642375453,1.0417973259891482,0.45760233824839713,0.3051903699612277,2.0019761926089457
L7a6,cpp,mixed,-+,0.1,0.4221455749368409,0.06921760921223685,0.07022316964504595,0.10025910404634762,5.167044889479857,0.5841949877407512,1.0417973259891482,-0.457602338248397,-0.7833041156653464,-2.0019761926089457
L7a6,cpp,mixed,+-,0.1,0.4221455749368409,0.06921760921223685,0.07022316964504595,0.10025910404634762,5.167044889479857,0.5841949877407512,1.0417973259891482,-0.457602338248397,-0.7833041156653464,-2.0019761926089457
L7a6,cpp,co-oriented,++,0.1,0.24377996019711126,0.0454889682024837,0.03017784212200225,0.1997903729195123,12.178690376518452,1.4993996642375453,1.0417973259891482,0.45760233824839713,0.3051903699612277,2.0019761926089457
L7a7,cpp,co-oriented,---,0.1,0.31665032977069973,0.063299674512913,0.06663606406780852,0.1859151591362889,8.9658675366241,1.7923419430614014,1.8271421881567385,-0.03480024509533708,-0.019416074722826984,2.0005385048255953
L7a7,cpp,mixed,--+,0.1,0.25009667020635235,0.05167943512169203,0.011744438944887024,0.23278634594001438,9.875669582649225,1.7227559827676426,1.8271421881567385,-0.10438620538909582,-0.06059256588469207,2.001985745198634
L7a7,cpp,mixed,-+-,0.1,0.3527651476005496,0.06277397466758133,0.11084301893397946,0.09458728976559895,3.5108897992559673,1.9925671760559684,1.8271421881567385,0.16542498789923,0.08302103431547415,-6.003084393157426
L7a7,cpp,mixed,-++,0.1,0.3151759608740361,0.06317101192747851,0.06638924658889479,0.18676432450541816,8.978579673775076,1.8009036507419416,1.8271421881567385,-0.02623853741479687,-0.014569650854995514,2.000560143133197
L7a7,cpp,mixed,+--,0.1,0.3151759608740361,0.06317101192747851,0.06638924658889479,0.18676432450541816,8.978579673775076,1.8009036507419416,1.8271421881567385,-0.02623853741479687,-0.014569650854995514,2.000560143133197
L7a7,cpp,mixed,+-+,0.1,0.3527651476005496,0.06277397466758133,0.11084301893397946,0.09458728976559895,3.5108897992559673,1.9925671760559684,1.8271421881567385,0.16542498789923,0.08302103431547415,-6.003084393157426
L7a7,cpp,mixed,++-,0.1,0.25009667020635235,0.05167943512169203,0.011744438944887024,0.23278634594001438,9.875669582649225,1.7227559827676426,1.8271421881567385,-0.10438620538909582,-0.06059256588469207,2.001985745198634
L7a7,cpp,co-oriented,+++,0.1,0.31665032977069973,0.063299674512913,0.06663606406780852,0.1859151591362889,8.9658675366241,1.7923419430614014,1.8271421881567385,-0.03480024509533708,-0.019416074722826984,2.0005385048255953
L7n1,cpp,co-oriented,--,0.1,0.21987216580653457,0.04205250038331868,0.03845490551312246,0.20440983578838082,11.667162051412399,1.9247850940073628,1.7982431199338578,0.12654197407350498,0.06574342998991499,-4.0018403601638015
L7n1,cpp,mixed,-+,0.1,0.26067944966439277,0.05375693860883986,0.05859087728644704,0.21230071626582495,12.63580136439821,1.6717011458603528,1.7982431199338578,-0.12654197407350498,-0.07569652888428169,4.0018403601638015
L7n1,cpp,mixed,+-,0.1,0.26067944966439277,0.05375693860883986,0.05859087728644704,0.21230071626582495,12.63580136439821,1.6717011458603528,1.7982431199338578,-0.12654197407350498,-0.07569652888428169,4.0018403601638015
L7n1,cpp,co-oriented,++,0.1,0.21987216580653457,0.04205250038331868,0.03845490551312246,0.20440983578838082,11.667162051412399,1.9247850940073628,1.7982431199338578,0.12654197407350498,0.06574342998991499,-4.0018403601638015
L7n2,cpp,co-oriented,--,0.1,0.26488284745416985,0.058957552309329225,0.04821005762398758,0.2294885034806567,12.877180515823149,1.5447632932822384,1.442492783387157,0.10227050989508135,0.06620464788348376,-6.312369010038677e-05
L7n2,cpp,mixed,-+,0.1,0.270148992954184,0.05641559930708297,0.05480620553661919,0.21558375791566284,11.8469919519111,1.3402222734920757,1.442492783387157,-0.10227050989508135,-0.07630861829255074,6.312369010038677e-05
L7n2,cpp,mixed,+-,0.1,0.270148992954184,0.05641559930708297,0.05480620553661919,0.21558375791566284,11.8469919519111,1.3402222734920757,1.442492783387157,-0.10227050989508135,-0.07630861829255074,6.312369010038677e-05
L7n2,cpp,co-oriented,++,0.1,0.26488284745416985,0.058957552309329225,0.04821005762398758,0.2294885034806567,12.877180515823149,1.5447632932822384,1.442492783387157,0.10227050989508135,0.06620464788348376,-6.312369010038677e-05
