cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status
33,2,71;73,oscillatory,0.7192841179712604,-1.1871025243955128e-17,24,0.999948876331;0.999948876331,1.0069050156414314,1.0111512703667098,True,1.3087633128710705,DIAGNOSTIC
34,2,74;76,oscillatory,-0.6656428317800517,-3.3964322225760505e-17,24,-0.999939649486;-0.999939649486,1.1276471730407969,1.1574850438297761,True,1.3087633128710705,DIAGNOSTIC
35,2,75;77,oscillatory,0.6656428317800517,-3.3964322225760505e-17,24,0.999939649486;0.999939649486,1.1276471730407969,1.1574850438297761,True,1.3087633128710705,DIAGNOSTIC
36,2,78;80,oscillatory,-0.6113862085887745,-7.914016829303418e-18,24,-0.999927699156;-0.999927699156,1.4296995594889335,1.458763250564587,True,1.3087633128710705,DIAGNOSTIC
37,2,79;81,oscillatory,0.6113862085887745,-7.914016829303418e-18,24,0.999927699156;0.999927699156,1.4296995594889335,1.458763250564587,True,1.3087633128710705,DIAGNOSTIC
38,2,82;84,oscillatory,-0.556852838692365,-3.759157993919124e-17,24,-0.999911952593;-0.999911952593,1.0218658910168017,1.0286747958988036,True,1.3087633128710705,DIAGNOSTIC
39,2,83;85,oscillatory,0.556852838692365,-3.759157993919124e-17,24,0.999911952593;0.999911952593,1.0218658910168017,1.0286747958988036,True,1.3087633128710705,DIAGNOSTIC
40,2,86;88,oscillatory,-0.5023908704087489,-3.033706451232977e-17,24,-0.999890783936;-0.999890783936,1.0004062486812526,1.0006407605895458,True,1.3087633128710705,DIAGNOSTIC
41,2,87;89,oscillatory,0.5023908704087489,-3.033706451232977e-17,24,0.999890783936;0.999890783936,1.0004062486812526,1.0006407605895458,True,1.3087633128710705,DIAGNOSTIC
42,2,90;92,oscillatory,-0.44835610796842457,-3.693207853674929e-17,24,-0.999861649402;-0.999861649402,1.4907940347967288,1.6741841298906392,True,1.3087633128710705,DIAGNOSTIC
43,2,91;93,oscillatory,0.44835610796842457,-3.693207853674929e-17,24,0.999861649402;0.999861649402,1.4907940347967288,1.6741841298906392,True,1.3087633128710705,DIAGNOSTIC
44,2,94;96,oscillatory,-0.3951098393528237,5.276011219535612e-18,24,-0.999820417218;-0.999820417218,1.0099235529465966,1.0145969370597379,True,1.3087633128710705,DIAGNOSTIC
45,2,95;97,oscillatory,0.3951098393528237,5.276011219535612e-18,24,0.999820417218;0.999820417218,1.0099235529465966,1.0145969370597379,True,1.3087633128710705,DIAGNOSTIC
46,2,98;100,oscillatory,-0.3430163594089917,-1.319002804883903e-18,23,-0.999760068898;-0.999760068898,1.0061575772823146,1.0062897084011948,True,1.3087633128710705,DIAGNOSTIC
47,2,99;101,oscillatory,0.3430163594089917,-1.319002804883903e-18,23,0.999760068898;0.999760068898,1.0061575772823146,1.0062897084011948,True,1.3087633128710705,DIAGNOSTIC
48,2,102;104,oscillatory,-0.2924401362430428,-6.595014024419515e-19,22,-0.99966801299;-0.99966801299,1.008127259591104,1.0098507464475655,True,1.3087633128710705,DIAGNOSTIC
49,2,103;105,oscillatory,0.2924401362430428,-6.595014024419515e-19,22,0.99966801299;0.99966801299,1.008127259591104,1.0098507464475655,True,1.3087633128710705,DIAGNOSTIC
50,2,106;108,oscillatory,-0.24374252748333383,1.8187812114219444e-18,21,-0.999520063086;-0.999520063086,1.015611356323797,1.0158785774378947,True,1.3087633128710705,DIAGNOSTIC
51,2,107;109,oscillatory,0.24374252748333383,1.8187812114219444e-18,21,0.999520063086;0.999520063086,1.015611356323797,1.0158785774378947,True,1.3087633128710705,DIAGNOSTIC
52,2,110;112,oscillatory,-0.197277842758753,4.637119235919972e-18,20,-0.999265478845;-0.999265478845,1.0022672831269128,1.0024721120866151,True,1.3087633128710705,DIAGNOSTIC
53,2,111;113,oscillatory,0.197277842758753,4.637119235919972e-18,20,0.999265478845;0.999265478845,1.0022672831269128,1.0024721120866151,True,1.3087633128710705,DIAGNOSTIC
54,2,114;116,oscillatory,-0.15338821216518472,1.2200775945176104e-17,19,-0.998784388941;-0.998784388941,1.0014997239505405,1.0016214852313294,True,1.3087633128710705,DIAGNOSTIC
55,2,115;117,oscillatory,0.15338821216518472,1.2200775945176104e-17,19,0.998784388941;0.998784388941,1.0014997239505405,1.0016214852313294,True,1.3087633128710705,DIAGNOSTIC
56,2,118;120,oscillatory,-0.11239548365570408,-4.616509817093661e-18,18,-0.997741092594;-0.997741092594,1.5331754215027806,1.5646595593382007,True,1.3087633128710705,DIAGNOSTIC
57,2,119;121,oscillatory,0.11239548365570408,-4.616509817093661e-18,18,0.997741092594;0.997741092594,1.5331754215027806,1.5646595593382007,True,1.3087633128710705,DIAGNOSTIC
58,2,122;124,oscillatory,-0.06864246852262462,-1.7311911814101229e-18,11,0.994421603936;0.994421603936,1.0111516488825614,1.0145749882487611,True,1.3087633128710705,DIAGNOSTIC
59,2,123;125,oscillatory,0.06864246852262462,-1.7311911814101229e-18,11,-0.994421603936;-0.994421603936,1.0111516488825614,1.0145749882487611,True,1.3087633128710705,DIAGNOSTIC
60,2,126;128,oscillatory,-0.07458240020310612,4.2867591158726855e-18,17,-0.994906149448;-0.994906149448,1.0177130239267909,1.0243910003918173,True,1.3087633128710705,DIAGNOSTIC
61,2,127;129,oscillatory,0.07458240020310612,4.2867591158726855e-18,17,0.994906149448;0.994906149448,1.0177130239267909,1.0243910003918173,True,1.3087633128710705,DIAGNOSTIC
62,4,130;132;142;144,oscillatory,-0.08205490903968327,-1.104664849090269e-17,8,0.996281997248;0.996281997248;0.996419245956;0.996419245956,2.474396925866169,4.313870358113394,False,1.3087633128710705,DIAGNOSTIC
63,4,131;133;143;145,oscillatory,0.08205490903968327,-1.104664849090269e-17,8,-0.996419245956;-0.996419245956;-0.996281997248;-0.996281997248,2.474396925866169,4.313870358113394,False,1.3087633128710705,DIAGNOSTIC
64,2,134;136,oscillatory,-0.055239244959538136,-6.028255006695963e-18,12,0.99124932577;0.99124932577,1.555575951422628,1.7541946445832646,True,1.3087633128710705,DIAGNOSTIC
65,2,135;137,oscillatory,0.055239244959538136,-6.028255006695963e-18,12,-0.99124932577;-0.99124932577,1.555575951422628,1.7541946445832646,True,1.3087633128710705,DIAGNOSTIC
66,2,138;140,oscillatory,-0.07752754392417678,-4.682459957337856e-17,10,0.995724638482;0.995724638482,1.1034013970068117,1.113713918888336,True,1.3087633128710705,DIAGNOSTIC
67,2,139;141,oscillatory,0.07752754392417678,-4.682459957337856e-17,10,-0.995724638482;-0.995724638482,1.1034013970068117,1.113713918888336,True,1.3087633128710705,DIAGNOSTIC
68,2,146;148,oscillatory,-0.06001265008122211,-1.1871025243955128e-17,5,0.994185458007;0.994185458007,2.401925521822169,2.6960426860298004,True,1.3087633128710705,DIAGNOSTIC
69,2,147;149,oscillatory,0.06001265008122211,-1.1871025243955128e-17,5,-0.994185458007;-0.994185458007,2.401925521822169,2.6960426860298004,True,1.3087633128710705,DIAGNOSTIC
70,2,150;152,oscillatory,-0.03211805514308626,1.253052664639708e-17,3,0.98272290697;0.98272290697,2.145424422616366,3.0656536725566252,True,1.3087633128710705,DIAGNOSTIC
71,2,151;153,oscillatory,0.03211805514308626,1.253052664639708e-17,3,-0.98272290697;-0.98272290697,2.145424422616366,3.0656536725566252,True,1.3087633128710705,DIAGNOSTIC
72,2,154;156,oscillatory,-0.040109097816423814,3.858083204285417e-17,16,-0.982796986372;-0.982796986372,1.0220735533509688,1.0250908364732167,True,1.3087633128710705,DIAGNOSTIC
73,2,155;157,oscillatory,0.040109097816423814,3.858083204285417e-17,16,0.982796986372;0.982796986372,1.0220735533509688,1.0250908364732167,True,1.3087633128710705,DIAGNOSTIC
74,2,158;160,oscillatory,-0.046844279992517494,3.759157993919124e-17,4,0.99109337947;0.99109337947,10.915542640899293,11.281660499525302,True,1.3087633128710705,DIAGNOSTIC
75,2,159;161,oscillatory,0.046844279992517494,3.759157993919124e-17,4,-0.99109337947;-0.99109337947,10.915542640899293,11.281660499525302,True,1.3087633128710705,DIAGNOSTIC
76,2,162;163,real_dominant,-0.0,-0.0021594309648828277,0,-5.44462070487e-15;5.44462070487e-15,2.60830137446287,2.725398949482262,True,1.3087633128710705,DIAGNOSTIC
77,2,164;166,oscillatory,-0.07071420744630685,1.7147036463490742e-17,6,0.99557074268;0.99557074268,2.7608252460341403,3.0979908482708307,True,1.3087633128710705,DIAGNOSTIC
78,2,165;167,oscillatory,0.07071420744630685,1.7147036463490742e-17,6,-0.99557074268;-0.99557074268,2.7608252460341403,3.0979908482708307,True,1.3087633128710705,DIAGNOSTIC
79,2,168;170,oscillatory,-0.07825921208832014,-1.5828033658606837e-17,7,0.996209684973;0.996209684973,3.3429483620617297,4.327582235593923,True,1.3087633128710705,DIAGNOSTIC
80,2,169;171,oscillatory,0.07825921208832014,-1.5828033658606837e-17,7,-0.996209684973;-0.996209684973,3.3429483620617297,4.327582235593923,True,1.3087633128710705,DIAGNOSTIC
81,2,172;174,oscillatory,-0.0372478169681973,6.595014024419515e-19,13,0.980737402649;0.980737402649,1.0275025290993676,1.0280052331428606,True,1.3087633128710705,DIAGNOSTIC
82,2,173;175,oscillatory,0.0372478169681973,6.595014024419515e-19,13,-0.980737402649;-0.980737402649,1.0275025290993676,1.0280052331428606,True,1.3087633128710705,DIAGNOSTIC
83,2,176;178,oscillatory,-0.016970112781425517,1.170614989334464e-17,2,0.947330797805;0.947330797805,2.7026967551560075,4.256679905782612,True,1.3087633128710705,DIAGNOSTIC
84,2,177;179,oscillatory,0.016970112781425517,1.170614989334464e-17,2,-0.947330797805;-0.947330797805,2.7026967551560075,4.256679905782612,True,1.3087633128710705,DIAGNOSTIC
85,2,180;181,real_dominant,-0.0,0.0021594309648828255,0,-1.98074075036e-15;1.98074075036e-15,2.758566813250292,2.7927726125122403,True,1.3087633128710705,DIAGNOSTIC
86,1,182,oscillatory,-6.269350140342656e-10,-4.2053278217328855e-17,0,-1.56926043008e-07,5429066.265281702,5429066.265281702,True,1.3087633128710705,DIAGNOSTIC
87,1,183,oscillatory,6.269350140342656e-10,-4.2053278217328855e-17,0,1.56926043008e-07,5429066.265281702,5429066.265281702,True,1.3087633128710705,DIAGNOSTIC
88,2,184;186,oscillatory,-0.014003799380137166,3.4541385952897215e-17,13,0.882343903194;0.882343903194,1.334586263984986,1.406424422919142,True,1.3087633128710705,DIAGNOSTIC
89,2,185;187,oscillatory,0.014003799380137166,3.4541385952897215e-17,13,-0.882343903194;-0.882343903194,1.334586263984986,1.406424422919142,True,1.3087633128710705,DIAGNOSTIC
90,2,188;190,oscillatory,-0.007276472286701379,-4.410415628830551e-18,15,-0.695929610094;-0.695929610094,1.4413974892175114,1.445330462286056,True,1.3087633128710705,DIAGNOSTIC
91,2,189;191,oscillatory,0.007276472286701379,-4.410415628830551e-18,15,0.695929610094;0.695929610094,1.4413974892175114,1.445330462286056,True,1.3087633128710705,DIAGNOSTIC
