axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid
-0.75,15d8d5d26b62b229,8102a727aae235bf,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,torus,2,1,P00010,smooth_rankine,OFFSET_CONTROL,0.0068491245677915705,0.0016069848536429667,4.2620965295751825,0.7208494430583335,0.4337500000000001,0.31474850331839943,True,True
-0.75,0a32698953fa622e,ccef5f9b42ef1380,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,2,2,P00011,smooth_rankine,OFFSET_CONTROL,0.02065802178081294,0.01727375915789977,1.195919289598608,-0.2660977451857654,0.011374999999999913,0.213678762270282,True,True
0.75,e5a158bca097cf53,49ebd51c2ac13163,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00012,smooth_rankine,CLOSED,0.0003687832654727803,1.208042282928941e-15,368783265.4727803,2.431344712334329,0.40275000000000016,0.27344592703778203,True,False
0.75,b01050e443f855ef,b92d0cd5eff8adc8,TORUS_T2_3,OFFSET_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00013,smooth_rankine,CLOSED,0.0011961776740895334,0.0015115559199481497,0.7913552243112285,0.7988043629863611,0.07725000000000004,0.2948134338907006,True,True
0.75,6af927b90c6cd619,09189c46392be22a,TORUS_T2_3,OFFSET_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00014,smooth_rankine,TIE,1.257345296150396e-16,5.400549402429572e-16,0.0001257345296150396,-1.7540364094813534,0.13200000000000012,0.38188280265179503,True,True
0.75,c88ddca330db18aa,6e9a729150e35e67,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,torus,2,2,P00015,smooth_rankine,INDETERMINATE,3.829595315921211e-15,8.974455324554377e-16,0.003829595315921211,-0.5424805343412761,0.08550000000000002,0.6613457607527177,False,False
-0.75,fe80f9be1c64e996,18ca6575080b4f39,TORUS_T2_3,CLOSED,OFFSET_CONTROL,0.37,0.05,torus,1,1,P00016,compact_poly,OFFSET_CONTROL,0.002063783128647011,0.017974556603518762,0.11481691449584897,-1.4991685162376507,0.28312499999999996,0.2612528009775795,False,True
-0.75,0f7d18e0f1adb642,9b7797f6941d0b05,TORUS_T2_3,CLOSED,OFFSET_CONTROL,0.37,0.05,torus,1,2,P00017,compact_poly,CLOSED,0.02850624058365201,0.03248867593660068,0.8774208170034351,1.0323587676249377,0.011374999999999913,0.2562838141768499,True,True
-0.75,39259281363d1800,80886fd4680d4f71,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,2,1,P00018,compact_poly,INDETERMINATE,1.1159820376565857e-17,6.32097682072246e-16,1.1159820376565857e-05,-1.2095244890367105,0.17025,0.7383867250538435,False,False
-0.75,18c2301b0a96bf02,20ce455ae6229a2c,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,2,2,P00019,compact_poly,INDETERMINATE,3.1533214813350917e-17,1.130619833264537e-16,3.1533214813350916e-05,0.30762408399299723,0.3988750000000001,0.41377949155013816,False,False
0.75,d0224b5fbe5a0165,53bdb26517a8015e,TORUS_T2_3,CLOSED,OFFSET_CONTROL,0.37,0.05,torus,1,1,P00020,compact_poly,INDETERMINATE,0.0019464097344247004,0.001746101801426401,1.1147172134148573,1.3595378766394797,0.3058749999999999,0.2822166250213883,False,False
0.75,1ccc9cf2ee966f57,483effa6dd6661e7,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,1,2,P00021,compact_poly,INDETERMINATE,0.002087639176089322,0.0018850867569515282,1.107449918891453,0.2879900703511279,0.41049999999999986,0.29702137392468625,False,False
0.75,5b4c7f3942247637,eef68a966e106086,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,torus,2,1,P00022,compact_poly,INDETERMINATE,1.1014952919013655e-15,1.6095146774361675e-15,0.0011014952919013656,0.9155329054596099,0.4492499999999999,0.43616878826271943,False,False
0.75,194c517313b99e17,28cf14609416ce79,TORUS_T2_3,CLOSED,OFFSET_CONTROL,0.37,0.05,torus,2,2,P00023,compact_poly,INDETERMINATE,3.6719732183428264e-17,4.034423542678147e-16,3.6719732183428265e-05,0.5977051775503834,0.004124999999999934,0.3310425688204601,False,False
-0.75,ec933bc37462191e,f8a73914b40d55e9,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00024,gaussian,OFFSET_CONTROL,0.004815117858172072,0.0,4815117858.172072,-0.7580897600882531,0.16687499999999988,0.193979920774768,False,True
-0.75,1be6cf02c88074a9,5c6242710be95312,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,2,P00025,gaussian,CLOSED,0.021411402814807155,0.024259643738661196,0.8825934562544724,-2.5430884949016557,0.00024999999999997247,0.26435392824304993,True,True
-0.75,a461076843504a16,88b78fdd7edfd290,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,2,1,P00026,gaussian,INDETERMINATE,4.3811446522566445e-17,0.0,4.3811446522566444e-05,nan,nan,0.2450843047100292,False,False
-0.75,d956358294b83019,ce4c0be01fe6c539,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,2,2,P00027,gaussian,INDETERMINATE,0.021265032719052893,nan,nan,nan,nan,0.20710271404913844,False,False
0.75,9b4b64e866fc8806,9c58e5a2198b7f71,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,1,P00028,gaussian,CLOSED,0.0003858241579232277,0.0006119838092740253,0.6304483093775263,0.06624234526981354,0.44975,0.2251142715316708,True,True
0.75,2916028abd7b5f58,388ab3a707d9487f,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,1,2,P00029,gaussian,OFFSET_CONTROL,0.0010441884825676832,0.0008040504327532994,1.2986604322717448,1.6762463872818625,0.01574999999999993,0.2420401442966322,True,True
0.75,33c6ec988f2ef708,cc753b21abcd0aff,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,2,1,P00030,gaussian,OFFSET_CONTROL,5.020128925288208e-16,1.3821157913579757e-16,0.0005020128925288207,-1.2981707527528121,0.058374999999999955,0.38945488770114445,False,True
0.75,5aadf9418d7aacd4,06cdb0f11a298d53,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,2,2,P00031,gaussian,TIE,4.0866528695860447e-16,1.4464084304174539e-16,0.00040866528695860445,-2.247867326974115,0.41825,0.45607310361397335,True,True
-0.75,df01b800a6e0d2e4,e1a1c60600e74d06,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,1,P00032,smooth_rankine,CLOSED,0.008370775478914485,0.010986202399316438,0.7619353052730318,2.0827841574424197,0.06174999999999997,0.38058110155581815,True,True
-0.75,cf512a33f6677bf2,95e11471e1be235c,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,2,P00033,smooth_rankine,CLOSED,0.014071419105325923,0.01565387977045676,0.8989093637912448,2.634319655218819,0.00749999999999984,0.45503775121768797,True,True
-0.75,21ecb4cb97783fe6,897c73eba921ae40,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.05,twist,2,1,P00034,smooth_rankine,CLOSED,0.012627051515666777,0.018536104782872178,0.6812138614653542,-1.5489476600564518,0.01912500000000006,0.23768850900641164,True,True
-0.75,7b09f0c104d35ed6,1af8613cfd7c80eb,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,2,2,P00035,smooth_rankine,OFFSET_CONTROL,0.023635767318948096,0.02039165174538336,1.159090377477597,0.8115917075322198,0.0036249999999999893,0.23043492606543173,True,True
0.75,ae18145e31ba329a,2a0b274fb829169e,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.05,twist,1,1,P00036,smooth_rankine,CLOSED,0.000427200303781719,0.0007062598627045024,0.6048769388449002,-2.669977603366576,0.03849999999999998,0.2753451024552219,True,True
0.75,5d1415527a76c415,c1d04240c8e58e7a,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,2,P00037,smooth_rankine,CLOSED,0.0011391452928265855,0.0013910063564495075,0.8189360800149124,-3.0217655508802044,0.24050000000000005,0.29382486544307923,True,True
0.75,c373d4b1bc9df60f,ee497ce6736ea311,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,2,1,P00038,smooth_rankine,CLOSED,3.7646213184618387e-16,3.812264471579399e-15,0.00037646213184618386,0.1634152451761581,0.058374999999999844,0.48147218615665566,True,False
0.75,b9ef995059551e79,1b7cb75cacf7af12,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.05,twist,2,2,P00039,smooth_rankine,CLOSED,1.432267229285222e-15,1.4589745617486214e-16,0.001432267229285222,-2.279756660756826,0.04674999999999996,0.3107820630047676,True,False
-0.75,dbea642f75d94255,30bab5e0abe85e73,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,1,P00040,compact_poly,OFFSET_CONTROL,0.009501864745067912,0.018440721723186445,0.5152653398115509,-1.2277188514384436,0.05449999999999999,0.20280230347774647,False,True
-0.75,0c88d1799f1d1b51,b499739cf53fee32,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,2,P00041,compact_poly,OFFSET_CONTROL,0.027745185294360365,0.02394152612266982,1.1588728785375517,1.815742195424191,0.011375000000000135,0.24775988377417144,True,True
-0.75,8a69cbe5eccab32a,7a67a16a279d0960,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,2,1,P00042,compact_poly,OFFSET_CONTROL,1.2030359220886425e-16,7.744302265681198e-18,0.00012030359220886425,-0.6773324235739624,0.2400000000000002,0.4378614795038593,False,True
-0.75,91742445d1c69d81,f7c3a3e3543e0e0a,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,2,2,P00043,compact_poly,INDETERMINATE,7.274119359488762e-17,4.2000656017884036e-17,7.274119359488763e-05,2.0981682609759065,0.32525000000000004,0.5804538477998398,False,False
0.75,8eb8ba3d685bbcfb,78e7e7b4af3a1a9d,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00044,compact_poly,INDETERMINATE,0.0018825384510478271,0.00201186572948189,0.935717738744241,-2.775994901947632,0.44925000000000015,0.283904985342904,False,False
0.75,ef03be11a250fbb4,6b4b8321876e6116,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,2,P00045,compact_poly,INDETERMINATE,0.0020497384011708645,0.0018894797767231824,1.0848162687010123,0.7245195204003313,0.21724999999999994,0.29436777919318646,False,False
0.75,e575112c34a1723a,296af2467c0393fe,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,2,1,P00046,compact_poly,INDETERMINATE,7.913940780878194e-17,1.8438414788086046e-16,7.913940780878194e-05,2.007048727806717,0.1276250000000001,0.43625029811585214,False,False
0.75,215e03865dfe4caa,3d353ac52ee3e74f,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,2,2,P00047,compact_poly,INDETERMINATE,4.3918616052429105e-17,4.3681152378428095e-17,4.3918616052429104e-05,1.5232464267231047,0.44925000000000037,0.26900070579745816,False,False
-0.75,b612e42fcf8062d4,93c26f4ea0ce2766,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,1,1,P00048,gaussian,CLOSED,0.0,0.0,0.0,2.500769073374407,0.22112500000000002,0.9935624100454413,True,False
-0.75,374d9536a97875b9,1de342c6c06e04a2,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,triple_gear,1,2,P00049,gaussian,OFFSET_CONTROL,0.017458226503939044,0.008877566722763653,1.9665553691838846,-1.304134137507919,0.08162500000000006,0.21384154291426682,True,True
-0.75,7d12cde185c7c9cb,1931fe43bbb7194a,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,2,1,P00050,gaussian,TIE,2.390196074260733e-17,2.2586858647969494e-17,2.390196074260733e-05,-2.375041248858975,0.10100000000000009,0.2944776616456233,True,True
-0.75,9f0a55db03ad88b2,a5d7e8cd2c791a1d,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,triple_gear,2,2,P00051,gaussian,INDETERMINATE,3.0488146952473697e-15,8.955307451632248e-17,0.0030488146952473696,nan,nan,0.21761771447434705,False,False
0.75,b1a98939b386a81f,5e89e388e687ba48,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,0.37,0.05,triple_gear,1,1,P00052,gaussian,OFFSET_CONTROL,0.00016675922823975665,0.0003587836755703669,0.46479045618409354,2.3520173144104497,0.445875,0.22694821944621243,False,True
0.75,4cfced7026d8579b,9a893614badd4e8d,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,triple_gear,1,2,P00053,gaussian,OFFSET_CONTROL,0.0006980497123958021,0.0004665919743986863,1.496060263992761,0.6417837648877284,0.3872500000000001,0.23511861806549195,True,True
0.75,a4974fa41be40830,b9da6eff8143d56a,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,2,1,P00054,gaussian,TIE,2.048607148294453e-16,2.249990932315959e-16,0.0002048607148294453,-1.0135713830608777,0.23612500000000014,0.3479880840132687,True,True
0.75,124b62482078f23f,4302092590f3c216,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,2,2,P00055,gaussian,TIE,2.267324320154477e-16,4.798491675589141e-16,0.00022673243201544772,2.2621475533763156,0.438125,0.49429321982760854,True,True
-0.75,798a1f2215dc2aea,9bf9d285a3465daa,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,1,1,P00056,smooth_rankine,CLOSED,0.0063627625817120415,0.008095494301690157,0.7859634439349354,0.10517732371019894,0.17412499999999986,0.28517642523566306,True,True
-0.75,5ba25ad40eb544f4,1ae9ffb873f4e229,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,triple_gear,1,2,P00057,smooth_rankine,OFFSET_CONTROL,0.011735534092837304,0.009801294247814153,1.1973453501260323,-2.3765513352119942,0.02299999999999991,0.5171069837737976,True,True
-0.75,5f6abdcc06e74379,e0c2fe8ed2081094,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,0.37,0.05,triple_gear,2,1,P00058,smooth_rankine,CLOSED,0.00718349205104874,0.010978285633403853,0.6543364138013847,2.5896603348679443,0.1392500000000001,0.22689993418376228,True,True
-0.75,f63f3c0e9383b075,aa8369bed133882a,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,0.37,0.05,triple_gear,2,2,P00059,smooth_rankine,CLOSED,0.018079175881787625,0.020342839681060078,0.8887242963734308,1.391756670843312,0.011374999999999913,0.26979001061157853,True,True
0.75,7c45752b2ccd7ce2,7a132a09a45a7323,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,0.37,0.05,triple_gear,1,1,P00060,smooth_rankine,OFFSET_CONTROL,0.00026044508878820275,0.0004167525455719842,0.6249394072224497,-2.4302289714384138,0.3993749999999999,0.2819848617276377,False,True
0.75,957bd612ac50a92b,6e906424aae36ba7,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,1,2,P00061,smooth_rankine,OFFSET_CONTROL,0.0007931614471297694,0.0005645287566585839,1.4049974209010192,1.9577172137180323,0.38775000000000004,0.28451117017087263,True,True
0.75,b26e6790cedaf1be,eb08c6408ba64fda,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,2,1,P00062,smooth_rankine,TIE,3.6339036064922105e-16,2.609424353428808e-16,0.00036339036064922105,1.8365592054391946,0.08162500000000006,0.5182071134998186,True,True
0.75,c1073dd0e4d8f290,a23d1feca66e98b6,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,0.37,0.05,triple_gear,2,2,P00063,smooth_rankine,OFFSET_CONTROL,3.1489876571447723e-15,7.513538981177003e-16,0.0031489876571447724,2.789613368459272,0.04674999999999985,0.6467705074419905,False,True
-0.75,7db3849965f3902c,62fc87f19f71d068,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,1,1,P00064,compact_poly,INDETERMINATE,0.0020998606878422205,0.009358855462840356,0.2243715266444478,-0.03284721337370183,0.290875,0.26288273782039856,False,False
-0.75,9a33d98980b5db15,f16d482f5f9c67f7,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,1,2,P00065,compact_poly,CLOSED,0.02208848228832698,0.025897599317785253,0.8529162111623856,-0.7413137556593052,0.015249999999999986,0.19450115423720385,True,True
-0.75,cd5ade7f813a663c,c44ba07c8bfc7f50,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,2,1,P00066,compact_poly,INDETERMINATE,2.4843558371710274e-17,1.8206983166143098e-17,2.4843558371710274e-05,-0.9336690346922935,0.08112500000000011,0.46414138027153634,False,False
-0.75,ae5717adabed9c26,d33a4fbebb1247d2,TRIPLE_GEAR_T3_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,triple_gear,2,2,P00067,compact_poly,INDETERMINATE,1.3125921184689565e-16,1.0572871760528938e-16,0.00013125921184689566,0.8157027084323654,0.023500000000000076,0.42672653339607736,False,False
0.75,54922ef524287cc8,81445b6acb72e56a,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,1,1,P00068,compact_poly,INDETERMINATE,0.0020046120513958236,0.0018958558678977679,1.0573652171241534,-1.9724702685332605,0.383375,0.2803935805551208,False,False
0.75,bf4654039416eacf,e04b93b6b6f70136,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,1,2,P00069,compact_poly,INDETERMINATE,0.0018333322750635906,0.00179637069787567,1.0205756958915162,-2.51679763489214,0.038999999999999924,0.28908742384773783,False,False
0.75,0a0682a1795d36fe,cd523c27588f6d84,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,triple_gear,2,1,P00070,compact_poly,INDETERMINATE,1.0956130497403302e-15,1.6528797937988713e-15,0.0010956130497403302,-1.3807803221681012,0.44925000000000015,0.4363238590050807,False,False
0.75,5c8fd4063078fa62,b002378409373a5f,TRIPLE_GEAR_T3_3,OFFSET_CONTROL,CLOSED,0.37,0.05,triple_gear,2,2,P00071,compact_poly,CLOSED,2.2979097523582154e-16,1.3794464739499653e-16,0.00022979097523582155,2.880916043735559,0.15087499999999987,0.4370287238537627,True,False
