cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,2,0;98,oscillatory,-1.368633066808794,5.919025086916516e-17,64,5.0,UNDERRESOLVED,-0.999986364297;-0.999986364297,1227.5187378248936,2454.0374617473776,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
222,2,540;542,oscillatory,-0.033844167577012564,4.8143602378262464e-17,3,106.66666666666667,RESOLVED,0.985708253445;0.985708253445,3.0822544071258475,5.14532108811249,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
223,2,541;543,oscillatory,0.033844167577012564,4.8143602378262464e-17,3,106.66666666666667,RESOLVED,-0.985708253445;-0.985708253445,3.0822544071258475,5.14532108811249,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
224,2,544;546,oscillatory,-0.09139709556702799,3.1656067317213673e-17,16,20.0,RESOLVED,0.997125963654;0.997125963654,1.0101334394270305,1.0145627408690128,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
225,2,545;547,oscillatory,0.09139709556702799,3.1656067317213673e-17,16,20.0,RESOLVED,-0.997125963654;-0.997125963654,1.0101334394270305,1.0145627408690128,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
226,2,548;550,oscillatory,-0.06590780302607387,-5.078160798803027e-17,5,64.0,RESOLVED,0.995701927142;0.995701927142,1.5606789258017888,1.7588915437360015,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
227,2,549;551,oscillatory,0.06590780302607387,-5.078160798803027e-17,5,64.0,RESOLVED,-0.995701927142;-0.995701927142,1.5606789258017888,1.7588915437360015,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
228,2,552;554,oscillatory,-0.06259683760599441,-6.034437832343856e-17,18,17.77777777777778,RESOLVED,0.993779271894;0.993779271894,1.658464829049925,2.3032092276830736,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
229,2,553;555,oscillatory,0.06259683760599441,-6.034437832343856e-17,18,17.77777777777778,RESOLVED,-0.993779271894;-0.993779271894,1.658464829049925,2.3032092276830736,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
230,2,584;585,real_dominant,-0.0,0.006079548381793686,20,16.0,RESOLVED,-5.15096479805e-15;5.31544987796e-15,3.337069550536121,3.337069550536121,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
231,2,586;588,oscillatory,-0.1110335914165803,1.0156321597606054e-16,9,35.55555555555556,RESOLVED,0.998265389591;0.998265389591,4.040905117397488,7.078531031544207,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
232,2,587;589,oscillatory,0.1110335914165803,1.0156321597606054e-16,9,35.55555555555556,RESOLVED,-0.998265389591;-0.998265389591,4.040905117397488,7.078531031544207,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
233,2,590;592,oscillatory,-0.07818244465322287,-5.787124806428125e-17,17,18.823529411764707,RESOLVED,0.99603676813;0.99603676813,3.4332742429901417,5.820894894558631,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
234,2,591;593,oscillatory,0.07818244465322287,-5.787124806428125e-17,17,18.823529411764707,RESOLVED,-0.99603676813;-0.99603676813,3.4332742429901417,5.820894894558631,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
235,2,594;596,oscillatory,-0.10314726832745105,2.3742050487910256e-17,8,40.0,RESOLVED,0.998042326153;0.998042326153,6.551246993032594,12.09862070199364,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
236,2,595;597,oscillatory,0.10314726832745105,2.3742050487910256e-17,8,40.0,RESOLVED,-0.998042326153;-0.998042326153,6.551246993032594,12.09862070199364,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
237,2,598;600,oscillatory,-0.10214713250712881,5.539811780512393e-17,15,21.333333333333332,RESOLVED,0.997724079545;0.997724079545,1.9428747170845528,2.5154650434260306,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
238,2,599;601,oscillatory,0.10214713250712881,5.539811780512393e-17,15,21.333333333333332,RESOLVED,-0.997724079545;-0.997724079545,1.9428747170845528,2.5154650434260306,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
239,2,604;619,real_dominant,-0.0,-0.006079548381793413,22,14.545454545454545,RESOLVED,-1.69629720649e-14;1.69629720649e-14,2.014722559664029,2.859218249682829,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
240,2,609;611,oscillatory,-0.017799815338464694,-1.360221642536525e-16,2,160.0,RESOLVED,0.955112689964;0.955112689964,1.0533383552763116,1.0547767137333541,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
241,2,610;612,oscillatory,0.017799815338464694,-1.360221642536525e-16,2,160.0,RESOLVED,-0.955112689964;-0.955112689964,1.0533383552763116,1.0547767137333541,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
242,2,620;622,oscillatory,-0.018644618714887172,8.138659494510208e-17,22,14.545454545454545,RESOLVED,-0.93422155181;-0.93422155181,12.632772770075523,24.19281742730621,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
243,2,621;623,oscillatory,0.018644618714887172,8.138659494510208e-17,22,14.545454545454545,RESOLVED,0.93422155181;0.93422155181,12.632772770075523,24.19281742730621,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
244,2,624;625,real_dominant,-0.0,-0.0002020905932337081,0,160.0,RESOLVED,-6.28930184318e-14;6.28930184318e-14,28.23415797953174,29.779967124707785,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
245,2,626;627,real_dominant,-0.0,0.00020209059323365682,0,160.0,RESOLVED,-7.56092129736e-14;7.56092129736e-14,27.88659160014946,29.335615430220027,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
246,1,628,oscillatory,-2.0366004658467107e-10,-4.945958649677926e-17,0,inf,NOT_APPLICABLE,-5.3067498655e-08,7625179.399190989,7625179.399190989,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
247,1,629,oscillatory,2.0366004658467107e-10,-4.945958649677926e-17,0,inf,NOT_APPLICABLE,5.3067498655e-08,7625179.399190989,7625179.399190989,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
248,4,630;632;634;636,oscillatory,-0.04471191711166944,2.4174848283262787e-17,23,13.91304347826087,RESOLVED,-0.987494274899;-0.987494274899;0.987813231889;0.987813231889,1.2445006215815508,1.6853203857091752,False,0.39269277348600645,RESOLVED,relative_equilibrium_reference
249,4,631;633;635;637,oscillatory,0.04471191711166944,2.4174848283262787e-17,23,13.91304347826087,RESOLVED,-0.987813231889;-0.987813231889;0.987494274899;0.987494274899,1.2445006215815508,1.6853203857091752,False,0.39269277348600645,RESOLVED,relative_equilibrium_reference
