schema,catalog_id,topology_key,knotplot_key,conway,component_count,coefficient_count_total,source_database_sha256,source_entry_sha256,source_L,source_D,source_length_over_D,sample_count_per_component,sampled_total_length,sampled_length_over_source_D,source_length_relative_error,edge_cv_max,edge_ratio_max,flatness_min,curvature_max,min_curvature_radius,sampled_dcsd_proxy,inter_component_min_distance,sampled_reach_proxy,length_over_diameter_proxy,ropelength_radius_proxy,writhe_sum_midpoint_proxy,acn_self_sum_midpoint_proxy,linking_matrix_midpoint_proxy,bishop_closure_mismatch_max_rad,Q_geom_reference,Q_phase,Dmin_projected_det1,phase_structure_ir_exponent,catalog_topology_status,geometry_status,dynamic_status,epistemic_status,native_backend,native_backend_error,gates_json,entity_role,topology_class,crossing_number,braid_index,genus,determinant,chirality,amphichirality,metadata_status,notes
sst21d.master-row.v0.1,7:1:2,7_2,7.1.2,5 2,1,238,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,05d4cdf9a9de1e60b51b1c3bb6de391f60e35927b0ea19b2cbee08d4d982e4be,31.931015,1.0,31.931015,600,31.932498713937534,31.932498713937534,4.6466231578771105e-05,4.408620864621359e-05,1.0003516170655662,0.5500155769469317,1.7753286068685845,0.5632760020489115,0.999882344166795,,0.4999411720833975,31.936256200770284,63.87251240154057,-5.705297971747501,11.918036160452987,[[0.0]],1.9214206573874535,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,7:1:4,7_4,7.1.4,3 1 3,1,244,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,4adf3150aa349ae95237f0e283c685fa2d57d145ab3f5cf40664b3c4412cefe3,32.130192,1.0,32.130192,600,32.13181361832733,32.13181361832733,5.047023457958833e-05,5.449159737759448e-05,1.0005264118483828,0.6168961105198257,2.0748932536793157,0.4819525044128148,0.9998459480710135,,0.4819525044128148,33.33504165257427,66.67008330514854,-5.799943420913466,12.27538006452282,[[0.0]],1.337382680379107,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,8:1:1,8_1,8.1.1,6 2,1,253,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,aa9100e6d92c3b7e9cf940116f503222a18ff864951ad86cd7e236588341e3c1,35.491375,1.0,35.491375,600,35.49353026082672,35.49353026082672,6.072632651506387e-05,6.144604402115889e-05,1.0006223349925067,0.4739337172535836,1.886664418045119,0.5300359674118184,0.9997779261208457,,0.49988896306042285,35.50141419759304,71.00282839518609,-2.252759883727138,14.042776444539175,[[0.0]],1.503017710048523,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,8:1:3,8_3,8.1.3,4 4,1,233,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,f9369c3e7a9bfc40c639f58b162839ef0ef4bdd86082f491969ae6018cb35377,35.577579,1.0,35.577579,600,35.5797698285629,35.5797698285629,6.157891077699314e-05,6.679160413273088e-05,1.0005846662105948,0.5407774126176631,1.90026296784339,0.5262429552762904,0.999880558504726,,0.499940279252363,35.584020037124,71.168040074248,0.0020331153868107872,14.098531678239794,[[0.0]],0.015206510725426734,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,8:1:9,8_9,8.1.9,3 1 1 3,1,242,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,865cd658c05efe2ec04c5728a1905d7613da4b09232b941f247bf8dca2500fff,36.217125,1.0,36.217125,600,36.21934406405099,36.21934406405099,6.127112660075813e-05,7.059971831336881e-05,1.0006510767429602,0.5821564178476962,2.025711242024958,0.49365377416791734,0.999723397674455,,0.49365377416791734,36.684966224659014,73.36993244931803,-0.03172703909891805,14.580095570981893,[[0.0]],0.20442752424415364,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,8:1:12,8_12,8.1.12,2 2 2 2,1,236,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,b6cf8af82d78257d02a85d552f13789de12956f4259c4958c39907e93b535e5c,36.917023,1.0,36.917023,600,36.91938734512217,36.91938734512217,6.404484787864183e-05,8.49832303239961e-05,1.0006902738235133,0.6596794087966779,2.23417709783435,0.44759209149951806,0.9997362475307026,,0.44759209149951806,41.242224836273635,82.48444967254727,-0.045329799761428764,15.14012786024848,[[0.0]],0.29154697005234925,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,8:1:17,8_17,8.1.17,.2.2,1,244,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,11c598499a81865891772b9b675a1c8a9bdc9b695d89128f3fb483901cb0e3c0,37.240898,1.0,37.240898,600,37.24333958147537,37.24333958147537,6.556183138673672e-05,7.579956062713906e-05,1.000840764487792,0.6690990797632473,2.4359700482962596,0.410514078651915,0.9998231590875476,,0.410514078651915,45.361829859500276,90.72365971900055,-0.012311608523089379,15.494294860580249,[[0.0]],0.0845741955899528,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,8:1:19,8_19,8.1.19,"3,3,2-",1,237,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,60649ccf7d5c1da8f5e5ac76af1e7668e32eac5d42aa6ab671dc3da267ee7262,30.493519,1.0,30.493519,600,30.49459911836652,30.49459911836652,3.5421243659025084e-05,3.968160437410395e-05,1.0003161324374974,0.5437102675696801,1.6173786658959637,0.6182844012264992,0.9998969438905319,,0.4999484719452659,30.4977420970146,60.9954841940292,-8.692590894270932,11.451925025497058,[[0.0]],1.8975587080413752,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,9:1:1,9_1,9.1.1,9,1,232,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,ce62b03f4eae4aed6831aec5477a69d1b2e984ce54ca691f4710b7b35946586e,37.744167,1.0,37.744167,600,37.746851411781336,37.746851411781336,7.112123527161878e-05,6.049442864441873e-05,1.0005596869678561,0.4269510512779653,1.8887598247824555,0.5294479408546179,0.9998599857076228,,0.4999299928538114,37.7521372505642,75.5042745011284,12.046903012114898,15.22744488070347,[[0.0]],0.4096965563811644,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,9:1:2,9_2,9.1.2,7 2,1,245,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,220ee03baa63521f90a66797d908959691bdebed3719877947716ffd43f107ba,39.016441,1.0,39.016441,600,39.019159596472974,39.019159596472974,6.96782280314573e-05,6.544592303046846e-05,1.0006914315021427,0.5061420585836877,1.822299420337981,0.5487572398033965,0.9997191564059594,,0.4998595782029797,39.03012095591807,78.06024191183614,-6.8339272589539855,15.930578769617762,[[0.0]],1.180135271495837,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,10:1:1,10_1,10.1.1,8 2,1,240,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,ccb575a34c4511a1188e3eebf1e101a357c2a88500973702727801bab0d41ae9,42.58107,1.0,42.58107,600,42.58474175289591,42.58474175289591,8.622970009705241e-05,7.680646909705773e-05,1.0007139308639255,0.5412162699899596,1.6875125861752165,0.5925881727889932,0.9997960256717907,,0.49989801283589536,42.593429719109,85.186859438218,-3.3948668867154606,18.120422415576407,[[0.0]],2.312735145049701,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,10:1:2,10_2,10.1.2,7 1 2,1,248,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,6c1819a55924f7b189199d26678dba999167ddbc13ad7355ee29de119d0d86f1,42.794169,1.0,42.794169,600,42.797993621560984,42.797993621560984,8.937249280357321e-05,9.183644597883187e-05,1.0008485592539345,0.5008133484146199,2.1025997609604694,0.4756016901396389,0.9997783499450814,,0.4756016901396389,44.993525579140915,89.98705115828183,-8.517039350804298,18.49878926785518,[[0.0]],2.9224486416580717,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,10:1:124,10_124,10.1.124,"5,3,2-",1,244,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,ee1c08307f01c539dfe3ceba6589d386a33b263fb6170cad6f7885e12c421a77,35.490845,1.0,35.490845,600,35.49241532691979,35.49241532691979,4.424597159605462e-05,5.319189190170668e-05,1.0003665041616554,0.49651534376752376,1.6063305692401775,0.6225368670366633,0.9997795159194652,,0.4998897579597326,35.50024256526055,71.0004851305211,-11.080248578724296,14.50276405772822,[[0.0]],0.5524062398227068,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,11:1:1,11_1,11.1.1,11,1,231,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,5a3db5256f4350568baf1bdce432c636df01e0fa46b96991772f2cd381bbf8bf,44.804989,1.0,44.804989,600,44.809371984349625,44.809371984349625,9.78235782989585e-05,7.608110147644531e-05,1.0005646008508526,0.4056683744359865,1.6069940079126468,0.6222798561015905,0.9999426211460516,,0.4999713105730258,44.81194324229607,89.62388648459213,-14.907417948327907,19.740432636864526,[[0.0]],0.3954663416407637,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,11:1:2,11_2,11.1.2,9 2,1,235,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,78a5bf23055d7c849fc8929323036c32dc3d8bbc4dde3ae00b28c5fe7126ae49,46.146275,1.0,46.146275,600,46.15098297288603,46.15098297288603,0.00010202281518982801,9.016581572664198e-05,1.0010002565557636,0.47330477047841873,1.8593191378495038,0.5378312843897278,0.9999547062885036,,0.4999773531442518,46.153073416878044,92.30614683375609,7.979635884423854,20.439237703491795,[[0.0]],0.3600673149224153,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":true,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,L2a1,L2a1,L2a1,2,2,4,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,7d63760bf4ca5469c949b59ddebabda1eb8d5a9a9b043826812ccebbf8731d6d,,1.0,,600,12.566313195406991,12.566313195406991,,3.460210340964883e-14,1.000000000000204,0.0,1.0000000000058296,0.9999999999941704,,4.1278743735955275e-16,2.0639371867977637e-16,3.0442576634088016e+16,6.088515326817603e+16,0.0,0.0,"[[0.0,-0.4958948983526986],[-0.4958948983526986,0.0]]",0.0,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":null,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,L4a1,L4a1,L4a1,4,2,463,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,4e661a8b11c652d6f01059fb9883f5b4a792d813df0a41de803b7bef5eecd97d,,1.0,,600,20.01016107732658,20.01016107732658,,1.9388967111353574e-05,1.0001423290736975,0.2214562553958961,3.679817649851888,0.27175259622993814,1.0000417377085022,0.9996164665327528,0.27175259622993814,36.81687195436281,73.63374390872562,0.862212126987682,1.2410664311083721,"[[0.0,2.000104048823492],[2.000104048823492,0.0]]",2.2345461898007417,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":null,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,L5a1,L5a1,L5a1,2 1 2,2,449,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,a0f0f8c200b838757b14a609f6f1d2c65ca6f814d7dd5b3bd603e85b8a2093b0,,1.0,,600,25.050321455148424,25.050321455148424,,4.2334409961899164e-05,1.000456633360951,0.13382147208762696,3.9139989419599286,0.25549317075166394,0.999511533409258,0.537631066731297,0.25549317075166394,49.02346583560351,98.04693167120702,-1.3444106406992933,2.6608108428006454,"[[0.0,-3.3448411993307244e-08],[-3.3448411993307244e-08,0.0]]",1.1172243369073152,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":null,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,L6a1,L6a1,L6a1,2 2 2,2,451,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,a7fbbf0449585e6d3cce54ee0a96793ab5913b3cf784d3cd754bbecba17b1a44,,1.0,,600,29.304294325577263,29.304294325577263,,7.57044101496584e-05,1.0007218090748222,0.18239348614189124,3.875155660048698,0.25805415000734017,0.9991448664200505,0.1329784225974177,0.06648921129870886,220.3687918174051,440.7375836348102,-1.9730039657638467,4.343181420633834,"[[0.0,-2.0002619845483354],[-2.0002619845483354,0.0]]",1.4305430581296945,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":null,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
sst21d.master-row.v0.1,L8a1,L8a1,L8a1,.2 1,2,425,942cb24b2a461b66cc3d35352f0723de97718a0e579ec524b8bb1c7ac4b9ad27,2aafa79345ea8117fd29eace1ee6c1f637bf27e5a5f30010962a7fe3cf8bb03f,,1.0,,600,37.23463447607841,37.23463447607841,,0.00012528243849636826,1.0009621374614184,0.09544129308426418,3.6464215528681314,0.2742414681082168,0.9987567968835473,0.3167407829422188,0.1583703914711094,117.55554220143136,235.11108440286273,-2.0074797788528773,7.3606017413344125,"[[0.0,-0.00017205980559369496],[-0.00017205980559369496,0.0]]",0.2091955520569293,1.0,,,,CATALOG_LABEL_ONLY_NOT_RECOMPUTED,FOURIER_CATALOG_SAMPLED,NOT_MEASURED_REQUIRES_TRAJECTORY,RESEARCH_TRACK_DIAGNOSTIC_ONLY,True,,"{""G0_PARSE"":true,""G1_FINITE"":true,""G2_EDGE_UNIFORMITY"":true,""G3_POSITIVE_REACH_PROXY"":true,""G4_SOURCE_LENGTH_CONSISTENCY"":null,""G5_NATIVE_BACKEND_AVAILABLE"":true,""G6_TOPOLOGY_SIDECAR_PRESENT"":false,""G7_RIDGERUNNER_RESIDUAL_PRESENT"":false,""G8_DYNAMIC_TRAJECTORY_PRESENT"":false,""G9_PHASE_FIELD_PRESENT"":false,""G10_CONVERGENCE_CERTIFIED"":false}",,,,,,,,,,
