time_hat,energy_proxy,a2_re,a2_im,a3_re,a3_im,a4_re,a4_im,a5_re,a5_im,a6_re,a6_im,a7_re,a7_im
0.084,0.004045309722964782,0.001443619779665447,0.012075641235900905,-0.011433192302645922,-0.003325672171899819,-0.01042986355763693,0.005150525045733917,0.00024326580581211614,0.0001505526729651519,0.0001603411682108201,6.440854264794021e-05,-0.0002852735294635272,0.00033864198911829745
0.09,0.004023574748565579,0.0018902676427768935,0.012036937333221774,-0.011616257979939572,-0.002524043181575441,-0.009810583172515893,0.0061432064958066605,0.00026866506067775445,0.0001376168787727049,0.00017302028800785657,4.9876468877322515e-05,-0.0002590602710405986,0.0003896226016324943
0.096,0.00400029957283611,0.002336073838020418,0.011982214127680892,-0.011740783279357202,-0.0017124322868358295,-0.00909228141262382,0.0070659205080601814,0.0002927691673158305,0.00012103311247129486,0.00018362021470883774,3.301726854859242e-05,-0.0002237996574753049,0.00043812412500933765
0.10200000000000001,0.003975661217865702,0.002780458335927444,0.01191124010990439,-0.011806176421802338,-0.0008949858184854376,-0.008282655197760445,0.007909012042014272,0.00031511431165303803,0.00010096491452677185,0.00019179012613411574,1.4149592679390567e-05,-0.00017975455784393583,0.0004826819512423337
0.108,0.003949879084321106,0.0032228052468587995,0.01182379849757704,-0.01181214550708178,-7.587171446124401e-05,-0.007390355635309873,0.00866368654954903,0.0003352604084276606,7.763513607410809e-05,0.00019722840595201054,-6.356055587572202e-06,-0.00012741632517930925,0.0005218563294111253
0.114,0.003923211709116915,0.0036624627584684604,0.01171969228681389,-0.011758698537120853,0.000740740990972896,-0.006424893200567323,0.009322101020358176,0.00035279856558584517,5.132223828911578e-05,0.00019968955471661603,-2.8084882532347167e-05,-6.750319515633121e-05,0.0005542669839998426
0.12,0.00389595198078092,0.004098743736527768,0.011598749408715995,-0.01164614214179855,0.0015507024064449787,-0.005396534291877634,0.009877444346472815,0.00036735793516852553,2.2355600442821276e-05,0.0001989899884663256,-5.058623836097791e-05,-9.535330124086673e-07,0.0005786280111513114
0.126,0.003868420973382219,0.0045309270087570885,0.011460827899496064,-0.01147507907319293,0.002349901714096677,-0.004316190379025517,0.01032400628132286,0.0003786118129895143,-8.89004966340718e-06,0.00019501263389908052,-7.338276176125139e-05,7.108620980401177e-05,0.0005937822883206007
0.132,0.003840960613471391,0.004958259337947849,0.011305820988567323,-0.011246404521668953,0.003134286770480024,-0.0031953010043806102,0.010657234416814897,0.0003862828736186912,-4.20009475889261e-05,0.00018771025187200373,-9.598006537488461e-05,0.00014727885413097063,0.0005987345919746175
0.138,0.0038139254386255162,0.005379958076709324,0.011133662007043578,-0.010961301290787095,0.0038998833671397754,-0.002045711917546235,0.010873778744252554,0.0003901474550451686,-7.653119559653974e-05,0.00017710744300573553,-0.00011787679004002607,0.0002261190690641087,0.0005926825945241846
0.14400000000000002,0.0037876737394553378,0.005795214481926428,0.01094432901924257,-0.010621233849204516,0.004642814144405703,-0.0008795496293316497,0.01097152349859086,0.00039003883722399206,-0.00011201009763794336,0.0001633013100536811,-0.00013857485545133827,0.0003059609389452372,0.0005750449071202826
0.15,0.003762558398392303,0.006203197652717513,0.010737849082043388,-0.010227941258597589,0.00535931714909393,0.0002909063361249435,0.010949606108872564,0.00038584948876001397,-0.00014794976401880566,0.00014646077109587916,-0.0001575897369842621,0.0003850501626903348,0.0005454853504419167
0.156,0.003738917747808167,0.006603059041572806,0.010514302041350907,-0.00978342895925852,0.006045764017161329,0.001453352227216698,0.010808423190539852,0.0003775322845850117,-0.00018385282806231444,0.00012682453536092648,-0.00017446060229342193,0.00046156039399069225,0.0005039326719347922
0.162,0.0037170667670768567,0.006993937474680018,0.0102738237815068,-0.009289959381405725,0.006698677746591437,0.0025955886441432923,0.01054962361874761,0.00036510072317698546,-0.00021922012704792665,0.00010469776954912706,-0.00018876014636666494,0.0005336331005089008,0.0004505949856114224
0.168,0.0036972889235298003,0.007374964604482123,0.010016608852300522,-0.008750041342111924,0.007314750005176553,0.0037056476878809387,0.010176088817957047,0.00034862819348968795,-0.00025355821424523687,8.044749706815181e-05,-0.00020010396947967523,0.0005994201951875237,0.00038596828969473856
0.17400000000000002,0.003679828936705253,0.007745270705596236,0.009742912409306742,-0.008166418186401415,0.007890857894089042,0.004771917475831746,0.009691900494773177,0.00032824635850165623,-0.0002863865866822215,5.449678589543013e-05,-0.0002081593485070989,0.0006571285763608296,0.0003108385179941478
0.18,0.003664886709973718,0.008103990714754055,0.009453051416591217,-0.007542054637297407,0.008424080063184796,0.005783262841229016,0.009102296131294872,0.0003041427337321205,-0.00031724453295314467,2.7317793272233393e-05,-0.00021265325798751366,0.0007050656088549451,0.00022627670252641147
0.186,0.003652612629909858,0.008450270406863584,0.009147405076288811,-0.006880122333676334,0.008911712049978497,0.006729141053589384,0.008413612648130266,0.0002765575451599738,-0.0003456975254343534,-5.762523666310269e-07,-0.00021337950305827893,0.0007416844892282805,0.00013362696669355937
0.192,0.0036431043832568792,0.008783272593151887,0.008826414466950915,-0.006183984056416113,0.009351280693309037,0.0075997114196610874,0.0076332187421659856,0.00024577995204623287,-0.00037134310034816305,-2.8640039358508447e-05,-0.0002102048319135108,0.000765628368492158,3.4487228924823254e-05
0.198,0.0036364053857410495,0.009102183224142529,0.00849058139151965,-0.005457176671710757,0.009740557456898087,0.008385937651106425,0.006769436505855786,0.00021214371684426204,-0.0003938161859513181,-5.630602452917242e-05,-0.000203073901050816,0.0007757720589387403,-6.931732598604821e-05
0.20400000000000001,0.003632504858225593,0.009406217280432264,0.008140466455786144,-0.004703392854265798,0.010077570489110331,0.009079681919858102,0.005831453042905171,0.00017602239764296637,-0.00041279385268066463,-8.299502797516254e-05,-0.00019201297273008385,0.0007712601319975606,-0.0001757677594473382
0.21,0.0036313395257357014,0.009694624338236712,0.007776686418536377,-0.003926461690668376,0.010360615244760321,0.009673789568274133,0.004829222909349084,0.0001378241296239608,-0.00042799946860470634,-0.00010812743412887973,-0.00017713223143221387,0.0007515402250729993,-0.0002826914259569397
0.216,0.0036327968558012096,0.009966693704706178,0.007399910874446858,-0.003130328302422418,0.010588263503903553,0.0101621635024257,0.0037733623275442644,9.7986052224679e-05,-0.0004392062485824022,-0.0001311348445915447,-0.0001586266154842155,0.0007163904204191635,-0.0003878078983810605
0.222,0.0036367196964458078,0.0102217590300902,0.007010858349228273,-0.002319032666517389,0.010759370641836227,0.010539827376285067,0.0026750362407742157,5.6968429589135004e-05,-0.0004462401861085215,-0.0001514720090617977,-0.00013677507230075631,0.000665939640918525,-0.0004887799100578199
0.228,0.0036429121230790343,0.010459202319733128,0.006610291902551975,-0.0014966878462706799,0.01087308103407192,0.010802976774780792,0.0015458393941663194,1.5248504969838338e-05,-0.00044898235336957373,-0.00016862884061525697,-0.0001119381617664826,0.0006006801277773509,-0.0005832682540614512
0.234,0.0036511462595188162,0.010678457288125989,0.006199014346984585,-0.0006674578737478763,0.010928831519237866,0.010949017726252461,0.00039767273871306214,-2.6685873616098983e-05,-0.00044737054847132033,-0.0001821423014353096,-8.455395294114279e-05,0.0005214712239276423,-0.0006689893970040861
0.24,0.0036611698032342145,0.010879012019074843,0.005777863199662499,0.00016446445545158532,0.010926352890250799,0.010976592020142235,-0.000757383446055202,-6.834281789005754e-05,-0.0004414002605016591,-0.0001916079259819505,-5.513218510692615e-05,0.00042953388302435064,-0.0007437744050268354
0.246,0.0036727139602589485,0.011060410919488929,0.005347705487108298,0.0009948796063543384,0.010865669437582668,0.010885588972729753,-0.0019071982345893696,-0.00010923310884284232,-0.00043112491481634655,-0.0001966907318836299,-2.4246695507033813e-05,0.00032643555418914957,-0.000805627651349316
0.252,0.0036855014823641056,0.011222255978172363,0.004909432522024578,0.0018196028847138352,0.010747096624901998,0.010677143469647822,-0.0030397190102180423,-0.00014887699432257592,-0.00041665535466478294,-0.00019713525608526863,7.47384710442266e-06,0.00021406535197622667,-0.0008527836857633437
0.258,0.0036992544988499435,0.011364207364032835,0.004463954764012268,0.0026344853305211285,0.010571237033175565,0.010353620314418013,-0.004143099132244662,-0.00018681100124050254,-0.0003981585130255153,-0.00019277444658514793,3.9356822238072924e-05,9.459970235716625e-05,-0.0008837606037645097
0.264,0.003713701848068809,0.01148598341898005,0.00401219686420322,0.0034354337178256803,0.010338974760243189,0.009918585121294066,-0.0052058227613704395,-0.0002225946692303491,-0.0003758552321048766,-0.00018353713999791355,7.069802410537309e-05,-2.9541050007257294e-05,-0.0008974082622038432
0.27,0.00372858563929624,0.011587360118223602,0.0035550929773826368,0.0042184295030742456,0.01005146850456753,0.009376762200871875,-0.00621682533241134,-0.00025581709163636514,-0.0003500171987096427,-0.00016945386356801372,0.00010077533953789129,-0.00015574429064714522,-0.0008929497531053555
0.276,0.0037436668129791463,0.011668170083606986,0.0030935824052512302,0.0049795466249338656,0.00971014359015423,0.008733980089790275,-0.0071656082435759385,-0.00028610313001225835,-0.0003209629822867018,-0.00015066071820993353,0.00012886351273826298,-0.00028126396897439814,-0.0008700146690149204
0.28200000000000003,0.003758729515240083,0.011728301243208143,0.0026286056122771582,0.005714968127040529,0.009316683201035526,0.007997105562554854,-0.008042346447914798,-0.00031311915262292097,-0.0002890531886119499,-0.00012740112734962875,0.00015424972384152488,-0.0004032852769284686,-0.0008286628707113437
0.28800000000000003,0.003773584158750712,0.011767695232222361,0.0021611006325600547,0.00642100164645475,0.008873019085804044,0.007173967125492581,-0.008837987781037603,-0.0003365781384151445,-0.0002546847747542276,-0.00010002527496893836,0.0001762496632873666,-0.0005189935959751632,-0.0007693976974128174
0.294,0.0037880691041456424,0.011786345626054701,0.0016919998638400017,0.007094093879179787,0.008381321964526492,0.006273269122582185,-0.00954434303346331,-0.00035624398781815324,-0.0002182846079807517,-6.898710495362908e-05,0.00019422374479961964,-0.0006256459414316475,-0.0006931678342323164
0.3,0.00380205096108966,0.011784296086962602,0.001222227224781594,0.007730844193973555,0.00784399182273945,0.005304497674730344,-0.010154165967545665,-0.00037193489208498486,-0.00018030238991784912,-3.483881167255375e-05,0.00020759306867480917,-0.0007206429899465414,-0.0006013573627352733
0.306,0.0038154235727713027,0.01176163849132138,0.0007526956353677994,0.008328017611178753,0.007263648212713093,0.004277819724818983,-0.010661222677764468,-0.00038352563428382946,-0.00014120310426873634,1.7771828287448804e-06,0.0002158547262480086,-0.0008015996909045182,-0.0004957638573454012
0.312,0.003828105808769496,0.011718511086848434,0.000284304768793655,0.008882557389548377,0.006643120605072422,0.003203976470357947,-0.011060349888519162,-0.00039094872698650215,-0.00010145917833113971,4.013869857391107e-05,0.00021859602765824412,-0.0008664124398163549,-0.0003785647411060681
0.318,0.0038400383458680027,0.011655096709434277,-0.0001820609825764455,0.009391597467551308,0.005985438749909605,0.002094172436852166,-0.011347501964831894,-0.0003941943325971838,-6.154257231031105e-05,7.9456573678307e-05,0.00021550723975705122,-0.000913320832933511,-0.00025227246647242124
0.324,0.003851179661750378,0.011571621069300632,-0.0006455343845445075,0.009852474984673168,0.005293822922406515,0.000959961384114806,-0.011519786569213725,-0.0003933089595733784,-2.1917023457092375e-05,0.00011888953140000045,0.0002063924400300171,-0.0009409621262048775,-0.0001196794280827571
0.33,0.0038615015003606113,0.011468351097783942,-0.0011052671333009823,0.010262743063070274,0.004571673850799175,-0.00018686984658703278,-0.011575489025185721,-0.0003883929782701645,1.6969327266255904e-05,0.00015756085099691394,0.0001911781259499195,-0.0009484166845974255,1.620616664011745e-05
0.336,0.0038709840884466684,0.011345593330748003,-0.0015604315634296876,0.010620183962961525,0.003822562061105722,-0.0013344185339383649,-0.011514085540337487,-0.0003795970501797312,5.469071054044878e-05,0.00019457648884027177,0.00016991926681383376,-0.000935242923950236,0.0001522319568072044
0.342,0.003879611389499548,0.011203692293794865,-0.0020102223181711915,0.010922822640655052,0.0030502163293857102,-0.0024707834147321044,-0.011336245498556385,-0.00036711761034416944,9.08497152358812e-05,0.00022904423849843397,0.00014280254573676983,-0.0009015005095384812,0.00028517885956546446
0.34800000000000003,0.003887366673781989,0.011043028848979692,-0.0024538579918453327,0.011168940642001721,0.0022585109129755693,-0.0035841813362223578,-0.01104382305498105,-0.00035119158146304204,0.0001250823307291331,0.0002600934720613892,0.00011014661134197811,-0.00084776087496205,0.0004118423179878962
0.354,0.003894228661956254,0.010864018463017856,-0.002890582737385284,0.011357090163356388,0.0014514512398946333,-0.004663062470135135,-0.010639838264514338,-0.0003320905271414153,0.00015706193333883412,0.00028689497214897785,7.239923948413295e-05,-0.000775104452889773,0.0005291152635412116
0.36,0.0039001684661962694,0.010667109362803977,-0.003319667816424764,0.01148610801435029,0.0006331577711237002,-0.005696223379354428,-0.01012844795436323,-0.0003101144691332728,0.00018650215440219324,0.00030868034665292856,3.0131392254180824e-05,-0.0006851043565712508,0.0006340706002286484
0.366,0.003905147508421968,0.01045278055467664,-0.0037404130569626097,0.011555129129392126,-0.000192152187722971,-0.006672917241445704,-0.009514906523937388,-0.00028558559858470013,0.0002131586188912454,0.00032476051750742515,-1.5971748660120917e-05,-0.0005797966091103939,0.0007240409827442653
0.372,0.003909116542724425,0.010221539698005246,-0.004152148175627022,0.011563599204608702,-0.0010201848641125174,-0.007582960515676328,-0.00880551683319542,-0.00025884210431982926,0.0002368295939381938,0.00033454279116912496,-6.512260789028165e-05,-0.0004616373779485327,0.00079669368278436
0.378,0.003912015850812019,0.009973920839727566,-0.004554233918819445,0.011511285989504013,-0.001846592622043555,-0.008416835295630839,-0.008007571334382391,-0.00023023232307008753,0.00025735563340785516,0.000337546051755506,-0.00011644564999728577,-0.00033344802696093877,0.0008500984154167483
0.384,0.003913776618271966,0.009710482032632247,-0.004946062979812197,0.011398288741976608,-0.002666998713853079,-0.009165786524978447,-0.007129283621613715,-0.00020010938870586043,0.00027461834542268234,0.00033341366690056804,-0.00016899409152058777,-0.00019834914052877916,0.0008827861298297416
0.39,0.003914323438553343,0.009431802874668731,-0.005327060656877742,0.01122504536365888,-0.003477023985229205,-0.009821913179339876,-0.006179710624796151,-0.00016882652183999132,0.0002885384427570208,0.00032192375952016714,-0.00022176849527511975,-5.968499562492946e-05,0.0008937969540559357
0.396,0.003913577833713218,0.009138482017803297,-0.005696685229860232,0.010992336770048301,-0.004272315223989531,-0.010378252444251109,-0.005168665762337841,-0.00013673305963158786,0.0002990732600617117,0.0003029965733112862,-0.0002737367972578948,7.90597479080645e-05,0.0008827157190150104
0.402,0.003911462628800084,0.00883113470172977,-0.006054428047919204,0.010701288114881233,-0.005048574739677335,-0.010828855860319458,-0.004106623490510582,-0.00010417128025466552,0.0003062139361873443,0.0002766987428114634,-0.0003238552786793019,0.00021434910945437543,0.0008496937703659558
0.40800000000000003,0.003907906972619079,0.008510390369405535,-0.006399813337845792,0.010353366577182974,-0.00580159067488273,-0.011168856373587496,-0.0030046158418024762,-7.147402928982943e-05,0.0003099824640323801,0.00024324436664971362,-0.0003710899747213568,0.0003426883557772236,0.000795456103186244
0.41400000000000003,0.003902851763433003,0.008176890417815167,-0.006732397758626688,0.009950375527431443,-0.006527267485887006,-0.01139452523184158,-0.001874121722231652,-3.896310819043484e-05,0.00031042880418980564,0.00020299287143162254,-0.00041443800808877514,0.00046071766191680774,0.0007212932191610708
0.42,0.0038962552152746223,0.007831286129037648,-0.007051769742162232,0.009494445010150666,-0.007221655993784405,-0.011503317713292409,-0.0007269499276757992,-6.948339919676935e-06,0.0003076282422661454,0.00015644373973333744,-0.0004529483487548977,0.000565304341746053,0.0006290375020375607
0.426,0.003888098289768692,0.0074742368145804105,-0.007357548670862434,0.008988018607083903,-0.00788098240003598,-0.011493906766362725,0.0004248829706825878,2.4272814132961988e-05,0.0003016791434026175,0.00010422825541842994,-0.0004857415300938059,0.000653631079267371,0.0005210243261502249
0.432,0.0038783897198690336,0.007106408191391128,-0.007649383949312107,0.008433836870616248,-0.008501675683046541,-0.011366203778002194,0.0015692785448004768,5.441524664906048e-05,0.000292701221869,4.709848994302287e-05,-0.000512027893591325,0.0007232776155161884,0.00040003854467607954
0.438,0.0038671703653019073,0.0067284709925029395,-0.007926954028896899,0.007834917634136483,-0.009080392843629341,-0.01112136586891805,0.0026941847538945293,8.320599341882045e-05,0.00028083439971681107,-1.4086187778230208e-05,-0.0005311239866636567,0.0007722934433701263,0.00026924743708643597
0.444,0.003854516663834028,0.006341099800450417,-0.008189965441348923,0.007194533607864977,-0.009614041544204007,-0.010761789329804834,0.003787724921292574,0.00011038402197555695,0.00026623827803066253,-7.837474937809829e-05,-0.0005424667975058722,0.0007992592355299408,0.0001321216158236601
0.45,0.003840542976372546,0.005944972078765555,-0.008438151890233465,0.0065161877495407295,-0.010099799784786883,-0.010291089052769882,0.004838325781012045,0.00013570022641917084,0.00024909218963985007,-0.00014474193167501837,-0.0005456255739589122,0.0008033349786933709,-7.65421355680522e-06
0.456,0.003825402665648318,0.005540767367032932,-0.00867127343947853,0.00580358695471518,-0.010535132372494612,-0.009714064064564544,0.005834842910565933,0.00015891782476856384,0.00022959574623219493,-0.00021210706682695283,-0.000540311036913849,0.0007842931057872275,-0.0001462783910420902
0.462,0.003809287795927408,0.005129166598711198,-0.00888911582640064,0.005060614638231946,-0.01091780406364697,-0.009036649520075818,0.0067666818968508315,0.00017981333051585104,0.0002079697391858498,-0.0002793539284641419,-0.0005263818600238675,0.0007425353012570353,-0.0002799347929844959
0.468,0.0037924273928606014,0.004710851498285895,-0.009091489914600605,0.004291302775514282,-0.011245889381293202,-0.00826585575328309,0.007623913660854351,0.0001981782313403395,0.00018445720594317577,-0.00034535120535355234,-0.0005038483443862583,0.0006790920920173558,-0.00040489789680600737
0.47400000000000003,0.003775084256273711,0.004286504014923483,-0.009278231290759829,0.0034998039401291465,-0.011517779228643004,-0.007409695197341877,0.008397382488718639,0.00021382145667476257,0.00015932443621299538,-0.00040897322245453545,-0.0004728732681245604,0.0005956048161938638,-0.0005176374875158142
0.48,0.0037575503726012304,0.003856805752907024,-0.009449199999629336,0.002690363815214648,-0.01173218452333367,-0.006477098166614861,0.009078805473085996,0.0002265726546351438,0.0001328616681134688,-0.0004691205424049291,-0.00043376993601504507,0.000494290068482338,-0.0006149200060260157
0.486,0.0037401410261177835,0.003422437363805736,-0.009604280403844544,0.0018672945749794428,-0.011888137162406975,-0.005477818635114655,0.009660862249356254,0.00023628623134853695,0.0001053832161758948,-0.0005247400964082298,-0.000386997493808903,0.0003778872385080547,-0.0006939035619701148
0.492,0.003723187757653241,0.0029840778705871648,-0.00974338114964871,0.0010349494343707168,-0.011984988688253715,-0.004422331244924596,0.010137274105159903,0.00024284603626504057,7.72267824366579e-05,-0.000574844510516283,-0.0003331536066672388,0.0002495902699362906,-0.0007522237484970018
0.498,0.0037070303647818163,0.0025424038989050124,-0.009866435215796816,0.0001976985571164108,-0.012022407058213738,-0.0033217208349820963,0.0105028717365249,0.0002461705102560657,4.875172888668981e-05,-0.000618530310372173,-0.0002729646325057341,0.0001129652562685053,-0.0007880676012276791
0.504,0.003692008177372064,0.0020980887950769554,-0.009973400020165307,-0.0006400935976447961,-0.012000371923536356,-0.0021875657985631156,0.01075365111018851,0.0002462180537061722,2.0336133238472043e-05,-0.0006549947042326708,-0.00020727345054059317,-2.8144061879312513e-05,-0.0008002333327838025
0.51,0.0036784508757775848,0.001651801613699252,-0.010064257556103524,-0.0014740895141523427,-0.011919168797646085,-0.0010318165631077046,0.01088681705920658,0.00024299232339663806,-7.627491952422443e-06,-0.0006835506608227565,-0.0001370251343176029,-0.00016972043826837574,-0.0007881738396226152
0.516,0.003666669144785044,0.0012042059607631824,-0.010139014527572715,-0.0022999985591983666,-0.011779382441881902,0.00013332955289683352,0.01090081438168915,0.0002365471329293916,-3.473786750065981e-05,-0.000703640016122954,-6.325068805076013e-05,-0.00030768411302301365,-0.0007520224084737783
0.522,0.0036569454736911076,0.0007559586812464179,-0.010197702448122086,-0.0031135958078373086,-0.011581889723788237,0.0012955559044973137,0.01079534632627225,0.00022699061389613862,-6.059197711765548e-05,-0.000714844362765739,1.2950904236209634e-05,-0.0004380076147911623,-0.0006925995327441496
0.528,0.0036495254205672267,0.00030770838439946177,-0.010240377663649677,-0.003910739988160128,-0.01132785211498876,0.002442555361889376,0.010571380432161444,0.0002144882950708563,-8.479335205836651e-05,-0.0007168934987032765,9.043203547055861e-05,-0.0005568311646558099,-0.0006114002708621822
0.534,0.0036446096559856625,-0.00013990619367136928,-0.010267121253090684,-0.004687390796135585,-0.011018707900190045,0.0035621593353321146,0.010231141748895623,0.00019926477474727544,-0.00010696142495374497,-0.0007096712395546763,0.00016801692452647529,-0.0006605753940519825,-0.0005105621240454378
0.54,0.00364234708748144,-0.0005862579812071097,-0.010278038755586381,-0.00543962582119145,-0.010656164074062868,0.0046424659251551505,0.009778093497158531,0.00018160369636725186,-0.00012674169116094324,-0.000693218432687039,0.0002445228119109929,-0.0007460481007766064,-0.00039281396558551735
0.546,0.003642829340336705,-0.0010307334942185882,-0.010273259668646357,-0.006163657285484129,-0.010242187816706142,0.005671966152438065,0.009216905255453682,0.00016184578865472495,-0.0001438163474462347,-0.0006677330514148688,0.0003187815266833337,-0.0008105418702894201,-0.000261407102852765
0.552,0.0036460868328068888,-0.0014727348547818701,-0.010252936660902177,-0.006855848738322116,-0.009778997368482534,0.006639667214467345,0.008553408778635087,0.00014038479710957617,-0.00015791501935638868,-0.0006335672950633481,0.00038966102294651385,-0.0008519195820118322,-0.00012003008265941742
0.558,0.0036520866350789457,-0.0019116818488399872,-0.01021724444682462,-0.0075127317675477675,-0.009269052077290889,0.007535211672424364,0.007794541584487507,0.0001176612121831322,-0.00016882514282891194,-0.0005912216748871298,0.00045608646362889046,-0.0008686850985845777,2.7290653211212894e-05
0.5640000000000001,0.0036607322420778503,-0.002347013949456921,-0.010166378280489373,-0.008131022698927693,-0.00871504137007093,0.008348991420876951,0.0069482784949003,9.415378876896207e-05,-0.00017640153490835423,-0.000541336126329778,0.0005170604161168929,-0.0008600367947549637,0.00017630170559603415
0.5700000000000001,0.0036718653224102923,-0.0027781922142466756,-0.010100552041801542,-0.00870763916078558,-0.008119872407626754,0.009072255217243367,0.006023551398372218,7.036894940894677e-05,-0.00018057467527784858,-0.0004846782537270514,0.0005716817203828645,-0.0008259020148740162,0.0003226423006686682
0.5760000000000001,0.003685269431624823,-0.003204700952383152,-0.010019995911386626,-0.009239716302547076,-0.007486656217486838,0.009697208475430017,0.00503015761766513,4.682826690580904e-05,-0.000181357227004473,-0.0004221288827364122,0.0006191625971369585,-0.0007669510454237265,0.00046196924883561683
0.582,0.0037006756005820134,-0.0036260490496198908,-0.009924953658556621,-0.009724622380514629,-0.0068186921609606835,0.010217103964635562,0.003978657423771865,2.4054327165517683e-05,-0.00017884835349442655,-0.0003546651665328191,0.0006588435824834197,-0.0006845897413625759,0.0005900837711780817
0.588,0.0037177696325924343,-0.004041770841185909,-0.009815679598375007,-0.01015997336901209,-0.006119450673159887,0.010626322016352597,0.0028802614339484486,2.5553755366384667e-06,-0.00017323544067825505,-0.00028334156182405895,0.0006902059074462949,-0.0005809305403032858,0.0007030565363130803
0.594,0.0037362008699537708,-0.0044514264336087215,-0.009692435306112773,-0.01054364622546604,-0.005392554312126441,0.010920438844089251,0.0017467088616228946,-1.7190755689897204e-05,-0.00016479290948942342,-0.00020926905737994237,0.000712880985937649,-0.0004587422225460877,0.0007973472018254705
0.6,0.0037555921255647746,-0.004854601397808474,-0.009555486207061537,-0.010873790437507412,-0.004641757257672264,0.011096281633715255,0.0005901378391691336,-3.475286057695072e-05,-0.00015387790302513445,-0.00013359309823902162,0.0007266567330802423,-0.00032137941168079503,0.0008699148122041424
