link_id,signs,dimension,rank,nullity,full_rank,antisymmetry_error,pfaffian_abs_proxy,singular_values_json
L6a4,++-,30,30,0,True,0.0,5.5607351270524296e+20,"[29.00586203752136,29.005862037521354,29.005862037521354,29.005862037521354,29.00586203752135,29.00586203752135,29.00586203752135,29.00586203752135,29.005862037521347,29.005862037521347,29.005862037521347,29.005862037521347,29.005862037521347,29.005862037521343,29.005862037521343,29.005862037521343,29.00586203752134,29.00586203752134,23.066407400876773,23.066407400876766,23.061436363550918,23.061436363550914,18.900710934994773,18.900710934994766,17.6414649300162,17.6414649300162,14.68895931385458,14.688959313854577,14.685545752078369,14.68554575207836]"
L6a4,+++,30,30,0,True,0.0,5.5608795360737945e+20,"[29.005862037521368,29.005862037521364,29.00586203752136,29.005862037521357,29.005862037521357,29.005862037521357,29.005862037521354,29.005862037521354,29.005862037521354,29.005862037521354,29.00586203752135,29.00586203752135,29.00586203752135,29.00586203752135,29.00586203752135,29.005862037521347,29.005862037521347,29.005862037521347,23.06647032479229,23.066470324792288,23.061460055617164,23.061460055617157,18.901927467885766,18.901927467885756,17.640812760518205,17.640812760518205,14.689191300301268,14.689191300301264,14.685237755435164,14.68523775543516]"
L6n1,---,30,30,0,True,0.0,3.5540211083743162e+19,"[25.174685875423947,25.174685875423947,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423933,25.174685875423933,25.17468587542393,25.174685875423926,25.174685875423926,25.174685875423926,22.627683084905406,22.6276830849054,20.27411883538035,20.274118835380335,16.338524630261603,16.338524630261592,14.56862980654248,14.568629806542475,12.795173277858675,12.795173277858673,6.2630181300092875,6.263018130009283]"
L6n1,--+,30,30,0,True,0.0,3.3771988292900114e+19,"[25.174685875423943,25.174685875423943,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423933,25.174685875423933,25.174685875423933,25.17468587542393,25.17468587542393,25.174685875423926,25.174685875423926,20.61836151966678,20.618361519666777,19.32201676964758,19.32201676964753,16.05159508434185,16.051595084341848,14.081693497102709,14.081693497102705,12.926392332952979,12.926392332952968,7.1436976798934655,7.143697679893459]"
L6n1,-+-,30,30,0,True,0.0,3.5554559620312134e+19,"[25.174685875423943,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.17468587542393,25.17468587542393,25.17468587542393,25.17468587542393,25.17468587542393,25.17468587542393,25.174685875423926,25.174685875423926,25.174685875423926,24.375458983154324,24.375458983154314,19.350818464824066,19.35081846482406,17.197383447192852,17.197383447192795,13.629643081907014,13.629643081907002,12.896214957517332,12.896214957517323,6.139846302020453,6.1398463020204375]"
L6n1,-++,30,30,0,True,0.0,3.5829248276923384e+19,"[25.174685875423958,25.174685875423958,25.17468587542395,25.17468587542395,25.174685875423947,25.174685875423947,25.174685875423947,25.174685875423943,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423933,25.174685875423926,22.75825211523706,22.758252115237056,20.614307540755654,20.614307540755647,16.89253964335226,16.892539643352258,14.373717189615535,14.373717189615528,12.471681082758824,12.471681082758813,6.209611934094071,6.209611934094068]"
L6n1,+--,30,30,0,True,0.0,3.5829248276923384e+19,"[25.174685875423947,25.174685875423947,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.17468587542393,25.17468587542393,22.75825211523706,22.758252115237045,20.614307540755654,20.61430754075565,16.892539643352265,16.89253964335226,14.373717189615538,14.373717189615531,12.471681082758815,12.471681082758813,6.20961193409407,6.2096119340940685]"
L6n1,+-+,30,30,0,True,0.0,3.5554559620312134e+19,"[25.174685875423947,25.174685875423947,25.174685875423943,25.174685875423943,25.174685875423943,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423933,25.174685875423933,25.174685875423933,25.17468587542393,25.17468587542393,25.17468587542393,25.17468587542393,25.17468587542393,24.375458983154314,24.375458983154303,19.350818464824062,19.35081846482406,17.1973834471928,17.19738344719279,13.629643081907004,13.629643081907002,12.896214957517328,12.896214957517325,6.139846302020439,6.1398463020204375]"
L6n1,++-,30,30,0,True,0.0,3.3771988292900114e+19,"[25.174685875423943,25.174685875423943,25.174685875423943,25.174685875423943,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423933,25.174685875423933,25.174685875423933,25.17468587542393,20.61836151966678,20.61836151966678,19.32201676964753,19.32201676964753,16.051595084341955,16.051595084341848,14.081693497102705,14.081693497102703,12.926392332952977,12.926392332952974,7.143697679893466,7.1436976798934655]"
L6n1,+++,30,30,0,True,0.0,3.5540211083743162e+19,"[25.174685875423943,25.17468587542394,25.17468587542394,25.17468587542394,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423936,25.174685875423933,25.174685875423933,25.174685875423933,25.174685875423933,25.174685875423933,25.17468587542393,25.17468587542393,22.627683084905403,22.6276830849054,20.274118835380346,20.274118835380342,16.338524630261603,16.3385246302616,14.568629806542479,14.568629806542477,12.795173277858673,12.795173277858671,6.263018130009285,6.263018130009283]"
L7n2,--,20,20,0,True,0.0,27678418240375.613,"[28.91740436103363,28.91740436103363,28.91740436103363,28.917404361033626,28.917404361033626,28.91740436103362,28.917404361033615,28.917404361033615,27.92449773286139,27.92449773286139,25.38806737960095,25.388067379600948,21.280393955772652,21.280393955772645,16.175455590796165,16.175455590796165,14.664517501126003,14.664517501126003,11.060762313546258,11.060762313546258]"
L7n2,-+,20,20,0,True,0.0,27689165491652.473,"[28.917404361033622,28.91740436103362,28.917404361033615,28.917404361033615,28.91740436103361,28.917404361033608,28.917404361033608,28.917404361033608,28.045569215457668,28.045569215457657,24.635665780554447,24.635665780554447,20.521183818343758,20.521183818343758,16.493522964288328,16.49352296428832,15.008234992706326,15.008234992706315,11.282325149922839,11.282325149922837]"
L7n2,+-,20,20,0,True,0.0,27689165491652.473,"[28.917404361033622,28.917404361033622,28.917404361033622,28.91740436103362,28.91740436103362,28.91740436103361,28.91740436103361,28.91740436103361,28.045569215457668,28.045569215457665,24.635665780554447,24.635665780554444,20.52118381834375,20.52118381834375,16.493522964288324,16.493522964288317,15.00823499270633,15.008234992706313,11.282325149922839,11.282325149922833]"
L7n2,++,20,20,0,True,0.0,27678418240375.613,"[28.917404361033622,28.917404361033615,28.917404361033615,28.917404361033615,28.91740436103361,28.91740436103361,28.91740436103361,28.917404361033608,27.92449773286139,27.924497732861386,25.388067379600944,25.38806737960094,21.280393955772652,21.28039395577265,16.17545559079617,16.175455590796165,14.664517501126006,14.664517501126003,11.060762313546265,11.060762313546261]"
