pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,log_growth_ratio
P00020,TORUS_T2_3,compact_poly,0.75,0.05,1,1,False,0.0019464097344247004,-0.05937523434682724,0.05937523434682724,105.82165066461474,-0.0002814103989717084,nan,nan,nan,2.0564552448626587,0.028872611983730596,nan
P00021,TORUS_T2_3,compact_poly,0.75,0.05,1,2,False,0.002087639176089322,-0.06902480192660304,0.06902480192660304,91.0279367967004,-0.0002514849440938442,nan,nan,nan,2.0564552448626587,0.033564942441143615,nan
P00022,TORUS_T2_3,compact_poly,0.75,0.07,1,1,False,0.0017677976778909014,-0.059372736530012724,0.059372736530012724,105.82610259177555,-0.0003438536978636887,nan,nan,nan,2.0564552448626587,0.028871397361228717,nan
P00023,TORUS_T2_3,compact_poly,0.75,0.07,1,2,False,0.002641330869353731,-0.06901875396646343,0.06901875396646343,91.03591337265549,-0.0004322868072082757,nan,nan,nan,2.0564552448626587,0.03356200147748553,nan
P00024,TWIST_5_2,gaussian,-0.75,0.03,1,1,False,0.0,-1.0246075272278687,1.0246075272278687,6.132284938584323,-0.10673376290422579,4983.368386267757,4422.116521764351,-1.047227728485866,1.3207793553866565,0.7757597989771093,nan
P00025,TWIST_5_2,gaussian,-0.75,0.03,1,2,False,0.008593339389135023,-1.5594603007511487,1.5594603007511487,4.029076792883506,-0.3264222078155808,1629.4652969960357,1073.4102643961385,1.160785810390766,1.3207793553866565,1.1807122017701577,nan
P00026,TWIST_5_2,gaussian,-0.75,0.05,1,1,False,0.004815117858172072,-1.5613905373306767,1.5613905373306767,4.024095930491034,-0.0929570399172737,nan,nan,nan,1.3207793553866565,1.182173639346128,nan
P00027,TWIST_5_2,gaussian,-0.75,0.05,1,2,True,0.021411402814807155,-1.468009073101649,1.468009073101649,4.28007252973192,-0.7006231767016754,455.50333830660304,455.3894624720264,-2.5430884949016557,1.3207793553866565,1.1114718496428129,0.0036220814289631407
P00028,TWIST_5_2,gaussian,-0.75,0.07,1,1,True,0.01656995628583558,-1.4572015190749286,1.4572015190749286,4.31181633077649,-0.7738923404767473,294.5557330235274,175.77613368179,2.6949533915881245,1.3207793553866565,1.1032891399550493,0.439878842306909
P00029,TWIST_5_2,gaussian,-0.75,0.07,1,2,True,0.027643264977050226,-1.4381341069556177,1.4381341069556177,4.3689842809447335,-0.654251071084771,348.4204087774212,353.73382001127686,-0.29998065275197144,1.3207793553866565,1.0888526543743604,0.008376815095493447
P00030,TWIST_5_2,gaussian,0.75,0.03,1,1,False,0.0,-0.9795297898450931,0.9795297898450931,6.414491291962887,-0.01811714112700962,nan,nan,nan,1.3207793553866565,0.7416301487831304,nan
P00031,TWIST_5_2,gaussian,0.75,0.03,1,2,False,0.0004442290291104348,-0.06510398869026295,0.06510398869026295,96.50999014933335,-0.010502129451361381,50646.26771815007,38662.0946193428,2.695431044978861,1.3207793553866565,0.04929210047442317,nan
P00032,TWIST_5_2,gaussian,0.75,0.05,1,1,False,0.0003858241579232277,-0.06511150957310781,0.06511150957310781,96.49884249918622,-0.02129776563211544,14984.49186619636,8245.216649374548,0.06624234526981354,1.3207793553866565,0.049297794750923024,nan
P00033,TWIST_5_2,gaussian,0.75,0.05,1,2,True,0.0010441884825676832,-0.07069118108220872,0.07069118108220872,88.8821662191879,0.0010150690887627478,314398.4970240601,309446.7206959312,1.6762463872818625,1.3207793553866565,0.05352232437151773,-0.029677116854278738
P00034,TWIST_5_2,gaussian,0.75,0.07,1,1,True,0.0006747044124293026,-0.06786417691380298,0.06786417691380298,92.58471247886956,-0.013419752191762257,16986.48547104706,11387.315197653172,2.5329002874992836,1.3207793553866565,0.05138191828712815,-0.028304857830517588
P00035,TWIST_5_2,gaussian,0.75,0.07,1,2,True,0.0017267979694271544,-0.0736485451781621,0.0736485451781621,85.31309467118496,0.0102947741868987,22142.73198148631,12355.644445669363,-0.0019869350215795606,1.3207793553866565,0.05576142970269367,-0.00384210940835868
P00036,TWIST_5_2,compact_poly,-0.75,0.03,1,1,False,0.00211974470990696,-0.05563777011924375,0.05563777011924375,112.93021437978848,-5.174893291894084e-05,nan,nan,nan,2.0564552448626587,0.027055181608369765,nan
P00037,TWIST_5_2,compact_poly,-0.75,0.03,1,2,False,0.010040459117519458,-2.9656255773265197,2.9656255773265197,2.118671134757278,-0.7686706978357989,nan,nan,nan,2.0564552448626587,1.4421055769315223,nan
P00038,TWIST_5_2,compact_poly,-0.75,0.05,1,1,False,0.009501864745067912,-2.959670811039536,2.959670811039536,2.1229338356628653,-0.7708813615748136,nan,nan,nan,2.0564552448626587,1.4392099309884077,nan
P00039,TWIST_5_2,compact_poly,-0.75,0.05,1,2,True,0.027745185294360365,-2.864479991006988,2.864479991006988,2.193482002634194,-0.7480580057425286,426.61958488875865,431.4723826668683,1.815742195424191,2.0564552448626587,1.3929211433912307,0.008709987529875424
P00040,TWIST_5_2,compact_poly,-0.75,0.07,1,1,False,0.02169830534761029,-2.872229931094311,2.872229931094311,2.1875634813072615,-0.7485659017616164,304.5215192062201,315.0655768087355,-0.13477495768594167,2.0564552448626587,1.3966897350523833,nan
P00041,TWIST_5_2,compact_poly,-0.75,0.07,1,2,True,0.03504871436419397,-2.8516284529665854,2.8516284529665854,2.2033674480429273,-0.7454312971754792,305.8020591490669,306.91059161348227,-1.9096445074865913,2.0564552448626587,1.3866717790675929,0.00733735637444772
P00042,TWIST_5_2,compact_poly,0.75,0.03,1,1,False,0.002039811168488583,-0.05937682646971807,0.05937682646971807,105.81881317594473,-0.0002442804838519955,nan,nan,nan,2.0564552448626587,0.028873386191141534,nan
P00043,TWIST_5_2,compact_poly,0.75,0.03,1,2,False,0.001826362820800817,-0.05937350394615152,0.05937350394615152,105.82473476515867,-0.00032437187713648514,nan,nan,nan,2.0564552448626587,0.028871770535476352,nan
P00044,TWIST_5_2,compact_poly,0.75,0.05,1,1,False,0.0018825384510478271,-0.059374282967460876,0.059374282967460876,105.82334628989095,-0.00030479522780834945,nan,nan,nan,2.0564552448626587,0.028872149353012647,nan
P00045,TWIST_5_2,compact_poly,0.75,0.05,1,2,False,0.0020497384011708645,-0.059366531161850505,0.059366531161850505,105.8371642104166,-0.0004947145071551627,nan,nan,nan,2.0564552448626587,0.02886837985419679,nan
P00046,TWIST_5_2,compact_poly,0.75,0.07,1,1,False,0.0018221256382563126,-0.05937107790197753,0.05937107790197753,105.82905901680296,-0.0003859398548109203,nan,nan,nan,2.0564552448626587,0.028870590814118424,nan
P00047,TWIST_5_2,compact_poly,0.75,0.07,1,2,False,0.002576275995502208,-0.06901969212181613,0.06901969212181613,91.03467596016067,-0.0004081605190528774,nan,nan,nan,2.0564552448626587,0.03356245767771408,nan
