knot,mode_id,family,m,phase,polarization,roughness_lambda_per_R2,retained_norm_fraction,omega_rad_s,gap_eV,status
knot_0.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,16.988632301857148,0.9999999683400463,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,26.66725794485875,0.9212830662968388,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,16.98703544654153,0.9999999606170253,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,68.06617360881278,0.8377541144591741,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,25.97281415993745,0.9999999450833013,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,75.6286133486637,0.772386903095311,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,25.97260060301076,0.9999999344877015,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,180.504661320799,0.7853292849835776,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,36.94738438183456,0.9999999680040093,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,81.34532772789713,0.8541947647056719,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_0.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,36.944994028027864,0.9999999504541289,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m01_N_cos,kelvin,1,cos,N,1.4662465123809818,0.9994704937027954,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.057245974458065,0.9999066453866607,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m01_N_sin,kelvin,1,sin,N,1.435050067218344,0.9998282713495237,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.0724188469576688,0.9998398406687841,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.407401752239591,0.864909341360209,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.5081491036137984,0.901403149173183,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.4155140433563327,0.8453321751628716,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.505610233822473,0.9020343462312977,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.7959547512549308,0.5881059053930677,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m03_B_cos,kelvin,3,cos,B,5.283062521268211,0.5238608143506276,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.90432039255534,0.5789478160450224,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m03_B_sin,kelvin,3,sin,B,5.031024860256936,0.542775848575768,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m04_N_cos,kelvin,4,cos,N,2.356759610395102,0.9986475266858201,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m04_B_cos,kelvin,4,cos,B,2.9734367264622876,0.9988338252091681,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m04_N_sin,kelvin,4,sin,N,2.36333641116314,0.9987502067596765,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m04_B_sin,kelvin,4,sin,B,2.9876595614267245,0.9973439156629236,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m05_N_cos,kelvin,5,cos,N,2.795959228633095,0.9327983569202312,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m05_B_cos,kelvin,5,cos,B,3.2877728109613877,0.928557546736356,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m05_N_sin,kelvin,5,sin,N,4.209848708124913,0.659177101234892,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m05_B_sin,kelvin,5,sin,B,4.136343824658954,0.6797237984158236,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m06_N_cos,kelvin,6,cos,N,3.5638254355899135,0.9997742529229536,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m06_B_cos,kelvin,6,cos,B,4.167187187422227,0.9990294990914618,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m06_N_sin,kelvin,6,sin,N,3.5694787144141746,0.9986841879860486,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.123_final,kelvin_m06_B_sin,kelvin,6,sin,B,4.182287343297151,0.9994870417963485,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.787898823098846,0.9544690433545998,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.6987104365359897,0.8712742012792083,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,3.012839466815121,0.8903295430724262,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.657956603827538,0.8996749650734065,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.897384999202584,0.9415626226504746,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.9303363605218555,0.8519140414773381,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,3.0803901572024905,0.9489978995551763,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.6596407690504393,0.8991662041370609,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.419671693178635,0.8349418335888338,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,3.2203404727343328,0.9065759918245306,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,4.132865416545027,0.8476002907174786,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.4093013194939576,0.8142005912342013,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,3.906953103258608,0.7436091643414342,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,3.9099383665177205,0.8890011661559089,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,4.283650294020819,0.8239633523676004,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,3.863296237398562,0.8100088938202974,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,5.045260804485231,0.7268309165656915,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,4.910532369804306,0.7531707241388631,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,5.144856643704497,0.8881202620273846,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,6.540063426299285,0.5945486452392805,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,6.308866563280216,0.6604798986688952,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,5.452290984797011,0.924378490444669,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,6.1521453189297075,0.909648351185498,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_10.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,6.559054369839139,0.7248387966304202,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,1.580192115033748,0.9871720633917954,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.0803829140683432,0.8914110746981324,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,1.5802613188333519,0.9846164455570049,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,1.0823885245796359,0.8932054283833036,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,3.732563800563752,0.3920993349076288,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,5.243692769263164,0.28197413716602127,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,4.1153935355785265,0.3558387494864807,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,5.68617433998413,0.25708531799361145,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.4928049874483915,0.9306501480808302,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,2.901316579419722,0.8828711340626229,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.5018342020489226,0.8428513433015311,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,2.9793569038691032,0.8618282492267809,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,5.730366084373541,0.8839931860655154,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.856432203089786,0.8823803947347928,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,5.839523354351303,0.8331537568292227,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,4.94734250991691,0.8383252136021598,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,8.112639813107178,0.8305917613681015,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,7.386869904794833,0.7994101209312019,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,8.702641554676104,0.7255274544873369,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,8.00454945691255,0.683021013951405,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,9.410887656594381,0.9984655415235415,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,8.638297715464063,0.999137567866507,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,9.383210542875647,0.9998201333808981,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_3.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,8.74290074330777,0.9967534213556805,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,1.6159054254242788,0.9740471686441698,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.8634545000025027,0.8183004173761041,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.076984419924307,0.8700688094807566,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,1.7296739150423612,0.8811898302531086,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.6215045430770187,0.558315291850882,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,1.8556637857621492,0.7617872568905877,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.5584675484371746,0.9152286896097847,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,3.940526565906152,0.4992364865929019,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.495589693243284,0.7508155974547459,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,3.6061323592409504,0.7004080970583442,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.9965457778557294,0.6577313638168928,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.5355102990626457,0.6347822996963444,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,5.167426778147302,0.7503802278191998,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,3.9273325666234724,0.7992145127608052,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,6.960738497542301,0.5805998604078795,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,4.302204496474121,0.8019996072157295,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,6.572596753233665,0.8245395101214086,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,5.807290937923528,0.8583048567397601,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,6.240178037951226,0.8874768781149127,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,8.49503166440672,0.6390348210290309,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,8.235835206957088,0.8885853738213939,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,7.17821405665438,0.9515250220194735,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,7.620355578886649,0.9046902300325487,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_4.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,7.423309275357056,0.9548459523124967,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.258518394814865,0.6954276882685807,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.2699329203152874,0.8161454290529667,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,1.8956047308063368,0.9006477214057492,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.411841695438944,0.6924344961150081,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.109525779472051,0.8873286195609972,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.845899445144144,0.6672717114203373,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.483902959885021,0.8447533574093739,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.6180814126587975,0.9008407799979146,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.4693670342654013,0.5095612922064781,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,2.9301992856768266,0.757200981607351,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,5.234638671736865,0.39793682842924777,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,6.180149398069111,0.37310015062380447,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,4.210395843857659,0.8703800091491508,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.218911505159884,0.9240020737383602,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,4.163428472114333,0.9256301154779207,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,4.83678438026186,0.8540813699389336,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,6.003845288180026,0.9289561043893542,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,5.65366333394267,0.8044200961825048,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,7.380540543646123,0.6480071033003197,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,6.065803277789612,0.9278956020384055,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,7.631846993529874,0.8993598434948875,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,7.235482233550254,0.9429945605061765,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,7.891195204040924,0.8422929023344771,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,8.359957693215629,0.8636158371032979,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.275847511524933,0.8691371703963443,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.9574666041001367,0.8482976554527865,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.1903924496196954,0.8929328819509925,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m01_B_sin,kelvin,1,sin,B,1.5345937109051533,0.9182084673368065,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.5777440444582913,0.8566903706684688,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.6116594265866016,0.7732090723185762,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.908374841175134,0.6935028087238365,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.726435069066551,0.7857243601791197,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.808934546537192,0.7607670551760581,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m03_B_cos,kelvin,3,cos,B,3.323841582511739,0.5894103778923179,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.9485012523226857,0.645356967069042,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.0387714080702413,0.7959670127604024,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m04_N_cos,kelvin,4,cos,N,5.189378739702235,0.7077441764349587,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.484406157770954,0.7551500898946334,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m04_N_sin,kelvin,4,sin,N,5.037412735769296,0.7272894884155017,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m04_B_sin,kelvin,4,sin,B,3.9612989599178765,0.8073911417128008,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m05_N_cos,kelvin,5,cos,N,6.3562885796875905,0.7920722174499853,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m05_B_cos,kelvin,5,cos,B,5.429473159811252,0.8250883803897602,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m05_N_sin,kelvin,5,sin,N,6.215261161732469,0.744935433786909,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m05_B_sin,kelvin,5,sin,B,7.229527087859296,0.7031885177214167,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m06_N_cos,kelvin,6,cos,N,8.693136797123058,0.7841336935512472,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m06_B_cos,kelvin,6,cos,B,6.942352168828769,0.9109146268571027,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m06_N_sin,kelvin,6,sin,N,7.828732106865501,0.8724923504035931,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m06_B_sin,kelvin,6,sin,B,9.824027658097108,0.6862423429060144,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.7333680934125772,0.8212389829836991,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.1120194326629624,0.8379800839903938,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
