axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid
-0.75,5cecd06d0f028425,89264977cb5de2b7,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,torus,1,2,P00015,compact_poly,OFFSET_CONTROL,0.02850624058365201,0.023802039914511262,1.197638550562751,1.0323587676249377,0.011374999999999913,0.2562838141768499,True,True
-0.75,0db9abb712835be9,fc54395bb26a0d52,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.07,torus,1,1,P00016,compact_poly,INDETERMINATE,0.010514544956799904,0.0021093644612820393,4.984698068919453,-2.493968480474368,0.07387499999999991,0.22741318876128697,False,False
-0.75,a9398caf1203c2d4,8b010e5349018c70,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.07,torus,1,2,P00017,compact_poly,OFFSET_CONTROL,0.03587253994571742,0.03082802005112074,1.1636342485255808,1.2990595205857562,0.0036250000000002114,0.3493677717049166,True,True
0.75,d7454171f60f18ef,6a1fe9fd721b022e,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.03,torus,1,1,P00018,compact_poly,INDETERMINATE,0.0020633269324372276,0.0021138688835532203,0.976090309333171,0.9358369966870304,0.3562500000000002,0.2781005235313424,False,False
0.75,7c1c9fbe3023e1b1,bf39a54943eae44b,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.03,torus,1,2,P00019,compact_poly,INDETERMINATE,0.0018028185466483302,0.0019232613407290993,0.9373757525666742,-0.7546640673133473,0.03125000000000011,0.2857016440096911,False,False
0.75,0ca4ed1e76403760,31b67df88b3a580c,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00020,compact_poly,INDETERMINATE,0.0019464097344247004,0.0020747215148390276,0.9381546971501461,1.3595378766394797,0.3058749999999999,0.2822166250213883,False,False
0.75,ece31ab4dc55dd21,cc59bb3bc9813cef,TORUS_T2_3,OFFSET_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00021,compact_poly,INDETERMINATE,0.002087639176089322,0.0023787081683295415,0.8776356864135108,0.2879900703511279,0.41049999999999986,0.29702137392468625,False,False
0.75,aad0f78088ccd353,cb3107f4bdac36ab,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.07,torus,1,1,P00022,compact_poly,INDETERMINATE,0.0017677976778909014,0.0020210212073356495,0.874705159685792,-2.6971594822873737,0.2942499999999999,0.2864079001157006,False,False
0.75,06e244346ccfe7bb,52db8dbd61f9ad1a,TORUS_T2_3,OFFSET_CONTROL,CLOSED,0.37,0.07,torus,1,2,P00023,compact_poly,INDETERMINATE,0.002641330869353731,0.002989505937788114,0.8835342442263245,0.30051951485269635,0.44975,0.3069615283314481,False,False
-0.75,e9e372b1533f2725,60f24c3e28440adf,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.03,twist,1,1,P00024,gaussian,TIE,0.0,0.0,0.0,-1.047227728485866,0.11262499999999998,0.9934265769335424,True,True
-0.75,41270c88cdc04319,6d0289ed28f3feab,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.03,twist,1,2,P00025,gaussian,CLOSED,0.008593339389135023,0.015202293018885017,0.5652660015472643,1.160785810390766,0.34125000000000005,0.2099611361823004,True,True
-0.75,72cb888f030cf0d5,8ed5dedec5f8e0da,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00026,gaussian,OFFSET_CONTROL,0.004815117858172072,0.0,4815117858.172072,-0.7580897600882531,0.16687499999999988,0.193979920774768,False,True
-0.75,05a6bc7d077383f6,88bec279c7490409,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,1,2,P00027,gaussian,OFFSET_CONTROL,0.021411402814807155,0.018408334697126997,1.1631363274891373,-2.5430884949016557,0.00024999999999997247,0.26435392824304993,True,True
-0.75,b88ba84cc1f21647,bd77cf5d10b29567,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.07,twist,1,1,P00028,gaussian,CLOSED,0.01656995628583558,0.021345889632899805,0.7762598125822212,2.6949533915881245,0.40325,0.21636999150122313,True,True
-0.75,e94028312bd63d88,66cf40a98bb05500,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.07,twist,1,2,P00029,gaussian,CLOSED,0.027643264977050226,0.030666920784636415,0.9014033450302912,-0.29998065275197144,0.015249999999999986,0.33967066593988277,True,True
0.75,c47fda453dc25714,8262ae72f7770e3f,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.03,twist,1,1,P00030,gaussian,INDETERMINATE,0.0,4.35575571807207e-16,0.0,1.0007182463825228,0.1160000000000001,0.9848741159747073,False,False
0.75,684d31321f6fda03,ad03d566791d5602,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.03,twist,1,2,P00031,gaussian,CLOSED,0.0004442290291104348,0.0006005236892352571,0.7397360621629143,2.695431044978861,0.23662500000000009,0.2267463030069691,True,True
0.75,d91ee87f81f70320,811de8a62de1a50d,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00032,gaussian,CLOSED,0.0003858241579232277,0.00013512411513059863,2.855331615310304,0.06624234526981354,0.44975,0.2251142715316708,True,False
0.75,4c47172c68a032b3,97b27603bf5b42e8,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.05,twist,1,2,P00033,gaussian,OFFSET_CONTROL,0.0010441884825676832,0.0008040504327532994,1.2986604322717448,1.6762463872818625,0.01574999999999993,0.2420401442966322,True,True
0.75,69cb876ed46d30d9,1fd9c9dc6ee8df31,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.07,twist,1,1,P00034,gaussian,CLOSED,0.0006747044124293026,0.0010396936116893148,0.6489454247324166,2.5329002874992836,0.32962500000000006,0.2347595118651752,True,True
0.75,134f3a9de7d4dc15,96cfcd29c9f33bae,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.07,twist,1,2,P00035,gaussian,OFFSET_CONTROL,0.0017267979694271544,0.0013367219358796883,1.2918153903794205,-0.0019869350215795606,0.44199999999999995,0.2622461007019846,True,True
-0.75,6f4a55980f385b2a,e769455ad77b559d,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.03,twist,1,1,P00036,compact_poly,INDETERMINATE,0.00211974470990696,0.002082473516859366,1.0178975591986414,-0.15858265875323904,0.17412500000000009,0.2640660529407007,False,False
-0.75,05f6fac007d1bd81,066fdfd2106499f2,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.03,twist,1,2,P00037,compact_poly,OFFSET_CONTROL,0.010040459117519458,0.018303472763125588,0.5485548697483843,1.7641358696931637,0.019625000000000115,0.20966904095516092,False,True
-0.75,82ef6b87fdda3736,14a8e79771af6146,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,1,P00038,compact_poly,OFFSET_CONTROL,0.009501864745067912,0.018440721723186445,0.5152653398115509,-1.2277188514384436,0.05449999999999999,0.20280230347774647,False,True
-0.75,40a7130633f7b5f6,e60f89a477b17eb0,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.05,twist,1,2,P00039,compact_poly,CLOSED,0.027745185294360365,0.03106762261642589,0.8930578833441569,1.815742195424191,0.011375000000000135,0.24775988377417144,True,True
-0.75,706f4253b6b9f2d5,e30bcb833f0a3d63,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.07,twist,1,1,P00040,compact_poly,CLOSED,0.02169830534761029,0.027669117073350142,0.7842066405692896,-0.13477495768594167,0.03462500000000013,0.19203183984671807,True,True
-0.75,5aae347aea8e5769,b966cb9f0804776d,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.07,twist,1,2,P00041,compact_poly,OFFSET_CONTROL,0.03504871436419397,0.030949068407998135,1.132464276538171,-1.9096445074865913,0.0036249999999999893,0.3379757563636906,True,True
0.75,1ec221732279b90e,b108592c1cc023d8,TWIST_5_2,OFFSET_CONTROL,CLOSED,-0.37,0.03,twist,1,1,P00042,compact_poly,INDETERMINATE,0.002039811168488583,0.002088454811473671,0.9767083095512307,1.2894955457897692,0.44925000000000015,0.2790932875146718,False,False
0.75,4466de90bea2126d,9b6d675fec9ec8f6,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.03,twist,1,2,P00043,compact_poly,INDETERMINATE,0.001826362820800817,0.0017681889995152624,1.032900228030772,-2.720351397661616,0.4492499999999999,0.2852005069431692,False,False
0.75,ac40ec3c1b30d0e5,8d054e88ea7307b7,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,1,1,P00044,compact_poly,INDETERMINATE,0.0018825384510478271,0.00201186572948189,0.935717738744241,-2.775994901947632,0.44925000000000015,0.283904985342904,False,False
0.75,bd1df3d8359cb170,65459af755ed9e96,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,2,P00045,compact_poly,INDETERMINATE,0.0020497384011708645,0.0022723822252164725,0.9020218422873826,0.7245195204003313,0.21724999999999994,0.29436777919318646,False,False
0.75,6d11fb8bf64ff951,f6b773f1ec039399,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.07,twist,1,1,P00046,compact_poly,INDETERMINATE,0.0018221256382563126,0.0020463037577168187,0.8904472913099496,1.9093329502630034,0.30200000000000005,0.2888150552856489,False,False
0.75,b140dfad96f047c0,8fefd2e8737c94d1,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.07,twist,1,2,P00047,compact_poly,INDETERMINATE,0.002576275995502208,0.002864067106331731,0.8995166313689755,-1.3680757965658303,0.4298749999999998,0.3057039436303821,False,False
