pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns
PAIR_92EAB809AEDF,TRIPLE_GEAR_T3_3,triple_gear,CAND_80A9AFA95E28354A,CAND_EFFFE0A93E907086,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_E5FF86487618,TRIPLE_GEAR_T3_3,triple_gear,CAND_80A9AFA95E28354A,CAND_1168081533332957,0.5,0.5,total_beta,1.0,3,1.0
PAIR_972FCAE6249D,TRIPLE_GEAR_T3_3,triple_gear,CAND_80A9AFA95E28354A,CAND_E5AAAFBA19806BAE,1.0,1.0,total_beta,1.0,3,1.0
PAIR_10166A89D76B,TRIPLE_GEAR_T3_3,triple_gear,CAND_6328F066AF5BBA9B,CAND_77DFF82EF4D0F2B4,-1.0,-1.0,total_beta,1.0,3,3.0
PAIR_5B0FA4801B9A,TRIPLE_GEAR_T3_3,triple_gear,CAND_6328F066AF5BBA9B,CAND_158AF5D5126031CE,-0.5,-0.5,total_beta,1.0,3,3.0
PAIR_0B5627A8CAD2,TRIPLE_GEAR_T3_3,triple_gear,CAND_6328F066AF5BBA9B,CAND_EF515C1C7633CF0A,0.5,0.5,total_beta,1.0,3,3.0
PAIR_51370DD1CD80,TRIPLE_GEAR_T3_3,triple_gear,CAND_6328F066AF5BBA9B,CAND_6B5A6766858F67A6,1.0,1.0,total_beta,1.0,3,3.0
PAIR_DC1FF9C34903,TRIPLE_GEAR_T3_3,triple_gear,CAND_8A27ABFB075655BD,CAND_506E8114B3C24A07,-1.0,-1.0,total_beta,1.0,5,0.0
PAIR_20AC3AD217F4,TRIPLE_GEAR_T3_3,triple_gear,CAND_8A27ABFB075655BD,CAND_412113A8C1CD1077,-0.5,-0.5,total_beta,1.0,5,0.0
PAIR_C62535A845BE,TRIPLE_GEAR_T3_3,triple_gear,CAND_8A27ABFB075655BD,CAND_9399C590749F962E,0.5,0.5,total_beta,1.0,5,0.0
PAIR_5B838C5FBE07,TRIPLE_GEAR_T3_3,triple_gear,CAND_8A27ABFB075655BD,CAND_8CEF3E100092DED3,1.0,1.0,total_beta,1.0,5,0.0
PAIR_CC45744254D5,TRIPLE_GEAR_T3_3,triple_gear,CAND_A3AA51A16373A3D4,CAND_2FFCE0B8C1EB33AA,-1.0,-1.0,total_beta,1.0,5,1.0
PAIR_EC6EA3102A56,TRIPLE_GEAR_T3_3,triple_gear,CAND_A3AA51A16373A3D4,CAND_AD63BA7CB51945AC,-0.5,-0.5,total_beta,1.0,5,1.0
PAIR_19BD5CEB9C39,TRIPLE_GEAR_T3_3,triple_gear,CAND_A3AA51A16373A3D4,CAND_F31F5872F97DCB39,0.5,0.5,total_beta,1.0,5,1.0
PAIR_34974D74765D,TRIPLE_GEAR_T3_3,triple_gear,CAND_A3AA51A16373A3D4,CAND_1A6C679349B0E393,1.0,1.0,total_beta,1.0,5,1.0
PAIR_BA081DE13F88,TRIPLE_GEAR_T3_3,triple_gear,CAND_6EE349153FF2580E,CAND_4D15428B4163FFEF,-1.0,-1.0,total_beta,1.0,5,3.0
PAIR_E0C9D3E59417,TRIPLE_GEAR_T3_3,triple_gear,CAND_6EE349153FF2580E,CAND_3870E875B98F4AD0,-0.5,-0.5,total_beta,1.0,5,3.0
PAIR_1B02CD0FAC10,TRIPLE_GEAR_T3_3,triple_gear,CAND_6EE349153FF2580E,CAND_22EFE701B5378806,0.5,0.5,total_beta,1.0,5,3.0
PAIR_1261E0088CB5,TRIPLE_GEAR_T3_3,triple_gear,CAND_6EE349153FF2580E,CAND_69BB888233D6E6DE,1.0,1.0,total_beta,1.0,5,3.0
