file,file_sha256,status,component_count,raw_vertices_json,analysis_samples_per_component,sampled_total_length,sampled_reach_proxy,length_over_diameter_proxy,edge_cv_max,writhe_sum_midpoint_proxy,sidecar_present,knotplot_safe,sidecar_component_count,sidecar_vertices_per_component_json,sidecar_linking_matrix_json,ridgerunner_residual,ridgerunner_ropelength,ridgerunner_thickness,candidate_status,source_role
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_7.4\knot_7.4_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,ffb8021c4db519e46ac7cbf603f745d8d480c633d79b7f4c1e69ca2fc57c5398,OK,1,[300],300,32.15738245205126,0.4999969476810364,32.15757876242622,0.00038588251113969843,-5.835578386847697,True,,1,[300],,0.00499277,64.33073,0.4999851,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_8.1\knot_8.1_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,254f4e6a6972ff14d532cc9fc1bc6ae3f13cde047993a6d51256bbcfd9d0b95a,OK,1,[300],300,36.86863544228315,0.5001884536526721,36.854744619799355,0.00043043520675717324,2.5412252346639588,True,,1,[300],,0.00497284,73.761656,0.4999736,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_8.17\knot_8.17_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,26272c74a20e2338c04f0690c8d0294aa19e64e03e7ab3f7598c662ee190358b,OK,1,[300],300,37.42980176918755,0.4999989404176088,37.429881089273366,0.000873824350626309,-0.013153054048524227,True,,1,[300],,0.00497229,74.962147,0.4999803,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_8.18\knot_8.18_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,9836871d37b6abf573047a71c9bfa2ee4c7b83edf8fa84f1ae0ee94e0ddcc5ae,OK,1,[300],300,37.488164836085986,0.5000566467303158,37.48391815328037,0.0006359944612003977,-2.60456527326512e-05,True,,1,[300],,0.00489124,75.011163,0.499985,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_9.1\knot_9.1_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,7861bfb1a9b29bd6e57229c4349f96dfd59a8b149d91da6b5156426a0fd198ef,OK,1,[300],300,40.24034512930204,0.5010051402555774,40.159613041868454,0.00024815175527991956,11.764063786845,True,,1,[300],,0.00487171,80.498762,0.4999895,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_9.2\knot_9.2_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,5a27e68f78ff4ccacce8f3baa7f43506c437ed62551f6808c9eac35269e11dde,OK,1,[300],300,40.5144536374424,0.5000011961689461,40.51435671341166,0.0006360321199184655,7.1470697565845835,True,,1,[300],,0.00499885,81.071376,0.4999674,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\knot_9.35\knot_9.35_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,d5c78e55dbf668790ba1d0638103853eaa22d58ba42b32f072072de8106c4256,OK,1,[300],300,40.74689600115817,0.5000004834072482,40.74685660650652,0.0014807724303783603,7.226252321425847,True,,1,[300],,0.025224,81.649708,0.4999736,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_0.2.1\link_0.2.1_trial_015k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,da65b64ff17e69faaa8592c0010946fb03a8f6261e71842049224723eb7b8e6a,OK,2,"[300, 300]",300,18.902191017157058,0.5271864841918722,17.927423771241365,1.1513320056052504e-05,2.447420938588411e-15,True,,2,"[300,300]",,1.0,37.678962,0.5016683,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_0.2.1\link_0.2.1_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,3b6efed7515038ea4233975efe6e14f9ae2391e33266f7fd113a9a3d8eeba54a,OK,2,"[300, 300]",300,6.284134034553605,0.4979302116179623,6.310255822933592,1.150144731773768e-06,-3.521132608467375e-18,True,,2,"[300,300]",,0.99797,12.568484,0.4999922,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_0.3.1\link_0.3.1_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,2ee9f61985e229322d6d038c39c22ee21259c1bbc0d2a7c2acfd51dfb51dbdcf,OK,3,"[300, 300, 300]",300,17.642999485416805,0.5998683043247537,14.705727372341151,1.623307345185326e-05,1.8946899425031445e-07,True,,3,"[300,300,300]",,1.0,35.261945,0.5003588,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_2.2.1\link_2.2.1_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,e8b1dd43b21640afe852dd45e4b5223c82734e5446cd60a5b37225d37c2dd0a2,OK,2,"[300, 300]",300,37.57802709021512,0.5676401036703689,33.10022217179078,0.0001775138679763527,3.846983611178914e-05,True,,2,"[300,300]",,1.0,66.196913,0.5677076,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_4.2.1\link_4.2.1_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,05a613e6d519a964dfb8fcd44fdf825d3e7a83cf1b7cd8a3633e5ee2da98b358,OK,2,"[289, 311]",300,23.09615314272891,0.4998613246504767,23.102560654076083,4.191172680892938e-05,0.5377677326245158,True,,2,"[289,311]",,0.706861,46.195671,0.4999987,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_5.2.1\link_5.2.1_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,4a0a23b265bc3b70d522f6060887f4f18ee2bc7c7f376b467412bb7d4081ee4e,OK,2,"[291, 309]",300,27.996486589760167,0.49973311506085,28.01143825174681,0.00011037240339574031,1.2538522352124988,True,,2,"[291,309]",,0.550768,56.001628,0.4999958,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_6.2.1\link_6.2.1_trial_004k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,d936b148d0e687d306a2640d9f2e48393d4152b9eede67fa1bdeb9e61c3ebbdc,OK,2,"[293, 307]",300,29.571780883925964,0.49971272348327495,29.58878120792507,0.00010618235017961674,1.3254515147114196,True,,2,"[293,307]",,0.920807,59.15437,0.4999998,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_6.3.1\link_6.3.1_trial_002k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,fd6d8b516996753f3993b4ba2b2584e4443ea03f18918c049ec413fe1b08e1e9,OK,3,"[328, 278, 295]",300,57.24837351498531,0.49954952462795815,57.29999799081113,8.919045792188938e-05,-0.7953003458755776,True,,3,"[328,278,295]",,0.929329,114.50578,0.4999998,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_6.3.2\link_6.3.2_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,7d93cf48217b1dfa710599820cf6a86d5ad531a9cc64e251ca4667722f0abbd6,OK,3,"[322, 292, 285]",300,41.343413503201944,0.49972932617278326,41.36580678567912,7.793973418914558e-05,0.12277427846589863,True,,3,"[322,292,285]",,0.699593,82.693759,0.4999985,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_6.3.3\link_6.3.3_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,826c43d3149cc6f2f0905f973c7b8c08380eebae5d9558b59883b2f4d98c2c5b,OK,3,"[323, 280, 296]",300,27.314145086906912,0.4998836693061112,27.320501512703636,6.354240396346493e-05,-0.21633072072636084,True,,3,"[323,280,296]",,0.926934,54.631735,0.4999997,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_7.2.5\link_7.2.5_trial_011k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,2e1ff55f2dbcb200c172137f1bfda96db7dd998806c38461e3d577686ac28e8c,OK,2,"[246, 354]",300,36.263334758578246,0.48027560629790206,37.752630242982896,0.000285134698126781,2.884756593566521,True,,2,"[246,354]",,0.454553,72.551094,0.4999932,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_7.2.6\link_7.2.6_trial_002k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,46e9eef6b2f1b233cd044b8c4da50bcc9d71b03682ed265ab1bc50fbcf3b886f,OK,2,"[160, 440]",300,45.813216095481934,0.49923778505069705,45.883161759110095,0.0002636142476571278,1.1141113935405913,True,,2,"[160,440]",,0.801426,91.650864,0.4999965,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_7.2.8\link_7.2.8_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,366810d9d04b1de7c8cf6f8ee01237400740cb205a6095dfe08697af75e48a9e,OK,2,"[231, 369]",300,38.971987889245156,0.5000146977878575,38.970842318899095,0.0001812615707777009,3.327439819913956,True,,2,"[231,369]",,0.887421,77.957163,0.4999998,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_8.2.1\link_8.2.1_trial_001k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,773b5e67a82396c72fc455fe58f14bace99bcf00ccd61a052cf087d00e7c8a55,OK,2,"[311, 289]",300,38.54794526509617,0.4995052846546004,38.58612355998539,0.00017867012010270764,2.0121864573120374,True,,2,"[311,289]",,0.702246,77.119024,0.4999988,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_9.2.20\link_9.2.20_trial_004k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,66bac3fbecd8197e4655d031fa1344c8b96009e17f17424daf46507912a776f5,OK,2,"[235, 365]",300,48.99850394992217,0.49936081217952055,49.06122262183759,0.0002893026628781037,2.3418029339421502,True,,2,"[235,365]",,0.823225,98.030268,0.4999987,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\link_9.2.40\link_9.2.40_trial_005k_rr_002k_coarse_rr_005k_eqfinal_rr_005k_polish.txt,6ae57b85756b4b2ae242e228e0b19319f124b8c4a8a0dfaf70ba154f5daa15b3,OK,2,"[365, 235]",300,48.10484240481536,0.49938670998301193,48.16391930659486,0.0002661043784017311,-2.3083859504426876,True,,2,"[365,235]",,0.742356,96.242019,0.4999978,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.11\torus_2.11_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,5b04de2f9c7b336c962f51ac436def92e7a0ca15665ac8764e440f117993428f,OK,1,[300],300,48.48566455647543,0.5008858663157664,48.39991285151306,0.0007951837066379711,-14.490269789521468,True,,1,[300],,0.00483596,97.049763,0.4999784,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.3\torus_2.3_trial_006k_rr_010k_coarse_rr_050k_eqfinal_rr_020k_polish.txt,1c98ace74089b1e837b66b23f1124dc8e1f4755bf8c9ec6a7454bf65d5bed500,OK,1,[300],300,16.376423514448895,0.5001765804903539,16.370642042450367,5.5150979464394463e-05,-3.4075486514093316,True,,1,[300],,0.00975757,32.753406,0.499998,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.3\torus_2.3_trial_006k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,020264250878cc8bed44c48db7fb46b38f94ebbde7b39b24e66347388cea39fc,OK,1,[300],300,16.376171094115122,0.500146832032896,16.37136341297271,7.537947909108092e-05,-3.4070237077415286,True,,1,[300],,0.00485359,32.753136,0.4999981,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.4\torus_2.4_trial_005k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,652c2538c1f7d922a8cc1d1af433737f59ee6203e44dfcf8b8e443484b5d0bd8,OK,2,"[300, 300]",300,20.19855605167883,0.4999735860700228,20.199623154541968,6.740832289927261e-06,-0.8329208292474863,True,,2,"[300,300]",,0.00431836,40.399325,0.4999737,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.5\torus_2.5_trial_001k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,85ccd2e3f0af33b09722bca6bfe808d797a6ecdf3cec9566638121b5c97d47e7,OK,1,[300],300,24.09870766955082,0.5001453552145855,24.09170395995316,0.00022470845618109982,-6.227054321284963,True,,1,[300],,0.0049607,48.218362,0.4999992,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.6\torus_2.6_trial_004k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,2b28b693246f143f0b2a3dfd9df3fb806180c4e253a5659367cb6cd17d5ea258,OK,2,"[300, 300]",300,28.05676259466746,0.49995999798510843,28.059007428333445,9.000789818654044e-06,-1.650714251630192,True,,2,"[300,300]",,0.00496134,56.117953,0.499964,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.7\torus_2.7_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,50abd3d2c615fa1ca5387e9d7bedaa8590b35f295592d898a46692d969127620,OK,1,[300],300,32.09179058561797,0.5006029493070222,32.05313775122799,0.00010709885038313921,-9.016071640877332,True,,1,[300],,0.00487266,64.188609,0.4999981,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.8\torus_2.8_trial_001k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,ba1a7e1ff2b26f17f8a91bdc5de3cdc63a57a43ec3da5382a8a3e54907395a68,OK,2,"[300, 300]",300,36.11449541584007,0.4999568970254698,36.117608968599,2.264572060333575e-05,-2.4406396298776185,True,,2,"[300,300]",,0.00492121,72.232729,0.4999816,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_2.9\torus_2.9_trial_015k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,d5de6920f0885d8db8a98a00f60f25b99008882d816d183c7322c8416246948c,OK,1,[300],300,40.24005211938412,0.5010079551907995,40.15909498289248,0.00024436856430130524,-11.764203653897129,True,,1,[300],,0.0047469,80.500144,0.4999769,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_3.3\torus_3.3_trial_004k_rr_010k_coarse_rr_050k_eqfinal_rr_020k_polish.txt,61b9e1f84f79883b7e94d69db26ebeb5b005dea9c4612fe6f77b3709636c1e47,OK,3,"[300, 300, 300]",300,25.645093715110093,0.49996802694921316,25.646733723749826,1.796944244634728e-05,-0.20357344241450206,True,,3,"[300,300,300]",,0.21793,51.292347,0.4999959,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_3.3\torus_3.3_trial_004k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,e72c488bbdca89aa88bf0cd053f84a444bd0fffe0ff6b888041c1b8c142144fb,OK,3,"[300, 300, 300]",300,25.64506680039089,0.49996804379790083,25.646705943027477,1.7978805130229867e-05,-0.20358322846443389,True,,3,"[300,300,300]",,0.216789,51.2924,0.4999948,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_3.6\torus_3.6_trial_005k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,0254682e358105a5376bdea998483dee24401bebfd1c622ccb9f2c12466116b2,OK,3,"[300, 300, 300]",300,42.366585075854644,0.49984902379312335,42.37938163243193,8.565200489243608e-05,-1.3768977913078482,True,,3,"[300,300,300]",,0.0276313,84.746246,0.4999763,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_3.9\torus_3.9_trial_005k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,80f4e30e84f1b7613886097efb938a8158fc497306e60aed2579a330d245a4f0,OK,3,"[297, 304, 299]",300,55.68912397152363,0.45282031610679885,61.491415016800175,0.0002637813045183274,-3.021026343285182,True,,3,"[297,304,299]",,0.0909074,111.41073,0.4999978,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_6.15\torus_6.15_trial_001k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,f3ecc9b446954f6f78074fdbb4d70ace8e7c4c5526628b66779a5671a9ddba21,OK,3,"[300, 300, 300]",300,150.24367276851666,0.498674289513215,150.64309101956937,0.0005449125645649154,-18.029151378407963,True,,3,"[300,300,300]",,0.373873,300.64624,0.4999986,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_6.21\torus_6.21_trial_005k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,f024fd71d0051b32d2bed8eb714a288b5299589734f8aad1ae51224bc0513f24,OK,3,"[300, 300, 300]",300,222.88062817358718,0.4975701936800468,223.96903090713107,0.0007739121012021774,-25.27705227276877,True,,3,"[300,300,300]",,0.571765,446.10116,0.4999786,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_6.9\torus_6.9_trial_003k_rr_010k_coarse_rr_050k_eqfinal_rr_020k_polish.txt,fc915c04a6cf2946d0a7d4b9a53c42aba018557b1db35b76d60b5b3102b94734,OK,3,"[300, 300, 300]",300,109.58101655191797,0.49909930330908286,109.77877130401092,0.00021460096647118933,-10.092366731598913,True,,3,"[300,300,300]",,0.760103,219.21848,0.4999638,,
C:\workspace\projects\SST-Workbench\KnotPlot\knots\torus_6.9\torus_6.9_trial_003k_rr_010k_coarse_rr_050k_eqfinal_rr_030k_polish.txt,ea19fc0e46fe83e5a9d5089eca04133f67c7f8c933c439c77b38193124de4e1e,OK,3,"[300, 300, 300]",300,99.32172673812914,0.4990851548208054,99.50378785939868,0.00029352907155794533,-10.407436912079822,True,,3,"[300,300,300]",,0.407832,198.70777,0.4999878,,
