lambda_,epsilon,R,v0,Xi_filament,Xi_cavitation,Xi_renormalization,Xi_total,Xi_mass,chi_K,chi_cavitation,chi_renormalization,chi_E_hollow_total,chi_E,E_loop,target_residual,mass_mode,kernel,quadrature_n,target_chi_E,target_xi_E,status,mode_label
4.5,1.0,4.5,0.15915494309189535,3.6304262209220557,1.125,-1.125,4.755426220922056,3.6304262209220557,143.3234824313701,44.41321980490211,-44.41321980490211,187.7367022362722,143.3234824313701,3.6304262209220557,21.81064069009697,vacuum_subtracted,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
4.5,1.0,4.5,0.15915494309189535,3.6304262209220557,1.125,-4.59627127783016,4.755426220922056,0.15915494309189535,143.3234824313701,44.41321980490211,-181.45351692909264,187.7367022362722,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
6.25,1.0,6.25,0.15915494309189535,6.0286661814259235,1.5625,0.0,7.5911661814259235,6.0286661814259235,238.00220110759946,61.68502750680849,0.0,299.68722861440796,238.00220110759946,6.0286661814259235,36.87922677302582,kinetic_only,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
6.25,1.0,6.25,0.15915494309189535,6.0286661814259235,1.5625,0.0,7.5911661814259235,7.5911661814259235,238.00220110759946,61.68502750680849,0.0,299.68722861440796,299.68722861440796,7.5911661814259235,46.69670381549393,kinetic_plus_cavity,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_plus_cavity
6.25,1.0,6.25,0.15915494309189535,6.0286661814259235,1.5625,-1.5625,7.5911661814259235,6.0286661814259235,238.00220110759946,61.68502750680849,-61.68502750680849,299.68722861440796,238.00220110759946,6.0286661814259235,36.87922677302582,vacuum_subtracted,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
6.25,1.0,6.25,0.15915494309189535,6.0286661814259235,1.5625,-7.432011238334028,7.5911661814259235,0.15915494309189535,238.00220110759946,61.68502750680849,-293.4040433072284,299.68722861440796,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
8.0,1.0,8.0,0.15915494309189535,8.68031838018791,2.0,0.0,10.68031838018791,8.68031838018791,342.68523395183774,78.95683520871486,0.0,421.64206916055264,342.68523395183774,8.68031838018791,53.54004890803758,kinetic_only,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
8.0,1.0,8.0,0.15915494309189535,8.68031838018791,2.0,0.0,10.68031838018791,10.68031838018791,342.68523395183774,78.95683520871486,0.0,421.64206916055264,421.64206916055264,10.68031838018791,66.10641952239676,kinetic_plus_cavity,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_plus_cavity
8.0,1.0,8.0,0.15915494309189535,8.68031838018791,2.0,-2.0,10.68031838018791,8.68031838018791,342.68523395183774,78.95683520871486,-78.95683520871486,421.64206916055264,342.68523395183774,8.68031838018791,53.54004890803758,vacuum_subtracted,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
8.0,1.0,8.0,0.15915494309189535,8.68031838018791,2.0,-10.521163437096014,10.68031838018791,0.15915494309189535,342.68523395183774,78.95683520871486,-415.358883853373,421.64206916055264,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,1024,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
