pair_key,topology_key,variant_key,representation,resolutions_json,last_length_relative_change,last_reach_relative_change,last_writhe_absolute_change,convergence_status
5_2/knot.5_2,5_2,5_2,fseries,"[128, 256, 512]",0.0003399243142819602,0.00024936069432752414,0.013411080855468605,PASS_DIAGNOSTIC_THRESHOLDS
5_2/knot.5_2d,5_2,5_2d,fseries,"[128, 256, 512]",0.00046875389049883356,1.1966719551528968e-05,0.012487774055651713,PASS_DIAGNOSTIC_THRESHOLDS
5_2/knot.5_2r,5_2,5_2r,fseries,"[128, 256, 512]",0.0002777019021227321,3.971328715350659e-05,0.001295250511427426,PASS_DIAGNOSTIC_THRESHOLDS
6_1/knot.6_1,6_1,6_1,fseries,"[128, 256, 512]",0.00042677087060508215,3.7684544315774135e-05,0.015411383297489145,PASS_DIAGNOSTIC_THRESHOLDS
6_2/knot.6_2,6_2,6_2,fseries,"[128, 256, 512]",0.00038676611978608077,0.00012420275397583954,0.004720128464532181,PASS_DIAGNOSTIC_THRESHOLDS
6_2/knot.6_2d,6_2,6_2d,fseries,"[128, 256, 512]",0.0005958826198541769,0.002215478415970754,0.010570133548740923,PASS_DIAGNOSTIC_THRESHOLDS
6_2/knot.6_2p,6_2,6_2p,fseries,"[128, 256, 512]",0.0005676127637524972,0.00014962970209434946,0.00972748383988753,PASS_DIAGNOSTIC_THRESHOLDS
6_3/knot.6_3d,6_3,6_3d,fseries,"[128, 256, 512]",0.0005805299113901809,0.0002015230862102829,0.004978161937876452,PASS_DIAGNOSTIC_THRESHOLDS
6_3/knot.6_3z,6_3,6_3z,fseries,"[128, 256, 512]",0.0004956082360572164,0.0003895935782750906,3.561761920377121e-15,PASS_DIAGNOSTIC_THRESHOLDS
7_1/knot.7_1,7_1,7_1,fseries,"[128, 256, 512]",0.0006661140705488462,5.886711332443157e-05,0.050347723580356885,NOT_CONVERGED_AT_REQUESTED_LEVELS
7_1/knot.7_1p,7_1,7_1p,fseries,"[128, 256, 512]",0.0010371409625133051,0.00011998137110825818,0.048341788184918855,NOT_CONVERGED_AT_REQUESTED_LEVELS
7_2/knot.7_2,7_2,7_2,fseries,"[128, 256, 512]",0.0005306342447963117,0.00011418722856811109,0.03869380434836689,PASS_DIAGNOSTIC_THRESHOLDS
7_2/knot.7_2d,7_2,7_2d,fseries,"[128, 256, 512]",0.0007759063993106372,0.0001910145709934423,0.027499517254171657,PASS_DIAGNOSTIC_THRESHOLDS
7_2/knot.7_2r,7_2,7_2r,fseries,"[128, 256, 512]",0.00040922261200795966,2.8867588539911345e-05,0.017316886626595362,PASS_DIAGNOSTIC_THRESHOLDS
7_3/knot.7_3,7_3,7_3,fseries,"[128, 256, 512]",0.0006301579462322426,0.00015165568695024934,0.023174874279638047,PASS_DIAGNOSTIC_THRESHOLDS
7_3/knot.7_3d,7_3,7_3d,fseries,"[128, 256, 512]",0.001217252294334139,5.788439844525206e-05,0.01355856828548152,NOT_CONVERGED_AT_REQUESTED_LEVELS
7_4/knot.7_4,7_4,7_4,fseries,"[128, 256, 512]",0.0004213562619423884,0.00015142091093153898,0.016682679074994766,PASS_DIAGNOSTIC_THRESHOLDS
7_5/knot.7_5,7_5,7_5,fseries,"[128, 256, 512]",0.0004972585704204954,0.00021039734739571086,0.02547043048848696,PASS_DIAGNOSTIC_THRESHOLDS
7_5/knot.7_5d,7_5,7_5d,fseries,"[128, 256, 512]",0.001061142661691486,8.184226281785211e-05,0.0022232503554429073,NOT_CONVERGED_AT_REQUESTED_LEVELS
7_6/knot.7_6d,7_6,7_6d,fseries,"[128, 256, 512]",0.0009620750796315262,0.0014365972237178938,0.010921531133893048,PASS_DIAGNOSTIC_THRESHOLDS
7_6/knot.7_6s,7_6,7_6s,fseries,"[128, 256, 512]",0.0009670959057424082,0.12004977410234902,0.019665523312334177,NOT_CONVERGED_AT_REQUESTED_LEVELS
7_7/knot.7_7d,7_7,7_7d,fseries,"[128, 256, 512]",0.000552185296684238,0.0011883152001293817,0.02124010582442981,PASS_DIAGNOSTIC_THRESHOLDS
8_1/knot.8_1,8_1,8_1,fseries,"[128, 256, 512]",0.0007792177702100196,1.3066814360055356e-05,0.057524800631066686,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_1/knot.8_1d,8_1,8_1d,fseries,"[128, 256, 512]",0.0012094775880533727,0.0014006885762293227,0.10105305166049927,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_10/knot.8_10s,8_10,8_10s,fseries,"[128, 256, 512]",0.0007195407375489764,0.0,0.006042806726702654,PASS_DIAGNOSTIC_THRESHOLDS
8_11/knot.8_11,8_11,8_11,fseries,"[128, 256, 512]",0.0011416937931913256,0.05782227678233631,0.047375067187188424,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_11/knot.8_11d,8_11,8_11d,fseries,"[128, 256, 512]",0.0011960457606712582,0.0039529746185709745,0.04666088157411785,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_12/knot.8_12d,8_12,8_12d,fseries,"[128, 256, 512]",0.0013009179804968013,0.012480995015089,0.03858489636874354,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_12/knot.8_12z,8_12,8_12z,fseries,"[128, 256, 512]",0.0006346148189930558,8.997147486580162e-05,5.972058908436938e-15,PASS_DIAGNOSTIC_THRESHOLDS
8_13/knot.8_13d,8_13,8_13d,fseries,"[128, 256, 512]",0.0010992050744857485,0.00023897707039814724,0.023183522018666025,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_13/knot.8_13p,8_13,8_13p,fseries,"[128, 256, 512]",0.0007531376669132162,0.06152567704116883,0.00040951260241262055,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_14/knot.8_14d,8_14,8_14d,fseries,"[128, 256, 512]",0.0009855496002533007,0.000843425086760929,0.0018458254212943004,PASS_DIAGNOSTIC_THRESHOLDS
8_14/knot.8_14r,8_14,8_14r,fseries,"[128, 256, 512]",0.0008471119152146311,0.0003024562319251708,0.016383926598246834,PASS_DIAGNOSTIC_THRESHOLDS
8_15/knot.8_15,8_15,8_15,fseries,"[128, 256, 512]",0.0006003669119627899,0.0,0.032760569711836496,PASS_DIAGNOSTIC_THRESHOLDS
8_15/knot.8_15d,8_15,8_15d,fseries,"[128, 256, 512]",0.0006363151655759121,0.0036756481045468565,0.025336483285443023,PASS_DIAGNOSTIC_THRESHOLDS
8_15/knot.8_15p,8_15,8_15p,fseries,"[128, 256, 512]",0.0009722635565307275,0.0629552775276659,0.0173929992941817,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_16/knot.8_16,8_16,8_16,fseries,"[128, 256, 512]",0.0004873057776876086,0.00029006379599763116,0.0004131172571959496,PASS_DIAGNOSTIC_THRESHOLDS
8_17/knot.8_17,8_17,8_17,fseries,"[128, 256, 512]",0.0005720380918779446,0.002834491981905319,0.01191374655698807,PASS_DIAGNOSTIC_THRESHOLDS
8_18/knot.8_18,8_18,8_18,fseries,"[128, 256, 512]",0.0006765646772678242,0.0017261230754706362,0.008737259018523458,PASS_DIAGNOSTIC_THRESHOLDS
8_18/knot.8_18z,8_18,8_18z,fseries,"[128, 256, 512]",0.0009219903414333753,0.0007795338239930329,1.339918232712271e-14,PASS_DIAGNOSTIC_THRESHOLDS
8_19/knot.8_19t,8_19,8_19t,fseries,"[128, 256, 512]",0.0003059884444728689,0.0001024934241419498,0.005697042881854131,PASS_DIAGNOSTIC_THRESHOLDS
8_19/knot.8_19u,8_19,8_19u,fseries,"[128, 256, 512]",0.00036277321471462097,9.121315264304669e-05,0.003495021843685109,PASS_DIAGNOSTIC_THRESHOLDS
8_2/knot.8_2,8_2,8_2,fseries,"[128, 256, 512]",0.0006859521498026103,8.582564692942608e-05,0.024420782480434333,PASS_DIAGNOSTIC_THRESHOLDS
8_2/knot.8_2d,8_2,8_2d,fseries,"[128, 256, 512]",0.0009887387429340082,0.001748935742682594,0.033937799947197256,PASS_DIAGNOSTIC_THRESHOLDS
8_20/knot.8_20r,8_20,8_20r,fseries,"[128, 256, 512]",0.0006972464100005754,0.10889304879784102,0.01483289199181681,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_21/knot.8_21d,8_21,8_21d,fseries,"[128, 256, 512]",0.0004869499252632077,0.0029972117441183273,0.00022664182426090917,PASS_DIAGNOSTIC_THRESHOLDS
8_21/knot.8_21p,8_21,8_21p,fseries,"[128, 256, 512]",0.0006764508657804913,0.11806108303595098,0.008177469796224024,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_21/knot.8_21r,8_21,8_21r,fseries,"[128, 256, 512]",0.00036664287030971923,4.509141885891085e-05,0.0019879168980638795,PASS_DIAGNOSTIC_THRESHOLDS
8_3/knot.8_3,8_3,8_3,fseries,"[128, 256, 512]",0.0010118457730302313,8.927934399885513e-05,0.11161967156115526,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_3/knot.8_3d,8_3,8_3d,fseries,"[128, 256, 512]",0.0013485869903696792,0.003136343450468419,0.061400942757208976,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_3/knot.8_3z,8_3,8_3z,fseries,"[128, 256, 512]",0.0007303014486406549,0.001689193285773792,2.3803451390070343e-14,PASS_DIAGNOSTIC_THRESHOLDS
8_4/knot.8_4,8_4,8_4,fseries,"[128, 256, 512]",0.0008459013365877722,0.058495524830153384,0.018556482510637462,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_4/knot.8_4d,8_4,8_4d,fseries,"[128, 256, 512]",0.0012561895568291555,1.9572746381977225e-05,0.07096482780005564,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_5/knot.8_5,8_5,8_5,fseries,"[128, 256, 512]",0.0008812103927469995,0.27135538178654894,0.027994651546378257,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_6/knot.8_6,8_6,8_6,fseries,"[128, 256, 512]",0.0010131001659873724,0.05724308044880338,0.04704177564879153,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_6/knot.8_6p,8_6,8_6p,fseries,"[128, 256, 512]",0.0008308718426443606,2.2645022333854615e-05,0.01180317256368113,PASS_DIAGNOSTIC_THRESHOLDS
8_7/knot.8_7d,8_7,8_7d,fseries,"[128, 256, 512]",0.001263095719221945,0.0006842655244516226,0.038170557612940303,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_7/knot.8_7s,8_7,8_7s,fseries,"[128, 256, 512]",0.0005996837828236767,0.06194457717052262,0.0010863928573283665,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_8/knot.8_8d,8_8,8_8d,fseries,"[128, 256, 512]",0.0011675811476811071,0.0019234585203294428,0.012849052172207998,NOT_CONVERGED_AT_REQUESTED_LEVELS
8_9/knot.8_9d,8_9,8_9d,fseries,"[128, 256, 512]",0.0013060880903772952,0.0003282004336073729,0.02108646864729502,NOT_CONVERGED_AT_REQUESTED_LEVELS
9_2/knot.9_2,9_2,9_2,fseries,"[128, 256, 512]",0.0007889673815950383,5.3125937289134466e-05,0.08449548074134405,NOT_CONVERGED_AT_REQUESTED_LEVELS
9_2/knot.9_2n,9_2,9_2n,fseries,"[128, 256, 512]",0.0007818657565048043,0.00039582715791094107,0.08231557364216258,NOT_CONVERGED_AT_REQUESTED_LEVELS
